Package Code	Package Description	Accessory #	Accessory	Code	CTD	Sell	Labour	Lab Hrs	Sundry	Sublet
STB-00001	Stabicraft 2750 Battery & Switch Upgrade from Standard Setup	4	BEP Battery Distribution Cluster w DVSR – Twin Outboard 3 Battery Banks	113688	568.932	789	Labour Estimated - (1.75)	1.75	10	0
STB-00001	Stabicraft 2750 Battery & Switch Upgrade from Standard Setup	5	Electrical Sundries Required (Estimated Cost - $50.00)	SUNDRY-ELEC-$50	39	50	Electrical / Cable Installation Labour - (1.0)	1	0	0
STB-00001	Stabicraft 2750 Battery & Switch Upgrade from Standard Setup	6	.	0	0	0	0	0	0	0
STB-00001	Stabicraft 2750 Battery & Switch Upgrade from Standard Setup	7	CREDIT - Batteries (2 x MFM70)	2 x MFM70	-293	-519	CREDIT PART	0	0	0
STB-00001	Stabicraft 2750 Battery & Switch Upgrade from Standard Setup	8	CREDIT - Battery Switch - Dual (Blue Sea)	BS-6007	-79	-115	CREDIT PART	0	0	0
ELE-00560K	Accessory Fuse Block t/s Muliple Additional Accessories	1	Fuse Block - ATO 6 Pole	00560K	10.44	18	Labour Estimated - (0.75)	0.75	7.5	0
ELE-00560K	Accessory Fuse Block t/s Muliple Additional Accessories	2	Electrical Sundries (Estimated Cost - $30.00)	ELE-SUNDRIES-$30	13	30	Supply Only - Installation Not Required	0	0	0
ELE-00560K	Accessory Fuse Block t/s Muliple Additional Accessories	3	.	0	0	0	0	0	0	0
ELE-00560K	Accessory Fuse Block t/s Muliple Additional Accessories	4	.	0	0	0	0	0	0	0
JEA-53139x2	2 x Sirocco (White) Fans installed in Cabin Area (Location to be advised)	1	Fan - Sirocco 12v 3 Speed (White)	53139	190.265454545454	279	Labour Estimated - (1.0)	1	10	0
JEA-53139x2	2 x Sirocco (White) Fans installed in Cabin Area (Location to be advised)	2	Fan - Sirocco 12v 3 Speed (White)	53139	190.265454545454	279	Labour Estimated - (1.0)	1	10	0
JEA-53139x2	2 x Sirocco (White) Fans installed in Cabin Area (Location to be advised)	3	.	0	0	0	0	0	0	0
JEA-53139x2	2 x Sirocco (White) Fans installed in Cabin Area (Location to be advised)	4	Additional Installation Allowance (3hrs)	LABOUR-ALLOW-3Hrs	0	0	Labour Estimated - (3.0)	3	12.5	0
JEA-53139x2	2 x Sirocco (White) Fans installed in Cabin Area (Location to be advised)	5	.	0	0	0	0	0	0	0
JEA-53141x2	2 x Sirocco (Black) Fans installed in Cabin Area (Location to be advised)	1	Fan - Sirocco 12v 3 Speed Black	53141	190.265454545454	279	Labour Estimated - (1.0)	1	10	0
JEA-53141x2	2 x Sirocco (Black) Fans installed in Cabin Area (Location to be advised)	2	Fan - Sirocco 12v 3 Speed Black	53141	190.265454545454	279	Labour Estimated - (1.0)	1	10	0
JEA-53141x2	2 x Sirocco (Black) Fans installed in Cabin Area (Location to be advised)	3	.	0	0	0	0	0	0	0
JEA-53141x2	2 x Sirocco (Black) Fans installed in Cabin Area (Location to be advised)	4	Additional Installation Allowance (3hrs)	LABOUR-ALLOW-3Hrs	0	0	Labour Estimated - (3.0)	3	12.5	0
JEA-53141x2	2 x Sirocco (Black) Fans installed in Cabin Area (Location to be advised)	5	.	0	0	0	0	0	0	0
ELE-ECSMF795/895	MF795/895 240V Electrical Compliance (Single Inlet)	1	Circuit Protection device 16Amp	T.MPS.RVD-EMR-16A	213	299	Labour Estimated - (1.5)	1.5	10	0
ELE-ECSMF795/895	MF795/895 240V Electrical Compliance (Single Inlet)	2	Blocker Electrolysis - Galvanic isolator	T.MPS.EB67	339	470	Labour Estimated - (1.5)	1.5	10	0
ELE-ECSMF795/895	MF795/895 240V Electrical Compliance (Single Inlet)	3	E Plate Aluminium Ground	T.MR.EP-AL	462	593	Labour Estimated - (1.5)	1.5	10	0
ELE-ECSMF795/895	MF795/895 240V Electrical Compliance (Single Inlet)	4	Anode bronxe Stud (2Pk)	T.MPS.BS2	92	118	Labour Estimated - (1.0)	1	10	0
ELE-ECSMF795/895	MF795/895 240V Electrical Compliance (Single Inlet)	5	Anode Mini Diver Alum (Hull Anode)	CMDIVER-MINIA	39	50	Labour Estimated - (1.0)	1	10	0
ELE-ECSMF795/895	MF795/895 240V Electrical Compliance (Single Inlet)	6	Anode Maddox Sml Wedge PS (Trim Tabs)	T.MPS.MDXSW	43	54	Labour Estimated - (1.0)	1	10	0
ELE-ECSMF795/895	MF795/895 240V Electrical Compliance (Single Inlet)	7	AJC Electrical - Perform Compliance work (MF795/895) to meet AS/NZS 3004.2:2014 - Part 2 Boat Installations	Sublet	1027	1300	Sublet Operation	0	0	0
ELE-ECDMF895	MF895 240V Electrical Compliance (Duel Inlet)	1	Circuit Protection device 16Amp (Twin Circuit)	T.MPS.RVD-EMR-16A (Qty 2)	426	598	Labour Estimated - (2.0)	2	10	0
ELE-ECDMF895	MF895 240V Electrical Compliance (Duel Inlet)	2	Blocker Electrolysis - Galvanic isolator	T.MPS.EB67	339	470	Labour Estimated - (1.5)	1.5	10	0
ELE-ECDMF895	MF895 240V Electrical Compliance (Duel Inlet)	3	E Plate Aluminium Ground	T.MR.EP-AL	462	593	Labour Estimated - (1.5)	1.5	10	0
ELE-ECDMF895	MF895 240V Electrical Compliance (Duel Inlet)	4	Anode bronxe Stud (2Pk)	T.MPS.BS2	92	118	Labour Estimated - (1.0)	1	10	0
ELE-ECDMF895	MF895 240V Electrical Compliance (Duel Inlet)	5	Anode Mini Diver Alum (Hull Anode)	CMDIVER-MINIA	39	50	Labour Estimated - (1.0)	1	10	0
ELE-ECDMF895	MF895 240V Electrical Compliance (Duel Inlet)	6	Anode Maddox Sml Wedge PS (Trim Tabs)	T.MPS.MDXSW	43	54	Labour Estimated - (1.0)	1	10	0
ELE-ECDMF895	MF895 240V Electrical Compliance (Duel Inlet)	7	AJC Electrical - Perform Compliance work (MF895 Offshore) to meet AS/NZS 3004.2:2014 - Part 2 Boat Installations	Sublet	1106	1400	Sublet Operation	0	0	0
ELE-ECDMF1095	MF1095 240V Electrical Compliance (Duel Inlet)	1	Circuit Protection device 16Amp (Twin Circuit)	T.MPS.RVD-EMR-16A (Qty 2)	426	598	Labour Estimated - (2.0)	2	10	0
ELE-ECDMF1095	MF1095 240V Electrical Compliance (Duel Inlet)	2	Blocker Electrolysis - Galvanic isolator	T.MPS.EB67	339	470	Labour Estimated - (1.5)	1.5	10	0
ELE-ECDMF1095	MF1095 240V Electrical Compliance (Duel Inlet)	3	E Plate Aluminium Ground	T.MR.EP-AL	462	593	Labour Estimated - (1.5)	1.5	10	0
ELE-ECDMF1095	MF1095 240V Electrical Compliance (Duel Inlet)	4	Anode bronxe Stud (2Pk)	T.MPS.BS2	92	118	Labour Estimated - (1.0)	1	10	0
ELE-ECDMF1095	MF1095 240V Electrical Compliance (Duel Inlet)	5	Anode Mini Diver Alum (Hull Anode)	CMDIVER-MINIA	39	50	Labour Estimated - (1.0)	1	10	0
ELE-ECDMF1095	MF1095 240V Electrical Compliance (Duel Inlet)	6	Anode Maddox Sml Wedge PS (Trim Tabs)	T.MPS.MDXSW	43	54	Labour Estimated - (1.0)	1	10	0
ELE-ECDMF1095	MF1095 240V Electrical Compliance (Duel Inlet)	7	AJC Electrical - Perform Compliance work (MF1095) to meet AS/NZS 3004.2:2014 - Part 2 Boat Installations	Sublet	1339.05	1695	Sublet Operation	0	0	0
ELE-MFBLS	Battery Link Switch System t/s Dual Battery Setups in MF605, 695, 795	1	BEP Battery Switch - Sng Position / Surface Mount	113550	45.70800000000001	69	Installation Only - Fit Single Battery Switch	0.75	5	0
ELE-MFBLS	Battery Link Switch System t/s Dual Battery Setups in MF605, 695, 795	2	Power Stud, Insulated - 10mm Black	113519	15.408	26	Installation Only - Fit Battery Terminals	0.25	0	0
ELE-MFBLS	Battery Link Switch System t/s Dual Battery Setups in MF605, 695, 795	3	Electrical Sundries Required (Estimated Cost - $40.00)	SUNDRY-ELEC-$40	31	40	Electrical / Cable Installation Labour - (1.0)	1	0	0
ELE-MFBLS	Battery Link Switch System t/s Dual Battery Setups in MF605, 695, 795	4	.	0	0	0	0	0	0	0
BLA-154486	Lewmar Anchor Winch Switch in Dash	1	Lewmar Anchor Winch Switch	154486	76.99199999999999	110	Install Dash Mount Anchor Winch Switch	2.5	5	0
BLA-154486	Lewmar Anchor Winch Switch in Dash	2	.	0	0	0	0	0	0	0
BLA-154486	Lewmar Anchor Winch Switch in Dash	3	.	0	0	0	0	0	0	0
BLA-154486	Lewmar Anchor Winch Switch in Dash	4	.	0	0	0	0	0	0	0
BLA-154544KIT01	Lewmar AA150 Chain Counter in Dash w 10mtr Sensor Cable (Jeanneau Installations)	1	Lewmar Chain Counter - AA150	154544	604.02	860	Install Dash Mount Anchor Winch Switch	2.5	5	0
BLA-154544KIT01	Lewmar AA150 Chain Counter in Dash w 10mtr Sensor Cable (Jeanneau Installations)	2	Lewmar AA Sensor Cable - 10 mtr	SP15156265	112.272	160	Labour Estimated - (0.5)	0.5	5	0
BLA-154544KIT01	Lewmar AA150 Chain Counter in Dash w 10mtr Sensor Cable (Jeanneau Installations)	3	Additional Installation Allowance (2.5hrs)	LABOUR-ALLOW-2.5Hrs	0	0	Labour Estimated - (2.5)	2.5	12.5	0
BLA-154544KIT01	Lewmar AA150 Chain Counter in Dash w 10mtr Sensor Cable (Jeanneau Installations)	4	.	0	0	0	0	0	0	0
GAS-113122MF1095	Gas Detector Kit c/w Gas Sensor, LPG Shut Off Valve and Gas Compliance (Large Boats)	1	Gas Detector - BEP c/w LPG Shut Off	113122	535.392	769	Install Gas Detector	2	20	0
GAS-113122MF1095	Gas Detector Kit c/w Gas Sensor, LPG Shut Off Valve and Gas Compliance (Large Boats)	2	Gas Sensor - BEP w 5mtr Lead	113130	131.364	189	Labour Estimated - (1.5)	1.5	10	0
GAS-113122MF1095	Gas Detector Kit c/w Gas Sensor, LPG Shut Off Valve and Gas Compliance (Large Boats)	3	Gas Shut Off Valve - 12v Goyan	113137	316.008	449	Labour Estimated - (1.5)	1.5	10	0
GAS-113122MF1095	Gas Detector Kit c/w Gas Sensor, LPG Shut Off Valve and Gas Compliance (Large Boats)	4	Gas Compliance Fee	Gas Compliance	315	519	Sublet Operation	0	0	0
GEN-ENGFLUKIT	Engine Flush Kit t/s Merry Fisher Well (Twin Motor Installations)	1	Deckwash Outlet w Shut Off	23871	60.79199999999999	89	Labour Estimated - (0.75)	0.75	7.5	0
GEN-ENGFLUKIT	Engine Flush Kit t/s Merry Fisher Well (Twin Motor Installations)	2	Deckwash Outlet w Shut Off	23871	60.79199999999999	89	Labour Estimated - (0.75)	0.75	7.5	0
GEN-ENGFLUKIT	Engine Flush Kit t/s Merry Fisher Well (Twin Motor Installations)	3	Hose Tail Male - 3/8 x 3/8 Nylon (Qty 2)	N21-010 (Qty 2)	5.65136	8	Labour Estimated - (0.05)	0.05	0	0
GEN-ENGFLUKIT	Engine Flush Kit t/s Merry Fisher Well (Twin Motor Installations)	4	Elbow 90deg M/F - 1/2 Nylon	N10-015	3.86672	5	Labour Estimated - (0.05)	0.05	0	0
GEN-ENGFLUKIT	Engine Flush Kit t/s Merry Fisher Well (Twin Motor Installations)	5	Elbow 90deg M/F - 1/2 Nylon	N10-015	3.86672	5	Labour Estimated - (0.05)	0.05	0	0
GEN-ENGFLUKIT	Engine Flush Kit t/s Merry Fisher Well (Twin Motor Installations)	6	Reducing Bush - 1/2 x 3/8 Nylon	N05-1510	2.25784	3	Labour Estimated - (0.05)	0.05	0	0
GEN-ENGFLUKIT	Engine Flush Kit t/s Merry Fisher Well (Twin Motor Installations)	7	Reducing Bush - 1/2 x 3/8 Nylon	N05-1510	2.25784	3	Labour Estimated - (0.05)	0.05	0	0
GEN-ENGFLUKIT	Engine Flush Kit t/s Merry Fisher Well (Twin Motor Installations)	8	Hose Tail Male - 1/2 x 3/4 Nylon	N21-1520	6.841119999999999	9	Labour Estimated - (0.05)	0.05	0	0
GEN-ENGFLUKIT	Engine Flush Kit t/s Merry Fisher Well (Twin Motor Installations)	9	Hose Tail Male - 1/2 x 3/4 Nylon	N21-1520	6.841119999999999	9	Labour Estimated - (0.05)	0.05	0	0
GEN-ENGFLUKIT	Engine Flush Kit t/s Merry Fisher Well (Twin Motor Installations)	10	Tap Nut Adaptor	789547	8.1796	11	Labour Estimated - (0.05)	0.05	0	0
GEN-ENGFLUKIT	Engine Flush Kit t/s Merry Fisher Well (Twin Motor Installations)	11	Tap Nut Adaptor	789547	8.1796	11	Labour Estimated - (0.05)	0.05	0	0
GEN-ENGFLUKIT	Engine Flush Kit t/s Merry Fisher Well (Twin Motor Installations)	12	Sundry - Hose Required (Estimated Cost - $50.00)	SUNDRY-HOSE-$50	37	50	Labour Estimated - (0.5)	0.5	5	0
GEN-ENGFLUKIT	Engine Flush Kit t/s Merry Fisher Well (Twin Motor Installations)	13	.	0	0	0	0	0	0	0
GEN-ENGFLUKIT	Engine Flush Kit t/s Merry Fisher Well (Twin Motor Installations)	14	.	0	0	0	0	0	0	0
VET-NSF25MF895	Vetus - No Smell Odour Filter (MF895 / MF1095)	1	Vetus - No Smell Odour Filter (25mm ID)	NSF25	150	199	Labour Estimated - (1.5)	1.5	10	0
VET-NSF25MF895	Vetus - No Smell Odour Filter (MF895 / MF1095)	2	Hose Clamp, Mako S/S - 25 to 40mm	MSC25-40	3	5	Labour Estimated - (0.05)	0.05	0	0
VET-NSF25MF895	Vetus - No Smell Odour Filter (MF895 / MF1095)	3	Hose Clamp, Mako S/S - 25 to 40mm	MSC25-40	3	5	Labour Estimated - (0.05)	0.05	0	0
VET-NSF25MF895	Vetus - No Smell Odour Filter (MF895 / MF1095)	4	Hose, Toilet - 25mm 1" / Mtr	WSH025	10.3675	15.95	Labour Estimated - (0.10)	0.1	1	0
JEA-DWSYS	Deck Wash System t/s Merry Fishers	1	Deckwash Kit, Jabsco - 12v 4GPM 60PSI	J20-262	351.486	559	Labour Estimated - (3.0)	3	12.5	0
JEA-DWSYS	Deck Wash System t/s Merry Fishers	2	Deckwash Connect, S/S - Straight	J27-120	153.456	249	Labour Estimated - (0.75)	0.75	7.5	0
JEA-DWSYS	Deck Wash System t/s Merry Fishers	3	Hose Clamp S/S - 13 to 26mm (Qty 4)	764006 (Qty 4)	8.47824	36	Labour Estimated - (0.05)	0.05	0	0
JEA-DWSYS	Deck Wash System t/s Merry Fishers	4	Hose, PVC T.P.R Food Grade - 19mm / Mtr	CPH-019	4.446	10.5	Labour Estimated - (0.10)	0.1	1	0
JEA-DWSYS	Deck Wash System t/s Merry Fishers	5	Hose, PVC T.P.R Food Grade - 19mm / Mtr	CPH-019	4.446	10.5	Labour Estimated - (0.10)	0.1	1	0
JEA-DWSYS	Deck Wash System t/s Merry Fishers	6	Ball Valve, S/S - 3/4"	V2S-020	30.42	39	Labour Estimated - (0.10)	0.1	1	0
JEA-DWSYS	Deck Wash System t/s Merry Fishers	7	BSW Male Hose Tail, S/S - 3/4"	S21-020	8.58	11	Labour Estimated - (0.10)	0.1	1	0
JEA-DWSYS	Deck Wash System t/s Merry Fishers	8	Skin Fitting, S/S - 3/4"	S22-020	27.3	35	Labour Estimated - (0.25)	0.25	2.5	0
JEA-DWSYS	Deck Wash System t/s Merry Fishers	9	BSW Elbow M/F, S/S - 3/4"	S10-020	8.58	11	Labour Estimated - (0.10)	0.1	1	0
JEA-DWSYS	Deck Wash System t/s Merry Fishers	10	BSW Elbow M/F, S/S - 1/2"	S10-015	7.8	10	Labour Estimated - (0.10)	0.1	1	0
JEA-DWSYS	Deck Wash System t/s Merry Fishers	11	BSW Male Hose Tail, S/S - 1/2" to 3/4"	S21-1520	8.58	11	Labour Estimated - (0.10)	0.1	1	0
JEA-DWSYS	Deck Wash System t/s Merry Fishers	12	.	0	0	0	0	0	0	0
JEA-DWSYS	Deck Wash System t/s Merry Fishers	13	Electrical Sundries Required (Estimated Cost - $40.00)	SUNDRY-ELEC-$40	31	40	Electrical / Cable Installation Labour - (1.0)	1	0	0
JEA-DWSYS	Deck Wash System t/s Merry Fishers	14	Additional Installation Allowance (1.5hrs)	LABOUR-ALLOW-1.5Hrs	0	0	Labour Estimated - (1.5)	1.5	10	0
AUSJ-WH10L	Hot Water System - 10ltr 12v/240v Duoetto MK2 Digital Water Heater + Plumbing	1	Water Heater - 10ltr 12v/240V	WH10L	348.634	479	Labour Estimated - (6.0)	6	15	0
AUSJ-WH10L	Hot Water System - 10ltr 12v/240v Duoetto MK2 Digital Water Heater + Plumbing	2	Fuse Holder - Modular Style	I-LMI-F-M	10	15	Labour Estimated - (0.05)	0.05	0	0
AUSJ-WH10L	Hot Water System - 10ltr 12v/240v Duoetto MK2 Digital Water Heater + Plumbing	3	Power Stud, Insulated - 8mm Black	113449	16.416	28	Installation Only - Fit Battery Terminals	0.25	0	0
AUSJ-WH10L	Hot Water System - 10ltr 12v/240v Duoetto MK2 Digital Water Heater + Plumbing	4	Hose Clamp S/S - 13 to 26mm (Qty 16)	764006 (Qty 16)	33.91296	144	Labour Estimated - (0.05)	0.05	0	0
AUSJ-WH10L	Hot Water System - 10ltr 12v/240v Duoetto MK2 Digital Water Heater + Plumbing	5	Water System Plumbing Required (Estimated Cost - $80.00)	Sublet-WATERSYS-$80	63	80	Labour Estimated - (0.5)	0.5	5	0
AUSJ-WH10L	Hot Water System - 10ltr 12v/240v Duoetto MK2 Digital Water Heater + Plumbing	6	Electrical Sundries Required (Estimated Cost - $40.00)	SUNDRY-ELEC-$40	31	40	Electrical / Cable Installation Labour - (1.0)	1	0	0
AUSJ-WH10L	Hot Water System - 10ltr 12v/240v Duoetto MK2 Digital Water Heater + Plumbing	7	Shower Case - Hot/Cold Mixer	51070	262.5490909090908	389	Labour Estimated - (1.0)	1	10	0
JEA-MF895TR	MF895 Tender Rack with Outboard Mount	1	Sublet - MF895 Tender Rack with Outboard Mount	Sublet-JEA-TROM	3680	4660	Labour Estimated - (6.0)	6	15	0
ANTI-MF695	Antifoul MF695 inc Marina, Hardstand Fees & Logistics	1	Antifoul - MF695 inc Hardstand & Marina Fees	Sublet - Antifoul MF695	4620	7680	Antifouling Logistics	8	50	0
ANTI-MF795	Antifoul MF795 inc Marina, Hardstand Fees & Logistics	1	Antifoul - MF795 inc Hardstand & Marina Fees	Sublet - Antifoul MF795	4840	8040	Antifouling Logistics	8	50	0
ANTI-MF895	Antifoul MF895 inc Marina, Hardstand Fees & Logistics	1	Antifoul - MF895 inc Hardstand & Marina Fees	Sublet - Antifoul MF895	5225	8640	Antifouling Logistics	8	50	0
ANTI-MF1095	Antifoul MF1095 inc Marina, Hardstand Fees & Logistics	1	Antifoul - MF1095 inc Hardstand & Marina Fees	Sublet - Antifoul MF1095	6160	10200	Antifouling Logistics	8	50	0
ANTI-MF1295	Antifoul MF1295 inc Marina, Hardstand Fees & Logistics	1	Antifoul - MF1295 inc Hardstand & Marina Fees	Sublet - Antifoul MF1295	7700	12720	Antifouling Logistics	8	50	0
BARR-MF695	Barrier Coat Hull - MF695 inc Marina, Hardstand Fees & Logistics	1	Barrier Coat Hull - MF695 inc Hardstand & Marina Fees	Sublet - Barrier Coat MF695	3630	6000	Antifouling Logistics	8	50	0
BARR-MF795	Barrier Coat Hull - MF795 inc Marina, Hardstand Fees & Logistics	1	Barrier Coat Hull - MF795 inc Hardstand & Marina Fees	Sublet - Barrier Coat MF795	3740	6240	Antifouling Logistics	8	50	0
BARR-MF895	Barrier Coat Hull - MF895 inc Marina, Hardstand Fees & Logistics	1	Barrier Coat Hull - MF895 inc Hardstand & Marina Fees	Sublet - Barrier Coat MF895	4290	7080	Antifouling Logistics	8	50	0
BARR-MF1095	Barrier Coat Hull - MF1095 inc Marina, Hardstand Fees & Logistics	1	Barrier Coat Hull - MF1095 inc Hardstand & Marina Fees	Sublet - Barrier Coat MF1095	4730.000000000001	7920	Antifouling Logistics	8	50	0
JEA-REARDOORHNG	Jeanneau - Hinge Factory Rear Door	1	Additional Installation Allowance (0.5hr)	LABOUR-ALLOW-0.5Hr	0	0	Labour Estimated - (0.5)	0.5	5	0
JEA-REARDOORHNG	Jeanneau - Hinge Factory Rear Door	2	Non Skid Tape - 50mm White / Mtr	30118M	10.56	18	Labour Estimated - (0.10)	0.1	1	0
JEA-REARDOORHNG	Jeanneau - Hinge Factory Rear Door	3	Shockcord - 6mm Black / Mtr	46105M	0.876	3	Labour Estimated - (0.10)	0.1	1	0
JEA-REARDOORHNG	Jeanneau - Hinge Factory Rear Door	4	Shock Cord Button, Nylon - White	195204	0.384	1	Labour Estimated - (0.10)	0.1	1	0
JEA-REARDOORHNG	Jeanneau - Hinge Factory Rear Door	5	2 x 580062 - Rope Swage, Copper	2 x 580062	1.224	4	Labour Estimated - (0.10)	0.1	1	0
JEA-REARDOORHNG	Jeanneau - Hinge Factory Rear Door	6	Hinge, Pressed S/S - 76x41mm (Pair)	193556	15.516	24	Labour Estimated - (0.10)	0.1	1	0
SUB-ARK28731	MF Duckboard Rail Work w Corner Baitboard t/s MF605, 695 & 795	1	MF Duckboard Rail Work w Corner Baitboard t/s MF605, 695 & 795	Sublet	1725	2372	Labour Estimated - (1.0)	1	10	0
SUB-ARK28647	MF Hardtop Rocket Launcher & Railwork for Portside Rear Platform, Gas Bottle & Aux Bracket & Baitboard Bracing Provision (excludes Baitboard) t/s MF605, 695 & 795	1	MF Hardtop Rocket Launcher & Railwork for Portside Rear Platform, Gas Bottle & Aux Bracket & Baitboard Bracing Provision (excludes Baitboard) t/s MF605, 695 & 795	Sublet	4427.5	6088	Labour Estimated - (1.0)	1	10	0
SUB-ARK0010	MF Fishing Pack Upg (HT Rocket Launcher + Transom Station w Baitboard)	1	MF Fishing Pack Upg (HT Rocket Launcher + Transom Station w Baitboard)	Sublet	4887.5	6721	Labour Estimated - (1.0)	1	10	0
6XS-CL51L-00-06	DEC Rigging Kit | 6x9 Flush Side Mnt | CL5 Gauge Kit | 64D Sng Key Switch | 16 Pin 6.1m Harness | Fuel Filter	1	6X9 DEC  Flush Side Mount Control Box	6X9-48206-21	1632.80675	2704	Labour Estimated - (2.0)	2	10	0
6XS-CL51L-00-06	DEC Rigging Kit | 6x9 Flush Side Mnt | CL5 Gauge Kit | 64D Sng Key Switch | 16 Pin 6.1m Harness | Fuel Filter	2	CL5 Touchscreen LCD DEC Gauge Kit	6YM-762G0-70	1259.4915	1841	Labour Estimated - (1.5)	1.5	10	0
6XS-CL51L-00-06	DEC Rigging Kit | 6x9 Flush Side Mnt | CL5 Gauge Kit | 64D Sng Key Switch | 16 Pin 6.1m Harness | Fuel Filter	3	64D Main Switch (Suits 6X7 /6X9 & 6X3 RH Side Mount Control Box's )	64D-82570-23	90.1065	152	Labour Estimated - (0.75)	0.75	7.5	0
6XS-CL51L-00-06	DEC Rigging Kit | 6x9 Flush Side Mnt | CL5 Gauge Kit | 64D Sng Key Switch | 16 Pin 6.1m Harness | Fuel Filter	4	Main Harness (16P)  6.10M (20')	6X6-8258A-01	208.49625	352	Labour Estimated - (0.75)	0.75	7.5	0
6XS-CL51L-00-06	DEC Rigging Kit | 6x9 Flush Side Mnt | CL5 Gauge Kit | 64D Sng Key Switch | 16 Pin 6.1m Harness | Fuel Filter	6	Yamaha Large Fuel Filter - Up to 350HP (8 & 10mm Inlets)	90798-1M744	107.199	195	Installation Only - Fuel Filter	0.5	5	0
6XS-CL51L-00-06	DEC Rigging Kit | 6x9 Flush Side Mnt | CL5 Gauge Kit | 64D Sng Key Switch | 16 Pin 6.1m Harness | Fuel Filter	7	Fuel Line - 8mm (2mtr)	90790-77001M (Qty 2)	12.51374137931034	20	Labour Estimated - (0.25)	0.25	2.5	0
6XS-CL51L-00-06	DEC Rigging Kit | 6x9 Flush Side Mnt | CL5 Gauge Kit | 64D Sng Key Switch | 16 Pin 6.1m Harness | Fuel Filter	8	Hose Clamp S/S - 13 to 26mm (Qty 4)	764006 (Qty 4)	8.47824	36	Labour Estimated - (0.05)	0.05	0	0
6XS-CL51L-00-06	DEC Rigging Kit | 6x9 Flush Side Mnt | CL5 Gauge Kit | 64D Sng Key Switch | 16 Pin 6.1m Harness | Fuel Filter	10	Rigging Flange, Transom - Black	192516	43.488	58	Labour Estimated - (0.25)	0.25	2.5	0
6XS-CL51L-00-06	DEC Rigging Kit | 6x9 Flush Side Mnt | CL5 Gauge Kit | 64D Sng Key Switch | 16 Pin 6.1m Harness | Fuel Filter	11	Rigging Hose - Black (1 x Mtr)	192524HALFM (Qty 2)	47	79	Labour Estimated - (0.10)	0.1	1	0
6XS-CL51L-00-07	DEC Rigging Kit | 6x9 Flush Side Mnt | CL5 Gauge Kit | 64D Sng Key Switch | 16 Pin 7.0m Harness | Fuel Filter	1	6X9 DEC  Flush Side Mount Control Box	6X9-48206-21	1632.80675	2704	Labour Estimated - (2.0)	2	10	0
6XS-CL51L-00-07	DEC Rigging Kit | 6x9 Flush Side Mnt | CL5 Gauge Kit | 64D Sng Key Switch | 16 Pin 7.0m Harness | Fuel Filter	2	CL5 Touchscreen LCD DEC Gauge Kit	6YM-762G0-70	1259.4915	1841	Labour Estimated - (1.5)	1.5	10	0
6XS-CL51L-00-07	DEC Rigging Kit | 6x9 Flush Side Mnt | CL5 Gauge Kit | 64D Sng Key Switch | 16 Pin 7.0m Harness | Fuel Filter	3	64D Main Switch (Suits 6X7 /6X9 & 6X3 RH Side Mount Control Box's )	64D-82570-23	90.1065	152	Labour Estimated - (0.75)	0.75	7.5	0
6XS-CL51L-00-07	DEC Rigging Kit | 6x9 Flush Side Mnt | CL5 Gauge Kit | 64D Sng Key Switch | 16 Pin 7.0m Harness | Fuel Filter	4	Main Harness (16P)  7.00M (23')	6X6-8258A-11	229.104	386	Labour Estimated - (0.75)	0.75	7.5	0
6XS-CL51L-00-07	DEC Rigging Kit | 6x9 Flush Side Mnt | CL5 Gauge Kit | 64D Sng Key Switch | 16 Pin 7.0m Harness | Fuel Filter	6	Yamaha Large Fuel Filter - Up to 350HP (8 & 10mm Inlets)	90798-1M744	107.199	195	Installation Only - Fuel Filter	0.5	5	0
6XS-CL51L-00-07	DEC Rigging Kit | 6x9 Flush Side Mnt | CL5 Gauge Kit | 64D Sng Key Switch | 16 Pin 7.0m Harness | Fuel Filter	7	Fuel Line - 8mm (2mtr)	90790-77001M (Qty 2)	12.51374137931034	20	Labour Estimated - (0.25)	0.25	2.5	0
6XS-CL51L-00-07	DEC Rigging Kit | 6x9 Flush Side Mnt | CL5 Gauge Kit | 64D Sng Key Switch | 16 Pin 7.0m Harness | Fuel Filter	8	Hose Clamp S/S - 13 to 26mm (Qty 4)	764006 (Qty 4)	8.47824	36	Labour Estimated - (0.05)	0.05	0	0
6XS-CL51L-00-07	DEC Rigging Kit | 6x9 Flush Side Mnt | CL5 Gauge Kit | 64D Sng Key Switch | 16 Pin 7.0m Harness | Fuel Filter	10	Rigging Flange, Transom - Black	192516	43.488	58	Labour Estimated - (0.25)	0.25	2.5	0
6XS-CL51L-00-07	DEC Rigging Kit | 6x9 Flush Side Mnt | CL5 Gauge Kit | 64D Sng Key Switch | 16 Pin 7.0m Harness | Fuel Filter	11	Rigging Hose - Black (1 x Mtr)	192524HALFM (Qty 2)	47	79	Labour Estimated - (0.10)	0.1	1	0
6XS-CL51L-00-08	DEC Rigging Kit | 6x9 Flush Side Mnt | CL5 Gauge Kit | 64D Sng Key Switch | 16 Pin 8.0m Harness | Fuel Filter	1	6X9 DEC  Flush Side Mount Control Box	6X9-48206-21	1632.80675	2704	Labour Estimated - (2.0)	2	10	0
