		Parts & Accessories Module	Supplier	Code	Supplier Description	P&A	MU	CTD	MU	GP	Sell	Base List	Install Type	TTF (Hours)	Labour ($)	Parts CTD	Sundry CTD	Total CTD	MU	GP	Parts	Sundry	Labour	Sell inc Install (if appl.)		Operation Code	Operation Description																															
		HDS-12 LIVE - No Transducer (AUS/NZ)	NAVICO	000-14907-001	HDS-12 LIVE - No Transducer (AUS/NZ)	2990	0.1	3289	0.13297769424251626	437.36363636363603	4099	3726.363636363636	Head Unit Installation - Flush Mount	2.5	325.22727272727263	3289	10	3624.2272727272725	0.13127563242321252	475.7727272727275	4099	14	397.5	4510		DFO-LOW-14907-001	HDS-12 LIVE - No Transducer (AUS/NZ)																															
		HDS-16 LIVE - No Transducer (AUS/NZ)	NAVICO	000-14909-001	HDS-16 LIVE - No Transducer (AUS/NZ)	4068	0.1	4475	0.11711528694768916	524.090909090909	5499	4999.090909090909	Head Unit Installation - Flush Mount	2.5	325.22727272727263	4475	10	4810.227272727273	0.11693834160170073	562.4999999999991	5499	14	397.5	5910		DFO-LOW-14909-001	HDS-16 LIVE - No Transducer (AUS/NZ)																															
		ELITE FS 7 w Sonci HDI M/H 455/800 Transducer (AUS/NZ)	NAVICO	000-15699-001	ELITE FS 7 w Sonci HDI M/H 455/800 Transducer (AUS/NZ)	1008	0.1	1109	0.14681531273055162	162.81818181818176	1399	1271.8181818181818	Sounder Installation - Flush Mount + Transom Mnt Transducer	3.5	455.31818181818176	1109	20	1584.3181818181818	0.13728302969444844	217.5	1399	27	556.5	1982		DFO-LOW-15699-001	ELITE FS 7 w Sonci HDI M/H 455/800 Transducer (AUS/NZ)																															
		ELITE FS 7 w Active Imaging 3-in-1 Transducer (AUS/NZ)	NAVICO	000-15691-001	ELITE FS 7 w Active Imaging 3-in-1 Transducer (AUS/NZ)	1147	0.1	1262	0.1518513182538538	191.6363636363635	1599	1453.6363636363635	Sounder Installation - Flush Mount + Transom Mnt Transducer	3.5	455.31818181818176	1262	20	1737.3181818181818	0.14178069647575936	246.31818181818176	1599	27	556.5	2182		DFO-LOW-15691-001	ELITE FS 7 w Active Imaging 3-in-1 Transducer (AUS/NZ)																															
		ELITE FS 9 w Active Imaging 3-in-1 Transducer  (AUS/NZ)	NAVICO	000-15695-001	ELITE FS 9 w Active Imaging 3-in-1 Transducer  (AUS/NZ)	1391	0.1	1531	0.12760524909447177	195.36363636363626	1899	1726.3636363636363	Sounder Installation - Flush Mount + Transom Mnt Transducer	3.5	455.31818181818176	1531	20	2006.3181818181818	0.12462901289109392	250.04545454545428	1899	27	556.5	2482		DFO-LOW-15695-001	ELITE FS 9 w Active Imaging 3-in-1 Transducer  (AUS/NZ)																															
		Lowrance - ELITE FS 7 (Head Unit Only)	NAVICO	000-15705-001	Lowrance - ELITE FS 7 (Head Unit Only)	939	0.1	1033	0.14318401830502495	147.90909090909076	1299	1180.9090909090908	Head Unit Installation - Gimball Mount	2	260.18181818181813	1033	10	1303.181818181818	0.1377746773630973	179.5454545454545	1299	14	318	1631		DFO-LOW-15705-001	Lowrance - ELITE FS 7 (Head Unit Only)																															
		Lowrance - Hook Reveal 5x SplitShot	NAVICO	000-15503-001	Lowrance - Hook Reveal 5x SplitShot	348	0.1	383	0.18442914787562303	70.63636363636363	499	453.6363636363636	Sounder Installation - Gimbal Mount + Transom Mnt Transducer	3	390.2727272727272	383	15	788.2727272727273	0.14865644101026404	117.18181818181813	499	20	477	996		DFO-LOW-15503-001	Lowrance - Hook Reveal 5x SplitShot																															
		Lowrance - Hook Reveal 5 SplitShot Sounder	NAVICO	000-15505-001	Lowrance - Hook Reveal 5 SplitShot Sounder	425	0.1	468	0.16355866355866347	76.5454545454545	599	544.5454545454545	Sounder Installation - Gimbal Mount + Transom Mnt Transducer	3	390.2727272727272	468	15	873.2727272727273	0.14095357068498846	123.09090909090901	599	20	477	1096		DFO-LOW-15505-001	Lowrance - Hook Reveal 5 SplitShot Sounder																															
		Lowrance - Hook Reveal 7x SplitShot	NAVICO	000-15514-001	Lowrance - Hook Reveal 7x SplitShot	501	0.1	552	0.15118577075098802	83.45454545454538	699	635.4545454545454	Sounder Installation - Gimbal Mount + Transom Mnt Transducer	3	390.2727272727272	552	15	957.2727272727273	0.13580246913580246	130	699	20	477	1196		DFO-LOW-15514-001	Lowrance - Hook Reveal 7x SplitShot																															
		Lowrance - Hook Reveal 7 SplitShot	NAVICO	000-15519-001	Lowrance - Hook Reveal 7 SplitShot	619	0.1	681	0.20010679482045118	136.27272727272725	899	817.2727272727273	Sounder Installation - Gimbal Mount + Transom Mnt Transducer	3	390.2727272727272	681	15	1086.2727272727273	0.1682986023935057	182.81818181818176	899	20	477	1396		DFO-LOW-15519-001	Lowrance - Hook Reveal 7 SplitShot																															
		Lowrance - Hook Reveal 7 TripleShot	NAVICO	000-15521-001	Lowrance - Hook Reveal 7 TripleShot	655	0.1	721	0.13352666750725	96.27272727272725	899	817.2727272727273	Sounder Installation - Gimbal Mount + Transom Mnt Transducer	3	390.2727272727272	721	15	1126.2727272727273	0.12680603761401238	142.81818181818176	899	20	477	1396		DFO-LOW-15521-001	Lowrance - Hook Reveal 7 TripleShot																															
		Lowrance - Hook Reveal 9 TripleShot	NAVICO	000-15532-001	Lowrance - Hook Reveal 9 TripleShot	764	0.1	841	0.18797967787266232	158.090909090909	1099	999.090909090909	Sounder Installation - Gimbal Mount + Transom Mnt Transducer	3	390.2727272727272	841	15	1246.2727272727273	0.16419870158290165	204.6363636363635	1099	20	477	1596		DFO-LOW-15532-001	Lowrance - Hook Reveal 9 TripleShot																															
		HOOK2-4x (Gimbal Mounted w Bullet Skimmer)	NAVICO	000-14013-001	HOOK2-4x (Gimbal Mounted w Bullet Skimmer)	119	0.1	131	0.38098542678695346	49.90909090909091	199	180.9090909090909	Sounder Installation - Gimbal Mount + Transom Mnt Transducer	3	390.2727272727272	131	15	536.2727272727273	0.1798609933887098	96.45454545454538	199	20	477	696		DFO-LOW-14013-001	HOOK2-4x (Gimbal Mounted w Bullet Skimmer)																															
		HOOK2-4x GPS (Gimbal Mounted w Bullet Skimmer)	NAVICO	000-14015-001	HOOK2-4x GPS (Gimbal Mounted w Bullet Skimmer)	153	0.1	169	0.6083916083916083	102.81818181818181	299	271.8181818181818	Sounder Installation - Gimbal Mount + Transom Mnt Transducer	3	390.2727272727272	169	15	574.2727272727273	0.2600918157353174	149.36363636363637	299	20	477	796		DFO-LOW-14015-001	HOOK2-4x GPS (Gimbal Mounted w Bullet Skimmer)																															
		Outboard Pilot Cable Steer Pack (incl. Point 1 + Helm Drive + NAC1)	NAVICO	000-11749-001	Outboard Pilot Cable Steer Pack (incl. Point 1 + Helm Drive + NAC1)	1490	0.1	1639	0.10876920516944907	178.27272727272702	1999	1817.272727272727	Labour Estimated - (2.0)	2	260.18181818181813	1639	10	1909.181818181818	0.10994714537402986	209.909090909091	1999	14	318	2331			Outboard Pilot Cable Steer Pack (incl. Point 1 + Helm Drive + NAC1)																															
		Drive Pilot Hydraulic Pack (incl. RC42N + 0.8L Pump + NAC1)	NAVICO	000-11749-001	Drive Pilot Hydraulic Pack (incl. RC42N + 0.8L Pump + NAC1)	1490	0.1	1639	0.10876920516944907	178.27272727272702	1999	1817.272727272727	Labour Estimated - (2.0)	2	260.18181818181813	1639	10	1909.181818181818	0.10994714537402986	209.909090909091	1999	14	318	2331			Drive Pilot Hydraulic Pack (incl. RC42N + 0.8L Pump + NAC1)																															
		Lowrance Precision 9 Compass	NAVICO	000-12607-001	Lowrance Precision 9 Compass	695	0.1	765	0.18716577540106946	143.18181818181813	999	908.1818181818181	Head Unit Installation - Gimball Mount	2	260.18181818181813	765	10	1035.181818181818	0.16887678932115588	174.81818181818198	999	14	318	1331			Lowrance Precision 9 Compass																															
		Lowrance Point- 1 External GPS Antenna	NAVICO	000-11047-002	Lowrance Point- 1 External GPS Antenna	259	0.1	285	0.11642743221690571	33.18181818181813	350	318.18181818181813	GPS Aerial Installation - External Mount	1.5	195.1363636363636	285	5	485.1363636363636	0.11496299072425743	55.77272727272725	350	7	238.5	595			Lowrance Point- 1 External GPS Antenna																															
		Hook 3 Sun Cover	NAVICO	000-10495-001	Hook 3 Sun Cover	20	0.1	22	0.23966942148760317	5.27272727272727	30	27.27272727272727	Supply Only - Installation Not Required	0	0	22	0	22	0.23966942148760317	5.27272727272727	30	0	0	30			Hook 3 Sun Cover																															
		Hook 4 Sun Cover 	NAVICO	000-11307-001	Hook 4 Sun Cover 	24	0.1	27	0.34680134680134667	9.36363636363636	40	36.36363636363636	Supply Only - Installation Not Required	0	0	27	0	27	0.34680134680134667	9.36363636363636	40	0	0	40			Hook 4 Sun Cover 																															
		Hook 5 Sun Cover 	NAVICO	000-10050-001	Hook 5 Sun Cover 	24	0.1	27	0.34680134680134667	9.36363636363636	40	36.36363636363636	Supply Only - Installation Not Required	0	0	27	0	27	0.34680134680134667	9.36363636363636	40	0	0	40			Hook 5 Sun Cover 																															
		Hook 7 Sun Cover	NAVICO	000-11069-001	Hook 7 Sun Cover	24	0.1	27	0.34680134680134667	9.36363636363636	40	36.36363636363636	Supply Only - Installation Not Required	0	0	27	0	27	0.34680134680134667	9.36363636363636	40	0	0	40			Hook 7 Sun Cover																															
		Hook 9 Sun Cover	NAVICO	000-12240-001	Hook 9 Sun Cover	24	0.1	27	0.34680134680134667	9.36363636363636	40	36.36363636363636	Supply Only - Installation Not Required	0	0	27	0	27	0.34680134680134667	9.36363636363636	40	0	0	40			Hook 9 Sun Cover																															
		Active Imaging 3-IN-1 Transducer	NAVICO	000-14489-001	Active Imaging 3-IN-1 Transducer	520	0.1	572	-0.04799745708836625	-27.454545454545496	599	544.5454545454545	Transducer Installation - Transom Mount	1	130.09090909090907	572	5	707.090909090909	-0.01645667266649523	-11.636363636363626	599	7	159	765		DFO-LOW-14489-001	Active Imaging 3-IN-1 Transducer																															
		3D StructureScan Trans & Module	NAVICO	000-12395-001	3D StructureScan Trans & Module	1080	0.1	1188	0.18610345883073148	221.090909090909	1550	1409.090909090909	Transducer Installation - Transom Mount	1	130.09090909090907	1188	5	1323.090909090909	0.17905730383399743	236.90909090909076	1550	7	159	1716		DFO-LOW-12395-001	3D StructureScan Trans & Module																															
		StructureScan LSS-2 Trans	NAVICO	000-10802-001	StructureScan LSS-2 Trans	211	0.1	233	0.18220834959032378	42.45454545454544	303	275.45454545454544	Transducer Installation - Transom Mount	1	130.09090909090907	233	5	368.09090909090907	0.1583106939985181	58.27272727272725	303	7	159	469		DFO-LOW-10802-001	StructureScan LSS-2 Trans																															
		AIRMAR TM 165 TM TRANSDUCER	NAVICO	000-15482-001	AIRMAR TM 165 TM TRANSDUCER	617	0.1	679	0.11125987414647202	75.5454545454545	830	754.5454545454545	Transducer Installation - Transom Mount	1	130.09090909090907	679	5	814.090909090909	0.1122278056951424	91.36363636363637	830	7	159	996		DFO-LOW-15482-001	AIRMAR TM 165 TM TRANSDUCER																															
		STANDARD 83/200 Hz Transom Tdx	NAVICO	000-0106-72	STANDARD 83/200 Hz Transom Tdx	172	0.1	190	0.14832535885167453	28.18181818181816	240	218.18181818181816	Transducer Installation - Transom Mount	1	130.09090909090907	190	5	325.09090909090907	0.1353467561521253	44	240	7	159	406		DFO-LOW-0106-72	STANDARD 83/200 Hz Transom Tdx																															
		TotalScan Transducer Inc. Bracket 455/800	NAVICO	000-12568-001	TotalScan Transducer Inc. Bracket 455/800	239	0.1	263	0.1856204631870031	48.81818181818181	343	311.8181818181818	Transducer Installation - Transom Mount	1	130.09090909090907	263	5	398.09090909090907	0.1623658369490751	64.63636363636363	343	7	159	509		DFO-LOW-12568-001	TotalScan Transducer Inc. Bracket 455/800																															
		HDI 83/200/455/800Hz  Transom Tdx	NAVICO	000-10976-001	HDI 83/200/455/800Hz  Transom Tdx	123	0.1	136	0.17647058823529413	24	176	160	Transducer Installation - Transom Mount	1	130.09090909090907	136	5	271.09090909090907	0.14688128772635814	39.81818181818181	176	7	159	342		DFO-LOW-10976-001	HDI 83/200/455/800Hz  Transom Tdx																															
		HDI 50/200/455/800Hz  Transom Tdx	NAVICO	000-10977-001	HDI 50/200/455/800Hz  Transom Tdx	231	0.1	255	0.18360071301247768	46.81818181818181	332	301.8181818181818	Transducer Installation - Transom Mount	1	130.09090909090907	255	5	390.09090909090907	0.16056863202050803	62.636363636363626	332	7	159	498		DFO-LOW-10977-001	HDI 50/200/455/800Hz  Transom Tdx																															
		Airmar Xsonic Transducer - SS175L 12 Deg	NAVICO	000-13775-001	Airmar Xsonic Transducer - SS175L 12 Deg	1300	0.1	1430	0.46153846153846156	660	2299	2090	Transducer Installation - Thru Hull Mount	7	910.6363636363635	1430	10	2350.6363636363635	0.32497969602042004	763.909090909091	2299	14	1113	3426		DFO-LOW-13775-001	Airmar Xsonic Transducer - SS175L 12 Deg																															
		Airmar Xsonic Transducer - SS175M 20 Deg	NAVICO	000-13779-001	Airmar Xsonic Transducer - SS175M 20 Deg	1100	0.1	1210	0.4267468069120961	516.3636363636363	1899	1726.3636363636363	Transducer Installation - Thru Hull Mount	7	910.6363636363635	1210	10	2130.6363636363635	0.29112087724538116	620.272727272727	1899	14	1113	3026		DFO-LOW-13775-001	Airmar Xsonic Transducer - SS175M 20 Deg																															
		SonarHub Chrip Module for Lowrance	NAVICO	000-11142-001	SonarHub Chrip Module for Lowrance	700	0.1	770	0.10979929161747339	84.5454545454545	940	854.5454545454545	Head Unit Installation - Gimball Mount	2	260.18181818181813	770	10	1040.181818181818	0.11169375983219725	116.18181818181824	940	14	318	1272		DFO-LOW-11142-001	SonarHub Chrip Module for Lowrance																															
		Precision-9 Compass with Accessories	NAVICO	000-12607-001	Precision-9 Compass with Accessories	700	0.1	770	0.10979929161747339	84.5454545454545	940	854.5454545454545	Head Unit Installation - Gimball Mount	2	260.18181818181813	770	10	1040.181818181818	0.11169375983219725	116.18181818181824	940	14	318	1272		DFO-LOW-12607-001	Precision-9 Compass with Accessories																															
		NMEA Yamaha Engine to Backbone	NAVICO	000-0120-37	NMEA Yamaha Engine to Backbone	135	0.1	149	0.1592434411226357	23.72727272727272	190	172.72727272727272	Labour Estimated - (0.25)	0.25	32.522727272727266	149	2.5	184.02272727272725	0.15104359639372616	27.79545454545456	190	4	39.75	233		DFO-LOW-0120-37	NMEA Yamaha Engine to Backbone																															
		Lowrance VHF Radio - Link 9 AIS-RX	NAVICO	000-14472-001	Lowrance VHF Radio - Link 9 AIS-RX	515	0.1	567	0.12233445566778882	69.36363636363626	700	636.3636363636363	Head Unit Installation - Flush Mount	2.5	325.22727272727263	567	10	902.2272727272726	0.11945186155473826	107.77272727272725	700	14	397.5	1111		DFO-LOW-14472-001	Lowrance VHF Radio - Link 9 AIS-RX																															
		Autopilot + Joystick Add on Kit Single (Req. Additional Main Bus Wire and Pigtail Bus Wire)	YAM	6X9-762J0-08	Autopilot + Joystick Add on Kit Single (Req. Additional Main Bus Wire and Pigtail Bus Wire)	8051.48	0.075	8655.341	0.1353998331518915	1171.9317272727258	10810	9827.272727272726	Labour Estimated - (4.0)	4	520.3636363636363	8655.341	12.5	9188.204636363636	0.13416162387882058	1232.7044545454537	10810	17	636	11463		6X9-762J0-08	Autopilot + Joystick Add on Kit Single (Req. Additional Main Bus Wire and Pigtail Bus Wire)	7516.31																														
		Autopilot + Joystick Add on Kit Twin (Req. Additional Main Bus Wire and Pigtail Bus Wire)	YAM	6X9-762J0-18	Autopilot + Joystick Add on Kit Twin (Req. Additional Main Bus Wire and Pigtail Bus Wire)	12605.76	0.075	13551.192000000001	0.13508967932992014	1830.6261818181792	16920	15381.81818181818	Labour Estimated - (4.5)	4.5	585.4090909090908	13551.192000000001	12.5	14149.101090909091	0.1341549278761762	1898.1716363636351	16920	17	715.5	17652		6X9-762J0-18	Autopilot + Joystick Add on Kit Twin (Req. Additional Main Bus Wire and Pigtail Bus Wire)	11767.88																														
		Autopilot + Joystick Add on Kit Triple (Req. Additional Main Bus Wire and Pigtail Bus Wire)	YAM	6X9-762J0-28	Autopilot + Joystick Add on Kit Triple (Req. Additional Main Bus Wire and Pigtail Bus Wire)	17374.24	0.075	18677.308	0.13506721632475083	2522.691999999999	23320	21200	Labour Estimated - (5.0)	5	650.4545454545453	18677.308	15	19342.762545454545	0.13432137934532495	2598.1465454545432	23320	20	795	24135		6X9-762J0-28	Autopilot + Joystick Add on Kit Triple (Req. Additional Main Bus Wire and Pigtail Bus Wire)	16219.41																														
		Autopilot + Joystick Add on Kit Quad (Req. Additional Main Bus Wire and Pigtail Bus Wire)	YAM	6X9-762J0-38	Autopilot + Joystick Add on Kit Quad (Req. Additional Main Bus Wire and Pigtail Bus Wire)	21929.68	0.075	23574.406	0.13489796750532987	3180.139454545453	29430	26754.545454545452	Labour Estimated - (6.0)	6	780.5454545454544	23574.406	15	24369.951454545455	0.13418362985062968	3270.0485454545415	29430	20	954	30404		6X9-762J0-38	Autopilot + Joystick Add on Kit Quad (Req. Additional Main Bus Wire and Pigtail Bus Wire)	20472.06																														
		Autopilot + Joystick Add on Kit Single - Eng Prop Lights (Req. Main Bus Wire & Pigtail Bus Wire)	YAM	6X9-762J0-81	Autopilot + Joystick Add on Kit Single - Eng Prop Lights (Req. Main Bus Wire & Pigtail Bus Wire)	8051.48	0.075	8655.341	0.1353998331518915	1171.9317272727258	10810	9827.272727272726	Labour Estimated - (4.0)	4	520.3636363636363	8655.341	12.5	9188.204636363636	0.13416162387882058	1232.7044545454537	10810	17	636	11463		6X9-762J0-81	Autopilot + Joystick Add on Kit Single - Eng Prop Lights (Req. Main Bus Wire & Pigtail Bus Wire)	7516.31																														
		Autopilot + Joystick Add on Kit Twin - Eng Prop Lights (Req. Main Bus Wire & Pigtail Bus Wire)	YAM	6X9-762J0-91	Autopilot + Joystick Add on Kit Twin - Eng Prop Lights (Req. Main Bus Wire & Pigtail Bus Wire)	12605.76	0.075	13551.192000000001	0.13508967932992014	1830.6261818181792	16920	15381.81818181818	Labour Estimated - (4.5)	4.5	585.4090909090908	13551.192000000001	12.5	14149.101090909091	0.1341549278761762	1898.1716363636351	16920	17	715.5	17652		6X9-762J0-91	Autopilot + Joystick Add on Kit Twin - Eng Prop Lights (Req. Main Bus Wire & Pigtail Bus Wire)	11767.88																														
		Autopilot + Joystick Add on Kit Triple - Eng Prop Lights (Req. Main Bus Wire & Pigtail Bus Wire)	YAM	6X9-762J0-A1	Autopilot + Joystick Add on Kit Triple - Eng Prop Lights (Req. Main Bus Wire & Pigtail Bus Wire)	17374.24	0.075	18677.308	0.13506721632475083	2522.691999999999	23320	21200	Labour Estimated - (5.0)	5	650.4545454545453	18677.308	15	19342.762545454545	0.13432137934532495	2598.1465454545432	23320	20	795	24135		6X9-762J0-A1	Autopilot + Joystick Add on Kit Triple - Eng Prop Lights (Req. Main Bus Wire & Pigtail Bus Wire)	16219.41																														
		Autopilot + Joystick Add on Kit Quad - Eng Prop Lights (Req. Main Bus Wire & Pigtail Bus Wire)	YAM	6X9-762J0-B1	Autopilot + Joystick Add on Kit Quad - Eng Prop Lights (Req. Main Bus Wire & Pigtail Bus Wire)	21929.68	0.075	23574.406	0.13489796750532987	3180.139454545453	29430	26754.545454545452	Labour Estimated - (6.0)	6	780.5454545454544	23574.406	15	24369.951454545455	0.13418362985062968	3270.0485454545415	29430	20	954	30404		6X9-762J0-B1	Autopilot + Joystick Add on Kit Quad - Eng Prop Lights (Req. Main Bus Wire & Pigtail Bus Wire)	20472.06																														
		Joystick Add on Kit Single (Must already have HMEX Autopilot fitted)	YAM	6X9-762J0-42	Joystick Add on Kit Single (Must already have HMEX Autopilot fitted)	4763.81	0.075	5121.09575	0.11641590127908204	596.1769772727266	6289	5717.272727272727	Labour Estimated - (2.5)	2.5	325.22727272727263	5121.09575	12.5	5458.823022727273	0.11629124781406297	634.8133409090897	6289	17	397.5	6703		6X9-762J0-42	Joystick Add on Kit Single (Must already have HMEX Autopilot fitted)	4580.58																														
		Joystick Add on Kit Twin (Must already have HMEX Autopilot fitted)	YAM	6X9-762J0-54	Joystick Add on Kit Twin (Must already have HMEX Autopilot fitted)	9418.15	0.075	10124.51125	0.1162828409932559	1177.3069318181806	12432	11301.81818181818	Labour Estimated - (3.5)	3.5	455.31818181818176	10124.51125	12.5	10592.329431818182	0.11615932537116076	1230.3978409090905	12432	17	556.5	13005		6X9-762J0-54	Joystick Add on Kit Twin (Must already have HMEX Autopilot fitted)	9055.91																														
		Joystick Add on Kit Triple (Must already have HMEX Autopilot fitted)	YAM	6X9-762J0-64	Joystick Add on Kit Triple (Must already have HMEX Autopilot fitted)	14291.4	0.075	15363.255	0.11629989868683432	1786.7450000000008	18865	17150	Labour Estimated - (4.5)	4.5	585.4090909090908	15363.255	12.5	15961.16409090909	0.11617513885479021	1854.2904545454548	18865	17	715.5	19597		6X9-762J0-64	Joystick Add on Kit Triple (Must already have HMEX Autopilot fitted)	13609.6																														
		Joystick Add on Kit Quad (Must already have HMEX Autopilot fitted)	YAM	6X9-762J0-74	Joystick Add on Kit Quad (Must already have HMEX Autopilot fitted)	18946.93	0.075	20367.94975	0.11628140855775806	2368.4138863636363	25010	22736.363636363636	Labour Estimated - (5.0)	5	650.4545454545453	20367.94975	15	21033.404295454544	0.11618986624748692	2443.8684318181804	25010	20	795	25825		6X9-762J0-74	Joystick Add on Kit Quad (Must already have HMEX Autopilot fitted)	18218.2																														
		Joystick Add on Kit Single - Eng Prop Lights (Must already have HMEX Autopilot)	YAM	6X9-762J0-C0	Joystick Add on Kit Single - Eng Prop Lights (Must already have HMEX Autopilot)	4763.81	0.075	5121.09575	0.11641590127908204	596.1769772727266	6289	5717.272727272727	Labour Estimated - (2.5)	2.5	325.22727272727263	5121.09575	12.5	5458.823022727273	0.11629124781406297	634.8133409090897	6289	17	397.5	6703		6X9-762J0-C0	Joystick Add on Kit Single - Eng Prop Lights (Must already have HMEX Autopilot)	4580.58																														
		Joystick Add on Kit Twin - Eng Prop Lights (Must already have HMEX Autopilot)	YAM	6X9-762J0-D0	Joystick Add on Kit Twin - Eng Prop Lights (Must already have HMEX Autopilot)	9418.15	0.075	10124.51125	0.1162828409932559	1177.3069318181806	12432	11301.81818181818	Labour Estimated - (3.5)	3.5	455.31818181818176	10124.51125	12.5	10592.329431818182	0.11615932537116076	1230.3978409090905	12432	17	556.5	13005		6X9-762J0-D0	Joystick Add on Kit Twin - Eng Prop Lights (Must already have HMEX Autopilot)	9055.91																														
		Joystick Add on Kit Triple - Eng Prop Lights (Must already have HMEX Autopilot)	YAM	6X9-762J0-E0	Joystick Add on Kit Triple - Eng Prop Lights (Must already have HMEX Autopilot)	14291.4	0.075	15363.255	0.11629989868683432	1786.7450000000008	18865	17150	Labour Estimated - (4.5)	4.5	585.4090909090908	15363.255	12.5	15961.16409090909	0.11617513885479021	1854.2904545454548	18865	17	715.5	19597		6X9-762J0-E0	Joystick Add on Kit Triple - Eng Prop Lights (Must already have HMEX Autopilot)	13609.6																														
		Joystick Add on Kit Quad - Eng Prop Lights (Must already have HMEX Autopilot)	YAM	6X9-762J0-F0	Joystick Add on Kit Quad - Eng Prop Lights (Must already have HMEX Autopilot)	18946.93	0.075	20367.94975	0.11628140855775806	2368.4138863636363	25010	22736.363636363636	Labour Estimated - (5.0)	5	650.4545454545453	20367.94975	15	21033.404295454544	0.11618986624748692	2443.8684318181804	25010	20	795	25825		6X9-762J0-F0	Joystick Add on Kit Quad - Eng Prop Lights (Must already have HMEX Autopilot)	18218.2																														
		Prop Light Kit - Grey (Suits Offshore V6 Grey Engine)	YAM	6KA-762A0-00-8D	Prop Light Kit - Grey (Suits Offshore V6 Grey Engine)	259.42	0.075	278.8765	0.3039333311927093	84.7598636363636	400	363.6363636363636	Labour Estimated - (0.10)	0.1	13.009090909090908	278.8765	1	292.8855909090909	0.294331031834801	86.20531818181814	400	2	15.9	417		6KA-762A0-00-8D	Prop Light Kit - Grey (Suits Offshore V6 Grey Engine)	249.44																														
		Prop Light Kit - White (Suits Offshore V6 White Engine)	YAM	6KA-762A0-00-CE	Prop Light Kit - White (Suits Offshore V6 White Engine)	259.42	0.075	278.8765	0.3039333311927093	84.7598636363636	400	363.6363636363636	Labour Estimated - (0.10)	0.1	13.009090909090908	278.8765	1	292.8855909090909	0.294331031834801	86.20531818181814	400	2	15.9	417		6KA-762A0-00-CE	Prop Light Kit - White (Suits Offshore V6 White Engine)	249.44																														
		GX400W - 27MHz Fixed Mount Marine Radio - White	GME	GX400W	GX400W - 27MHz Fixed Mount Marine Radio - White	162.27	0.10000000000000002	178.497	0.16630429744935848	29.684818181818144	229	208.18181818181816	Head Unit Installation - Flush Mount	2.5	325.22727272727263	178.497	10	513.7242727272726	0.13254952647927354	68.09390909090916	229	14	397.5	640		DFO-GME-GX400W	GX400W - 27MHz Fixed Mount Marine Radio - White																															
		GX400B - 27MHz Fixed Mount Marine Radio - Black	GME	GX400B	GX400B - 27MHz Fixed Mount Marine Radio - Black	162.27	0.10000000000000002	178.497	0.16630429744935848	29.684818181818144	229	208.18181818181816	Head Unit Installation - Flush Mount	2.5	325.22727272727263	178.497	10	513.7242727272726	0.13254952647927354	68.09390909090916	229	14	397.5	640		DFO-GME-GX400B	GX400B - 27MHz Fixed Mount Marine Radio - Black																															
		AT4705B - Cellular 4705 Series Matched Antenna Black	GME	AT4705B	AT4705B - Cellular 4705 Series Matched Antenna Black	161.82	0.1000000000000001	178.002	0.7824110250038047	139.27072727272724	349	317.27272727272725	Radio Aerial Installation - Deck/Side Mount	0.9	117.08181818181816	178.002	5	300.0838181818182	0.5116988526236004	153.55254545454545	349	7	143.1	499		DFO-GME-AT4705B	AT4705B - Cellular 4705 Series Matched Antenna Black																															
		GME EPIRB - MT600 (Std EPIRB)	GME	MT600AUS	GME EPIRB - MT600 (Std EPIRB)	219	0.1	241	0.2033195020746888	49	319	290	EPIRB Installation	0.2	26.018181818181816	241	1	268.0181818181818	0.19394885014585178	51.9818181818182	319	2	31.8	352		DFO-GME-MT600AUS	GME EPIRB - MT600 (Std EPIRB)																															
		GME EPIRB - MT600G (GPS Version)	GME	MT600GAUS	GME EPIRB - MT600G (GPS Version)	269	0.10000000000000013	295.90000000000003	0.13367538173215748	39.554545454545405	369	335.45454545454544	EPIRB Installation	0.2	26.018181818181816	295.90000000000003	1	322.91818181818184	0.13172489513245675	42.5363636363636	369	2	31.8	402		DFO-GME-MT600G	GME EPIRB - MT600G (GPS Version)																															
		GME EPIRB - MT603G (Water Activation w GPS)	GME	MT603GAUS	GME EPIRB - MT603G (Water Activation w GPS)	436	0.10000000000000005	479.6	0.13541587686708606	64.94545454545448	599	544.5454545454545	EPIRB Installation	0.2	26.018181818181816	479.6	1	506.6181818181818	0.13407981625035878	67.92727272727268	599	2	31.8	632		DFO-GME-MT603GAUS	GME EPIRB - MT603G (Water Activation w GPS)																															
		GME EPIRB - MT603FG (Float Free w GPS Activation)	GME	MT603FGAUS	GME EPIRB - MT603FG (Float Free w GPS Activation)	631	0.10000000000000003	694.1	0.1381645296066847	95.89999999999986	869	789.9999999999999	EPIRB Installation	0.2	26.018181818181816	694.1	1	721.1181818181818	0.13712290256293871	98.88181818181806	869	2	31.8	902		DFO-GME-MT603FGAUS	GME EPIRB - MT603FG (Float Free w GPS Activation)																															
		Seat - RS 7	HIGHF	HFI-HES211	Seat - RS 7	617	0.65	1044.1538461538462	0.4078385148077204	425.8461538461536	1617	1469.9999999999998	Install - Highfield Seat	1	130.09090909090907	1044.1538461538462	10	1184.2447552447552	0.3741016965166198	443.02797202797206	1617	14	159	1790		DFO-HFI-HES211	Seat - RS 7																															
