		Parts & Accessories Module	Supplier	Code	Supplier Description	P&A	MU	CTD	MU	GP	Sell	Base List	Install Type	TTF (Hours)	Labour ($)	Parts CTD	Sundry CTD	Total CTD	MU	GP	Parts	Sundry	Labour	Sell inc Install (if appl.)		Operation Code	Operation Description																															
		Mini 9-pin to 9-pin Sonar adapter cable	LOW	000-15327-001	Mini 9-pin to 9-pin Sonar adapter cable	57.4314	0.1	63.17453999999999	0.13682160278779743	8.64364181818182	79	71.81818181818181	Labour Estimated - (0.5)	0.5	65.04545454545453	63.17453999999999	5	133.21999454545454	0.12595710960504608	16.78000545454546	79	7	79.5	165		LOW-000-15327-001	Mini 9-pin to 9-pin Sonar adapter cable																															
		TROLLING MOTOR COMPASS-1 (TMC-1)	LOW	000-15325-001	TROLLING MOTOR COMPASS-1 (TMC-1)	166.63139999999999	0.1	183.29453999999998	0.03658297732163756	6.705459999999988	209	189.99999999999997	Labour Estimated - (1.0)	1	130.09090909090907	183.29453999999998	10	323.38544909090905	0.07386627397419818	23.887278181818203	209	14	159	382		LOW-000-15325-001	TROLLING MOTOR COMPASS-1 (TMC-1)																															
		TMR-1	LOW	000-15468-001	TMR-1	138.2628	0.1	152.08908	0.06994711735564924	10.638192727272724	179	162.72727272727272	Labour Estimated - (1.0)	1	130.09090909090907	152.08908	10	292.1799890909091	0.0952153191450595	27.82001090909091	179	14	159	352		LOW-000-15468-001	TMR-1																															
		PULL CABLE KIT V2	LOW	000-15280-002	PULL CABLE KIT V2	40.4118	0.1	44.45298	0.20658645688913627	9.183383636363637	59	53.63636363636363	Labour Estimated - (0.5)	0.5	65.04545454545453	44.45298	5	114.49843454545453	0.15126623644667866	17.319747272727284	59	7	79.5	145		LOW-000-15280-002	PULL CABLE KIT V2																															
		KICKER KIT	LOW	000-15282-001	KICKER KIT	14.174705999999999	0.1	15.592176599999998	0.10778165972846097	1.6805506727272714	19	17.27272727272727	Labour Estimated - (0.5)	0.5	65.04545454545453	15.592176599999998	5	85.63763114545453	0.11463318377428029	9.816914309090919	19	7	79.5	105		LOW-000-15282-001	KICKER KIT																															
		BRAND LABEL,UPPER HOUSING	LOW	000-15253-001	BRAND LABEL,UPPER HOUSING	18.4314	0.1	20.274540000000002	0.3003321586401643	6.089096363636358	29	26.36363636363636	Labour Estimated - (0.5)	0.5	65.04545454545453	20.274540000000002	5	90.31999454545453	0.1575006738163705	14.225459999999998	29	7	79.5	115		LOW-000-15253-001	BRAND LABEL,UPPER HOUSING																															
		INDICATOR ASSEMBLY KIT	LOW	000-15250-001	INDICATOR ASSEMBLY KIT	26.231400000000004	0.1	28.854540000000004	0.2287336916320776	6.60000545454545	39	35.45454545454545	Labour Estimated - (0.5)	0.5	65.04545454545453	28.854540000000004	5	98.89999454545453	0.14900272905612996	14.736369090909093	39	7	79.5	125		LOW-000-15250-001	INDICATOR ASSEMBLY KIT																															
		TOP HOUSING ASSEMBLY	LOW	000-15252-001	TOP HOUSING ASSEMBLY	68.7726	0.1	75.64985999999999	0.06952069586237063	5.259230909090917	89	80.9090909090909	Labour Estimated - (0.5)	0.5	65.04545454545453	75.64985999999999	5	145.69531454545452	0.09194252119394916	13.395594545454543	89	7	79.5	175		LOW-000-15252-001	TOP HOUSING ASSEMBLY																															
		PCBA,MAIN HEAD KIT	LOW	000-15256-001	PCBA,MAIN HEAD KIT	202.7922	0.1	223.07142000000002	0.05551193180437647	12.383125454545421	259	235.45454545454544	Labour Estimated - (1.0)	1	130.09090909090907	223.07142000000002	10	363.1623290909091	0.08140972030433997	29.56494363636358	259	14	159	432		LOW-000-15256-001	PCBA,MAIN HEAD KIT																															
		GEAR COVER KIT	LOW	000-15258-001	GEAR COVER KIT	31.901999999999997	0.1	35.0922	0.010325526884762282	0.36234545454545497	39	35.45454545454545	Labour Estimated - (0.5)	0.5	65.04545454545453	35.0922	5	105.13765454545452	0.08083411340734091	8.498709090909102	39	7	79.5	125		LOW-000-15258-001	GEAR COVER KIT																															
		IDLER GEAR KIT	LOW	000-15263-001	IDLER GEAR KIT	40.4118	0.1	44.45298	0.20658645688913627	9.183383636363637	59	53.63636363636363	Labour Estimated - (0.5)	0.5	65.04545454545453	44.45298	5	114.49843454545453	0.15126623644667866	17.319747272727284	59	7	79.5	145		LOW-000-15263-001	IDLER GEAR KIT																															
		LOWER BEZEL KIT	LOW	000-15248-001	LOWER BEZEL KIT	11.341199999999999	0.1	12.475319999999998	0.3845518409729989	4.797407272727272	19	17.27272727272727	Labour Estimated - (0.5)	0.5	65.04545454545453	12.475319999999998	5	82.52077454545453	0.15673351323146725	12.933770909090924	19	7	79.5	105		LOW-000-15248-001	LOWER BEZEL KIT																															
		LOWER UNIT KIT	LOW	000-15240-001	LOWER UNIT KIT	1035.2628	0.1	1138.78908	0.029003704371824274	33.02910181818174	1289	1171.8181818181818	Labour Estimated - (1.5)	1.5	195.1363636363636	1138.78908	10	1343.9254436363635	0.04240089920356159	56.98364727272724	1289	14	238.5	1541		LOW-000-15240-001	LOWER UNIT KIT																															
		Prop shaft anode	LOW	000-15723-001	Prop shaft anode	21.9726	0.1	24.16986	0.09076495948409961	2.19377636363636	29	26.36363636363636	Labour Estimated - (0.25)	0.25	32.522727272727266	24.16986	2.5	59.192587272727266	0.10578956707816281	6.261958181818187	29	4	39.75	72		LOW-000-15723-001	Prop shaft anode																															
		NOSECONE O-RING KIT	LOW	000-15241-001	NOSECONE O-RING KIT	7.7922	0.1	8.57142	-0.04545359090813636	-0.38960181818181816	9	8.181818181818182	Labour Estimated - (0.5)	0.5	65.04545454545453	8.57142	5	78.61687454545454	0.09853815561826765	7.746761818181824	9	7	79.5	95		LOW-000-15241-001	NOSECONE O-RING KIT																															
		LOOM CABLE KIT	LOW	000-15249-001	LOOM CABLE KIT	345.32160000000005	0.1	379.8537600000001	0.026710911062193678	10.146239999999864	429	389.99999999999994	Labour Estimated - (1.0)	1	130.09090909090907	379.8537600000001	10	519.9446690909092	0.052559550672188746	27.32805818181805	429	14	159	602		LOW-000-15249-001	LOOM CABLE KIT																															
		POWER CABLE,BATTERY KIT	LOW	000-15323-001	POWER CABLE,BATTERY KIT	41.1216	0.1	45.233760000000004	0.18575956622583725	8.40260363636363	59	53.63636363636363	Labour Estimated - (1.0)	1	130.09090909090907	45.233760000000004	10	185.32466909090908	0.13805189532339932	25.584421818181795	59	14	159	232		LOW-000-15323-001	POWER CABLE,BATTERY KIT																															
		MISC. HARDWARE,PEDAL KIT	LOW	000-15324-001	MISC. HARDWARE,PEDAL KIT	19.138392	0.1	21.0522312	0.2522965434483903	5.311405163636358	29	26.36363636363636	Labour Estimated - (1.0)	1	130.09090909090907	21.0522312	10	161.14314029090906	0.13958536059833462	22.493223345454567	29	14	159	202		LOW-000-15324-001	MISC. HARDWARE,PEDAL KIT																															
		INNER SHAFT	LOW	000-15239-001	INNER SHAFT	51.753	0.1	56.9283	0.10186449845283839	5.798972727272719	69	62.72727272727272	Labour Estimated - (0.5)	0.5	65.04545454545453	56.9283	5	126.97375454545454	0.10974973854654146	13.935336363636367	69	7	79.5	155		LOW-000-15239-001	INNER SHAFT																															
		OUTER SHAFT	LOW	000-15245-001	OUTER SHAFT	36.8628	0.1	40.549080000000004	0.09855647885117334	3.996374545454536	49	44.54545454545454	Labour Estimated - (0.5)	0.5	65.04545454545453	40.549080000000004	5	110.59453454545454	0.10970468144455735	12.132738181818183	49	7	79.5	135		LOW-000-15245-001	OUTER SHAFT																															
		LOWER HOUSING ASSY,OUTER SHAFT KIT	LOW	000-15246-001	LOWER HOUSING ASSY,OUTER SHAFT KIT	253.1412	0.1	278.45532000000003	0.04145972143753608	11.544679999999971	319	290	Labour Estimated - (1.0)	1	130.09090909090907	278.45532000000003	10	418.5462290909091	0.06863399114648028	28.726498181818158	319	14	159	492		LOW-000-15246-001	LOWER HOUSING ASSY,OUTER SHAFT KIT																															
		BEARING,SEALED KIT	LOW	000-15242-001	BEARING,SEALED KIT	68.06280000000001	0.1	74.86908000000001	0.08067430385268384	6.0400109090908956	89	80.9090909090909	Labour Estimated - (0.5)	0.5	65.04545454545453	74.86908000000001	5	144.91453454545456	0.09782576047268661	14.176374545454507	89	7	79.5	175		LOW-000-15242-001	BEARING,SEALED KIT																															
		BEARING CLAMP KIT	LOW	000-15244-001	BEARING CLAMP KIT	27.651000000000003	0.1	30.416100000000004	0.16565060788679184	5.03844545454545	39	35.45454545454545	Labour Estimated - (0.5)	0.5	65.04545454545453	30.416100000000004	5	100.46155454545453	0.13114279537599688	13.174809090909093	39	7	79.5	125		LOW-000-15244-001	BEARING CLAMP KIT																															
		SHAFT EPOXY KIT	LOW	000-15576-001	SHAFT EPOXY KIT	65.2314	0.1	71.75453999999999	0.12758148695665691	9.154550909090915	89	80.9090909090909	Labour Estimated - (0.5)	0.5	65.04545454545453	71.75453999999999	5	141.79999454545452	0.12193875324806076	17.29091454545454	89	7	79.5	175		LOW-000-15576-001	SHAFT EPOXY KIT																															
																																																										
		ActiveTarget™2 Module +Transducer + Mounts	LOW	000-15959-001	ActiveTarget™2 Module +Transducer + Mounts	1808.1726	0.1	1988.9898600000001	0.023360946372318423	46.46468545454513	2239	2035.4545454545453	Labour Estimated - (3.0)	3	390.2727272727272	1988.9898600000001	12.5	2391.762587272727	0.03879267439270616	92.78286727272734	2239	17	477	2733		LOW-000-15959-001	ActiveTarget™2 Module +Transducer + Mounts																															
		ActiveTarget™2 Module Only	LOW	000-15961-001	ActiveTarget™2 Module Only	850.2	0.1	935.22	0.029412622406784078	27.507272727272607	1059	962.7272727272726	Labour Estimated - (1.5)	1.5	195.1363636363636	935.22	10	1140.3563636363635	0.045127838825502746	51.46181818181822	1059	14	238.5	1311		LOW-000-15961-001	ActiveTarget™2 Module Only																															
		ActiveTarget™2 Transducer Only	LOW	000-15962-001	ActiveTarget™2 Transducer Only	1169.2902	0.1	1286.21922	0.024143246182192258	31.053507272727302	1449	1317.2727272727273	Labour Estimated - (3.0)	3	390.2727272727272	1286.21922	12.5	1688.9919472727272	0.045809388976568985	77.37168909090906	1449	17	477	1943		LOW-000-15962-001	ActiveTarget™2 Transducer Only																															
		ActiveTarget™2 Trolling Motor Shaft Mount	LOW	000-16054-001	ActiveTarget™2 Trolling Motor Shaft Mount	51.051	0.1	56.1561	0.11701618750719364	6.571172727272717	69	62.72727272727272	Labour Estimated - (0.5)	0.5	65.04545454545453	56.1561	5	126.20155454545454	0.11654005702710334	14.707536363636365	69	7	79.5	155		LOW-000-16054-001	ActiveTarget™2 Trolling Motor Shaft Mount																															
																																																										
		Scout + Scout wide bracket	LOW	000-15960-001	Scout + Scout wide bracket	85.08239999999999	0.1	93.59064	0.05876943560711933	5.500269090909086	109	99.09090909090908	Labour Estimated - (0.5)	0.5	65.04545454545453	93.59064	5	163.6360945454545	0.08333511481774446	13.63663272727274	109	7	79.5	195		LOW-000-15960-001	Scout + Scout wide bracket																															
		10ft (3m) Active Target Extension Cable	LOW	000-16069-001	10ft (3m) Active Target Extension Cable	92.1726	0.1	101.38986	0.06698853496610188	6.791958181818174	119	108.18181818181817	Labour Estimated - (0.5)	0.5	65.04545454545453	101.38986	5	171.43531454545453	0.08707845205500937	14.928321818181814	119	7	79.5	205		LOW-000-16069-001	10ft (3m) Active Target Extension Cable																															
		ActiveTarget™ Transom Mount Kit (Optional)	LOW	000-15773-001	ActiveTarget™ Transom Mount Kit (Optional)	47.501999999999995	0.1	52.252199999999995	0.026490054703220887	1.3841636363636383	59	53.63636363636363	Labour Estimated - (0.5)	0.5	65.04545454545453	52.252199999999995	5	122.29765454545452	0.07784717792105152	9.520527272727293	59	7	79.5	145		LOW-000-15773-001	ActiveTarget™ Transom Mount Kit (Optional)																															
		Replacement - ActiveTarget Trolling Motor Shaft Mount Kit	LOW	000-15770-001	Replacement - ActiveTarget Trolling Motor Shaft Mount Kit	51.047489999999996	0.1	56.152238999999994	0.11709299298417514	6.575033727272725	69	62.72727272727272	Labour Estimated - (0.5)	0.5	65.04545454545453	56.152238999999994	5	126.19769354545453	0.11657421740705232	14.71139736363638	69	7	79.5	155		LOW-000-15770-001	Replacement - ActiveTarget Trolling Motor Shaft Mount Kit																															
		Replacement - ActiveTarget  FWD/Down Motor Mount Kit	LOW	000-15771-001	Replacement - ActiveTarget  FWD/Down Motor Mount Kit	51.047489999999996	0.1	56.152238999999994	0.11709299298417514	6.575033727272725	69	62.72727272727272	Labour Estimated - (0.5)	0.5	65.04545454545453	56.152238999999994	5	126.19769354545453	0.11657421740705232	14.71139736363638	69	7	79.5	155		LOW-000-15771-001	Replacement - ActiveTarget  FWD/Down Motor Mount Kit																															
																																																										
		ActiveImaging™ 3-IN-1 Transducer w/ 7.6m (25ft) cable	LOW	000-14489-001	ActiveImaging™ 3-IN-1 Transducer w/ 7.6m (25ft) cable	424.74548999999996	0.1	467.22003899999993	0.02929894004201937	13.68905190909095	529	480.9090909090909	Transducer Installation - Transom Mount	1	130.09090909090907	467.22003899999993	5	602.310948090909	0.048990033836839815	29.507233727272705	529	7	159	695		LOW-000-14489-001	ActiveImaging™ 3-IN-1 Transducer w/ 7.6m (25ft) cable																															
		ActiveImaging™ 3-IN-1 Transducer w/ 1.8m (6ft) cable	LOW	000-14814-001	ActiveImaging™ 3-IN-1 Transducer w/ 1.8m (6ft) cable	424.74548999999996	0.1	467.22003899999993	0.02929894004201937	13.68905190909095	529	480.9090909090909	Transducer Installation - Transom Mount	1	130.09090909090907	467.22003899999993	5	602.310948090909	0.048990033836839815	29.507233727272705	529	7	159	695		LOW-000-14814-001	ActiveImaging™ 3-IN-1 Transducer w/ 1.8m (6ft) cable																															
		ActiveImaging™ 2-IN-1 Transducer w/ 7.6m (25ft) cable	LOW	000-14490-001	ActiveImaging™ 2-IN-1 Transducer w/ 7.6m (25ft) cable	353.836392	0.1	389.2200312	0.025360662606383016	9.870877890909071	439	399.09090909090907	Transducer Installation - Transom Mount	1	130.09090909090907	389.2200312	5	524.310940290909	0.04899584909450423	25.689059709090998	439	7	159	605		LOW-000-14490-001	ActiveImaging™ 2-IN-1 Transducer w/ 7.6m (25ft) cable																															
		ActiveImaging 2-IN-1 Transducer with 83/200 in-hull puck (Depth only) and 9 Pin Y cable.	LOW	000-15813-001	ActiveImaging 2-IN-1 Transducer with 83/200 in-hull puck (Depth only) and 9 Pin Y cable.	424.74548999999996	0.1	467.22003899999993	0.02929894004201937	13.68905190909095	529	480.9090909090909	Transducer Installation - Transom Mount	1	130.09090909090907	467.22003899999993	5	602.310948090909	0.048990033836839815	29.507233727272705	529	7	159	695		LOW-000-15813-001	ActiveImaging 2-IN-1 Transducer with 83/200 in-hull puck (Depth only) and 9 Pin Y cable.																															
		ActiveImaging™ 2-in-1 & 83/200 Skimmer Transducer kit	LOW	000-15812-001	ActiveImaging™ 2-in-1 & 83/200 Skimmer Transducer kit	424.74548999999996	0.1	467.22003899999993	0.02929894004201937	13.68905190909095	529	480.9090909090909	Transducer Installation - Transom Mount	1	130.09090909090907	467.22003899999993	5	602.310948090909	0.048990033836839815	29.507233727272705	529	7	159	695		LOW-000-15812-001	ActiveImaging™ 2-in-1 & 83/200 Skimmer Transducer kit																															
		ActiveImaging™ HD 3-in-1 Transducer	LOW	000-16062-001	ActiveImaging™ HD 3-in-1 Transducer	425.44749	0.1	467.99223900000004	0.02760056862629048	12.916851909090838	529	480.9090909090909	Transducer Installation - Transom Mount	1	130.09090909090907	467.99223900000004	5	603.0831480909092	0.04764688553847811	28.735033727272594	529	7	159	695		LOW-000-16062-001	ActiveImaging™ HD 3-in-1 Transducer																															
		ActiveImaging™ HD 3-in-1 (M/H) - SideScan Fish Reveal	LOW	000-16060-001	ActiveImaging™ HD 3-in-1 (M/H) - SideScan Fish Reveal	467.992902	0.1	514.7921922	0.022477893680137147	11.571444163636329	579	526.3636363636364	Transducer Installation - Transom Mount	1	130.09090909090907	514.7921922	5	649.883101290909	0.04214546574208844	27.3896259818182	579	7	159	745		LOW-000-16060-001	ActiveImaging™ HD 3-in-1 (M/H) - SideScan Fish Reveal																															
		ActiveImaging™ HD 3-in-1 (HW) - SideScan Fish Reveal	LOW	000-16061-001	ActiveImaging™ HD 3-in-1 (HW) - SideScan Fish Reveal	510.53839199999993	0.1	561.5922311999999	0.034396593535161744	19.316859709090977	639	580.9090909090909	Transducer Installation - Transom Mount	1	130.09090909090907	561.5922311999999	5	696.683140290909	0.050431881432643315	35.13504152727273	639	7	159	805		LOW-000-16061-001	ActiveImaging™ HD 3-in-1 (HW) - SideScan Fish Reveal																															
		ActiveImaging™ HD  2-in-1 Transducer.	LOW	000-16063-001	ActiveImaging™ HD  2-in-1 Transducer.	354.538392	0.1	389.9922312	0.023330408051751655	9.098677890909073	439	399.09090909090907	Transducer Installation - Transom Mount	1	130.09090909090907	389.9922312	5	525.0831402909091	0.047453170359433604	24.916859709090886	439	7	159	605		LOW-000-16063-001	ActiveImaging™ HD  2-in-1 Transducer.																															
		ActiveImaging™ HD Transom Mount	LOW	000-16094-001	ActiveImaging™ HD Transom Mount	70.902	0.1	77.9922	0.03739977727376468	2.9168909090909096	89	80.9090909090909	Transducer Installation - Transom Mount	1	130.09090909090907	77.9922	5	213.08310909090906	0.08792378151043255	18.73507272727275	89	7	159	255		LOW-000-16094-001	ActiveImaging™ HD Transom Mount																															
																																																										
		PSI-1 Prerformance Sonar Interface	LOW	000-14899-001	PSI-1 Prerformance Sonar Interface	262.35300000000007	0.1	288.58830000000006	0.03639305228558816	10.502609090909004	329	299.09090909090907	Transducer Installation - Transom Mount	1	130.09090909090907	288.58830000000006	5	423.6792090909091	0.0621243392272363	26.320790909090817	329	7	159	495		LOW-000-14899-001	PSI-1 Prerformance Sonar Interface																															
		StructureScan® 3D Module and Transducer	LOW	000-12395-001	StructureScan® 3D Module and Transducer	1099.792902	0.1	1209.7721921999998	0.028743644935513565	34.77326234545467	1369	1244.5454545454545	Transducer Installation - Transom Mount	1	130.09090909090907	1209.7721921999998	5	1344.8631012909088	0.03761828554525338	50.591444163636424	1369	7	159	1535		LOW-000-12395-001	StructureScan® 3D Module and Transducer																															
		StructureScan® 3D Module Only	LOW	000-12397-001	StructureScan® 3D Module Only	740.992902	0.1	815.0921922	0.024981656614309775	20.362353254545383	919	835.4545454545454	Transducer Installation - Transom Mount	1	130.09090909090907	815.0921922	5	950.183101290909	0.038077434784488114	36.18053507272725	919	7	159	1085		LOW-000-12397-001	StructureScan® 3D Module Only																															
		StructureScan 3D Transducer ONLY.  With METAL BRACKET	LOW	000-16363-001	StructureScan 3D Transducer ONLY.  With METAL BRACKET	485.7216	0.1	534.29376	0.03620218891638114	19.342603636363606	609	553.6363636363636	Transducer Installation - Transom Mount	1	130.09090909090907	534.29376	5	669.384669090909	0.05252702530862758	35.160785454545476	609	7	159	775		LOW-000-16363-001	StructureScan 3D Transducer ONLY.  With METAL BRACKET																															
		StructureScan 3D Transducer Only	LOW	000-12396-001	StructureScan 3D Transducer Only	475.083804	0.1	522.5921844	0.024612616565081246	12.862361054545431	589	535.4545454545454	Transducer Installation - Transom Mount	1	130.09090909090907	522.5921844	5	657.683093490909	0.04360845391432241	28.6805428727273	589	7	159	755		LOW-000-12396-001	StructureScan 3D Transducer Only																															
		StructureScan® 3D L/H Through-Hull Transducer	LOW	000-14254-001	StructureScan® 3D L/H Through-Hull Transducer	1759.9565880000002	0.1	1935.9522468000002	0.02322208318071956	44.956844109090525	2179	1980.9090909090908	Transducer Installation - Thru Hull Mount	7	910.6363636363635	1935.9522468000002	10	2856.5886104363635	0.052113186503058004	148.86593501818152	2179	14	1113	3306		LOW-000-14254-001	StructureScan® 3D L/H Through-Hull Transducer																															
		StructureScan® 3D M/H Through-Hull Transducer	LOW	000-14255-001	StructureScan® 3D M/H Through-Hull Transducer	1759.9565880000002	0.1	1935.9522468000002	0.02322208318071956	44.956844109090525	2179	1980.9090909090908	Transducer Installation - Thru Hull Mount	7	910.6363636363635	1935.9522468000002	10	2856.5886104363635	0.052113186503058004	148.86593501818152	2179	14	1113	3306		LOW-000-14255-001	StructureScan® 3D M/H Through-Hull Transducer																															
		StructureScan® 3D Single Stainless Steel Thru-Hull Transducer	LOW	000-13559-001	StructureScan® 3D Single Stainless Steel Thru-Hull Transducer	1469.938392	0.1	1616.9322312	0.022699858242743884	36.70413243636358	1819	1653.6363636363635	Transducer Installation - Thru Hull Mount	7	910.6363636363635	1616.9322312	10	2537.5685948363634	0.055412580228012355	140.61322334545457	1819	14	1113	2946		LOW-000-13559-001	StructureScan® 3D Single Stainless Steel Thru-Hull Transducer																															
		StructureScan® 3D Dual Stainless Steel Thru-Hull Transducers	LOW	000-13560-001	StructureScan® 3D Dual Stainless Steel Thru-Hull Transducers	2464.7929019999997	0.1	2711.2721921999996	0.025684215295471925	69.63689870909093	3059	2780.9090909090905	Transducer Installation - Thru Hull Mount	7	910.6363636363635	2711.2721921999996	10	3631.908555836363	0.04778368919539534	173.54598961818192	3059	14	1113	4186		LOW-000-13560-001	StructureScan® 3D Dual Stainless Steel Thru-Hull Transducers																															
		StructureScan® 3D Transducer Extension Cables (Pair) 12 Pin	LOW	000-12752-001	StructureScan® 3D Transducer Extension Cables (Pair) 12 Pin	123.37470599999999	0.1	135.7121766	0.0650883227043795	8.83327794545454	159	144.54545454545453	Transducer Installation - Transom Mount	1	130.09090909090907	135.7121766	5	270.80308569090903	0.0910309411753648	24.65145976363641	159	7	159	325		LOW-000-12752-001	StructureScan® 3D Transducer Extension Cables (Pair) 12 Pin																															
		TotalScan™ M/H 455/800 Transducer w/7m (24ft) Cable	LOW	000-12568-001	TotalScan™ M/H 455/800 Transducer w/7m (24ft) Cable	243.211098	0.1	267.5322078	0.05000101938788283	13.376883109090898	309	280.9090909090909	Transducer Installation - Transom Mount	1	130.09090909090907	267.5322078	5	402.62311689090905	0.07251214275205944	29.19506492727271	309	7	159	475		LOW-000-12568-001	TotalScan™ M/H 455/800 Transducer w/7m (24ft) Cable																															
		TotalScan™ L/H 455/800 Through-Hull Transducer	LOW	000-14259-001	TotalScan™ L/H 455/800 Through-Hull Transducer	1123.902	0.1	1236.2922	0.02873591034399607	35.52598181818166	1399	1271.8181818181818	Transducer Installation - Thru Hull Mount	7	910.6363636363635	1236.2922	10	2156.928563636364	0.06464519737834931	139.4350727272722	1399	14	1113	2526		LOW-000-14259-001	TotalScan™ L/H 455/800 Through-Hull Transducer																															
		TotalScan™ M/H 455/800 Through-Hull Transducer	LOW	000-14257-001	TotalScan™ M/H 455/800 Through-Hull Transducer	1123.902	0.1	1236.2922	0.02873591034399607	35.52598181818166	1399	1271.8181818181818	Transducer Installation - Thru Hull Mount	7	910.6363636363635	1236.2922	10	2156.928563636364	0.06464519737834931	139.4350727272722	1399	14	1113	2526		LOW-000-14257-001	TotalScan™ M/H 455/800 Through-Hull Transducer																															
		TotalScan and StructureScan 3D Plastic Replacement Bracket	LOW	000-13522-001	TotalScan and StructureScan 3D Plastic Replacement Bracket	68.065608	0.1	74.8721688	0.080629721375066	6.036922109090909	89	80.9090909090909	Labour Estimated - (0.5)	0.5	65.04545454545453	74.8721688	5	144.91762334545453	0.0978023612191615	14.173285745454535	89	7	79.5	175		LOW-000-13522-001	TotalScan and StructureScan 3D Plastic Replacement Bracket																															
		StructureScan Skimmer	LOW	000-10802-001	StructureScan Skimmer	214.84749	0.1	236.332239	0.03475283600835579	8.213215545454545	269	244.54545454545453	Transducer Installation - Transom Mount	1	130.09090909090907	236.332239	5	371.4231480909091	0.06470086069529103	24.03139736363636	269	7	159	435		LOW-000-10802-001	StructureScan Skimmer																															
		StructureScan Single Thru-Hull (Stainless Steel)	LOW	000-11459-001	StructureScan Single Thru-Hull (Stainless Steel)	785.665608	0.1	864.2321688000001	0.029815866766194153	25.76783119999982	979	889.9999999999999	Transducer Installation - Thru Hull Mount	7	910.6363636363635	864.2321688000001	10	1784.8685324363637	0.07265348665880758	129.6769221090908	979	14	1113	2106		LOW-000-11459-001	StructureScan Single Thru-Hull (Stainless Steel)																															
		StructureScan Dual Thru-Hull (Stainless Steel)	LOW	000-11460-001	StructureScan Dual Thru-Hull (Stainless Steel)	1417.4706	0.1	1559.21766	0.025572599717033084	39.873249090908985	1759	1599.090909090909	Transducer Installation - Thru Hull Mount	7	910.6363636363635	1559.21766	10	2479.8540236363633	0.05798016279569685	143.7823400000002	1759	14	1113	2886		LOW-000-11460-001	StructureScan Dual Thru-Hull (Stainless Steel)																															
																																																										
		Transducer Replacement Bracket - Metal	LOW	000-12603-001	Transducer Replacement Bracket - Metal	68.065608	0.1	74.8721688	0.080629721375066	6.036922109090909	89	80.9090909090909	Labour Estimated - (0.5)	0.5	65.04545454545453	74.8721688	5	144.91762334545453	0.0978023612191615	14.173285745454535	89	7	79.5	175		LOW-000-12603-001	Transducer Replacement Bracket - Metal																															
		Flat Mount Bracket for Skimmer Transducers	LOW	000-12602-001	Flat Mount Bracket for Skimmer Transducers	69.48380399999999	0.1	76.4321844	0.058573577927087346	4.4769065090909095	89	80.9090909090909	Labour Estimated - (0.5)	0.5	65.04545454545453	76.4321844	5	146.47763894545454	0.08611055063600158	12.613270145454521	89	7	79.5	175		LOW-000-12602-001	Flat Mount Bracket for Skimmer Transducers																															
		9 Pin Transducer Extension Cable - 3m/10ft	LOW	000-00099-006	9 Pin Transducer Extension Cable - 3m/10ft	65.938392	0.1	72.5322312	0.11549154866052029	8.376859709090908	89	80.9090909090909	Labour Estimated - (0.5)	0.5	65.04545454545453	72.5322312	5	142.57768574545452	0.11581912877261723	16.51322334545455	89	7	79.5	175		LOW-000-00099-006	9 Pin Transducer Extension Cable - 3m/10ft																															
		S3100 Sonar Module	LOW	000-15918-001	S3100 Sonar Module	1062.9216	0.1	1169.2137599999999	0.025553196612148273	29.877149090909143	1319	1199.090909090909	Labour Estimated - (1.5)	1.5	195.1363636363636	1169.2137599999999	10	1374.3501236363634	0.03916883596082672	53.83169454545464	1319	14	238.5	1571		LOW-000-15918-001	S3100 Sonar Module																															
		S5100 Sonar Module	LOW	000-13260-001	S5100 Sonar Module	1759.9565880000002	0.1	1935.9522468000002	0.02322208318071956	44.956844109090525	2179	1980.9090909090908	Labour Estimated - (1.5)	1.5	195.1363636363636	1935.9522468000002	10	2141.088610436364	0.032185211404955144	68.91138956363602	2179	14	238.5	2431		LOW-000-13260-001	S5100 Sonar Module																															
		9 Pin to 7 Pin Adapter - For Analog Temp. Transducers (Non-CHIRP Transducers)	LOW	000-12571-001	9 Pin to 7 Pin Adapter - For Analog Temp. Transducers (Non-CHIRP Transducers)	48.211098	0.1	53.0322078	0.011392243721816749	0.6041558363636312	59	53.63636363636363	Labour Estimated - (0.5)	0.5	65.04545454545453	53.0322078	5	123.07766234545454	0.07101629415250324	8.740519472727271	59	7	79.5	145		LOW-000-12571-001	9 Pin to 7 Pin Adapter - For Analog Temp. Transducers (Non-CHIRP Transducers)																															
		9 Pin to 7 Pin Adapter - For XID Airmar Transdcuers (CHIRP Transducers)	LOW	000-13977-001	9 Pin to 7 Pin Adapter - For XID Airmar Transdcuers (CHIRP Transducers)	48.211098	0.1	53.0322078	0.011392243721816749	0.6041558363636312	59	53.63636363636363	Labour Estimated - (0.5)	0.5	65.04545454545453	53.0322078	5	123.07766234545454	0.07101629415250324	8.740519472727271	59	7	79.5	145		LOW-000-13977-001	9 Pin to 7 Pin Adapter - For XID Airmar Transdcuers (CHIRP Transducers)																															
																																																										
