				2025 AU Marine Price Catalogue 																																							
				As at - 1/05/2025																																							
		Garmin Part Number	UPC code	Item / Description	Dealer Net (ex GST) 	GM	GP	Base List	RRP (inc GST)																																		
																																											
				Force Kraken Trolling Motor																																							
		010-02573-30	753759336110	Force Kraken Trolling Motor,48in,100lb,Black,w/ GT56	4799.27	0.2000004546143354	1199.8209090909086	5999.090909090909	6599																																		
		010-02573-00	753759284756	Force Kraken Trolling Motor,63in,100lb,Black,w/ GT56	5090.18	0.20000028575510775	1272.5472727272718	6362.727272727272	6999																																		
		010-02573-10	753759284770	Force Kraken Trolling Motor,75in,100lb,Black,w/ GT56	5381.09	0.20000013515339904	1345.273636363636	6726.363636363636	7399																																		
		010-02574-30	753759336134	Force Kraken Trolling Motor,48in,100lb,White,no xdcr	4508.36	0.20000064526536537	1127.0945454545454	5635.454545454545	6199																																		
		010-02574-00	753759284763	Force Kraken Trolling Motor,63in,100lb,White,no xdcr	4799.27	0.2000004546143354	1199.8209090909086	5999.090909090909	6599																																		
		010-02574-10	753759284787	Force Kraken Trolling Motor,75in,100lb,White,no xdcr	5090.18	0.20000028575510775	1272.5472727272718	6362.727272727272	6999																																		
		010-02574-20	753759284794	Force Kraken Trolling Motor,90in,100lb,White,no xdcr	5308.36	0.20000054802027675	1327.0945454545454	6635.454545454545	7299																																		
		010-12833-00	753759217778	Remote - Force Trolling Motor	292.09090909090907	0.30000000000000004	125.18181818181819	417.27272727272725	459																																		
		010-12834-00	753759217785	Wireless Foot Pedal	349.3636363636363	0.30000000000000004	149.72727272727275	499.09090909090907	549																																		
		010-12832-00	753759217709	High Efficiency Propeller	82.72727272727272	0.3	35.45454545454545	118.18181818181817	130																																		
		010-12832-01	753759217716	Weedless Propeller	82.72727272727272	0.3	35.45454545454545	118.18181818181817	130																																		
		010-12832-60	753759324568	Quick Release Plate System, Black (Kraken only)	215.73	0.2999911504424778	92.45181818181814	308.18181818181813	339																																		
		010-12832-61	753759331559	Quick Release Plate System,White (Kraken only)	215.73	0.2999911504424778	92.45181818181814	308.18181818181813	339																																		
		010-12832-70	753759324575	LiveScope Mounting Bracket (Kraken only)	145.73	0.29998689956331875	62.45181818181817	208.18181818181816	229																																		
		010-12832-55	753759324551	Deck Mount Stabiliser Kit	107.55	0.2999704142011834	46.08636363636363	153.63636363636363	169																																		
		010-02732-01	753759324582	GT56UHD,Xdcr,12pin,Force Kraken 63"	508.45	0.30000625782227774	217.91363636363627	726.3636363636363	799																																		
		010-02732-02	753759324599	GT56UHD,Xdcr,12pin,Force Kraken 75"	508.45	0.30000625782227774	217.91363636363627	726.3636363636363	799																																		
		010-02732-03	753759341978	GT56UHD-TR,Xdcr,12pin,Force Kraken 48"	508.45	0.30000625782227774	217.91363636363627	726.3636363636363	799																																		
		010-12832-26	753759324544	Transducer Replacement Kit (Nose Cone Not Included)	43.91	0.2999855072463768	18.817272727272723	62.72727272727272	69																																		
		010-12832-19	753759223021	Skeg	31.18	0.3000408163265305	13.36545454545454	44.54545454545454	49																																		
		010-12832-21	753759217747	Black Nose Cone with Transducer Mount	75.73	0.29997478991596627	32.45181818181817	108.18181818181817	119																																		
		010-12832-23	753759223045	White Nose Cone	88.45	0.30003597122302156	37.91363636363636	126.36363636363636	139																																		
		010-12833-15	753759223298	Cradle,Reactor Autopilot and Trolling Motor Remote	15.91	0.29995999999999995	6.8172727272727265	22.727272727272727	25																																		
		010-12832-10	753759217723	Foot Pedal Power Cable	28.636363636363633	0.30000000000000004	12.272727272727273	40.90909090909091	45																																		
		010-12832-35	753759243692	Anode Kit	31.181818181818176	0.30000000000000004	13.363636363636363	44.54545454545454	49																																		
		010-12832-40	753759246495	Circuit Breaker	82.72727272727272	0.3	35.45454545454545	118.18181818181817	130																																		
		010-12832-41	753759243906	Power Plug	47.72727272727272	0.30000000000000004	20.454545454545453	68.18181818181817	75																																		
		010-12832-42	753759244989	Power Receptacle	47.72727272727272	0.30000000000000004	20.454545454545453	68.18181818181817	75																																		
																																											
				Force Trolling Motor																																							
		010-02024-00	753759217624	Force Trolling Motor, 50", 100lb, Scissor Mount	4144.727272727272	0.2	1036.181818181818	5180.90909090909	5699																																		
		010-02025-00	753759217662	Force Trolling Motor, 57", 100lb, Scissor Mount	4290.181818181818	0.19999999999999993	1072.545454545454	5362.727272727272	5899																																		
		010-12833-00	753759217778	Remote - Force Trolling Motor	292.09090909090907	0.30000000000000004	125.18181818181819	417.27272727272725	459																																		
		010-12834-00	753759217785	Foot Pedal	349.3636363636363	0.30000000000000004	149.72727272727275	499.09090909090907	549																																		
		010-12832-22	753759223038	Nose Cone	62.999999999999986	0.30000000000000004	27	89.99999999999999	99																																		
		010-12832-50	753759243357	Stabilizer	69.36363636363635	0.3000000000000001	29.727272727272734	99.09090909090908	109																																		
		010-12832-00	753759217709	High Efficienc Prop	82.72727272727272	0.3	35.45454545454545	118.18181818181817	130																																		
		010-12832-01	753759217716	Weedless Prop	82.72727272727272	0.3	35.45454545454545	118.18181818181817	130																																		
		010-12832-30	753759217761	Pull Handle and Cable	69.36363636363635	0.3000000000000001	29.727272727272734	99.09090909090908	109																																		
		010-12832-10	753759217723	Power Cable (foot pedal)	28.636363636363633	0.30000000000000004	12.272727272727273	40.90909090909091	45																																		
		010-12832-18	753759223014	Skeg	28.636363636363633	0.30000000000000004	12.272727272727273	40.90909090909091	45																																		
		010-12832-20	753759217730	Nose Cone with Transducer Mount	62.999999999999986	0.30000000000000004	27	89.99999999999999	99																																		
		010-12832-25	753759217754	Transducer Replacement Kit 	69.36363636363635	0.3000000000000001	29.727272727272734	99.09090909090908	109																																		
		010-12832-35	753759243692	Anode Kit	31.181818181818176	0.30000000000000004	13.363636363636363	44.54545454545454	49																																		
		010-12832-40	753759246495	Circuit Breaker	82.72727272727272	0.3	35.45454545454545	118.18181818181817	130																																		
		010-12832-41	753759243906	Power Plug	47.72727272727272	0.30000000000000004	20.454545454545453	68.18181818181817	75																																		
		010-12832-42	753759244989	Power Receptacle	47.72727272727272	0.30000000000000004	20.454545454545453	68.18181818181817	75																																		
		010-12833-15	753759223298	Cradle,Reactor Autopilot and Trolling Motor Remote	15.91	0.29995999999999995	6.8172727272727265	22.727272727272727	25																																		
																																											
				Force Trolling Motor																																							
		010-03011-00	753759341930	Force Pro Trolling Motor,50in,100lb,Scissor Mount	5090.18	0.20000028575510775	1272.5472727272718	6362.727272727272	6999																																		
		010-03011-10	753759341947	Force Pro Trolling Motor,57in,100lb,Scissor Mount	5308.36	0.20000054802027675	1327.0945454545454	6635.454545454545	7299																																		
		010-12832-22	753759223038	Accy,Nose Cone,Round,Force Trolling Motor 	69.36	0.3000366972477063	29.73090909090908	99.09090909090908	109																																		
		010-13915-00	753759350642	Accy,Pull Handle and Cable,Force/Force Pro Trolling Motor	75.73	0.29997478991596627	32.45181818181817	108.18181818181817	119																																		
		010-13915-10	753759350659	Accy,Transducer Replacement Kit,Force/Force Pro TM	56.64	0.29995505617977525	24.269090909090906	80.9090909090909	89																																		
																																											
				FISHFINDERS																																							
		010-01870-01	753759184162	Striker 4 Plus, w/Dual Beam	202.9090909090909	0.19999999999999998	50.72727272727272	253.63636363636363	279																																		
				Striker Vivid																																							
		010-02550-01	753759268305	Striker Vivid 4cv with GT20-TM Transducer	282.90909090909093	0.1999999999999999	70.72727272727269	353.6363636363636	389																																		
		010-02551-01	753759268329	Striker Vivid 5cv with GT20-TM Transducer	399.27272727272725	0.2	99.81818181818181	499.09090909090907	549																																		
		010-02552-01	753759268374	Striker Vivid 7cv with GT20-TM Transducer	544.7272727272727	0.19999999999999993	136.18181818181813	680.9090909090909	749																																		
		010-02553-01	753759268398	Striker Vivid 7sv with GT52HW-TM Transducer	639.2727272727273	0.19999999999999996	159.81818181818176	799.090909090909	879																																		
		010-02554-01	753759268411	Striker Vivid 9sv with GT52HW-TM Transducer	799.2727272727273	0.19999999999999996	199.81818181818176	999.090909090909	1099																																		
																																											
				Cables																																							
		010-12199-04	753759133573	Power/Data Cable, 4-Pin, 6ft	19.09	0.30003333333333326	8.18272727272727	27.27272727272727	30																																		
		010-12234-06	753759135928	User Data Sharing Cable	16.55	0.29980769230769216	7.086363636363632	23.636363636363633	26																																		
		010-12234-05	753759133603	12-pin to Dual 4-pin Transducer Y-Cable	31.181818181818176	0.30000000000000004	13.363636363636363	44.54545454545454	49																																		
		010-12719-00	753759197506	8-pin Transducer to 4-pin Sounder Adapter Cable	24.818181818181817	0.30000000000000004	10.636363636363637	35.45454545454545	39																																		
																																											
				Protective Sun Cover																																							
		010-13129-00	753759275594	Protective Sun Cover, Striker Plus 4x	15.91	0.29995999999999995	6.8172727272727265	22.727272727272727	25																																		
		010-13130-00	753759275600	Protective Sun Cover, Striker 5x	22.27	0.3000857142857143	9.548181818181817	31.818181818181817	35																																		
		010-13131-00	753759275617	Protective Sun Cover, Striker 7x	22.27	0.3000857142857143	9.548181818181817	31.818181818181817	35																																		
		010-13132-00	753759275624	Protective Sun Cover, Striker 9x	22.27	0.3000857142857143	9.548181818181817	31.818181818181817	35																																		
																																											
				MountsTilt/Swivel																																							
		010-12439-10	753759196431	Tilt/Swivel Mount (Striker Plus 4/Vivid 4cv)	12.73	0.2998499999999999	5.4518181818181795	18.18181818181818	20																																		
		010-12439-01	753759150471	Tilt/Swivel Mount (Striker Vivid 5cv, 7cv, 7sv)	22.27	0.3000857142857143	9.548181818181817	31.818181818181817	35																																		
		010-12439-03	753759186937	Tilt Mount (Striker Vivid 9sv)	24.82	0.2999487179487179	10.634545454545453	35.45454545454545	39																																		
		010-12440-10	753759186951	Flush Mount Kit (Striker Plus 4/Vivid 4cv)	12.73	0.2998499999999999	5.4518181818181795	18.18181818181818	20																																		
		010-12440-01	753759150495	Flush Mount Kit (Striker Vivid 5cv)	18.45	0.3001724137931034	7.9136363636363605	26.36363636363636	29																																		
