																				
			Lowrance	000-16208-001	000-16208-001															
			Lowrance	XSONIC Airmar B175L (20°)	XSONIC Airmar B175L (20°)	XSONIC Airmar B175L (20°)	XSONIC Airmar B175L (20°)	XSONIC Airmar B175L (20°)	XSONIC Airmar B175L (20°)											
			Lowrance	Trade	Nett	MU	GP	List	Sell											
		000-13581-001	StructureScan 3D Fairing Block	89.44728	87.211098	0.28205128205128194	24.598001999999994	111.8091	123			Accessories	Accessories	Fairing Block only for StructureScan 3D Through-Hull transducers.	111.8091	9420024158562				
		000-11069-001	SUNCOVER: 7" ELITE/HOOK	24.72	24.102	0.282051282051282	6.797999999999998	30.9	34			Accessories	Accessories	SUNCOVER: 7" ELITE/HOOK	30.9	9420024123744				
		000-0051-45	TMB-S	26.90184	26.229294	0.282051282051282	7.398005999999999	33.6273	37			Accessories	Accessories	TMB-S Trolling-motor mount bracket for standard Skimmer® transducer	33.6273	042194501925				
		000-0051-52	SUCTION CUP KIT	26.174560000000003	25.520196000000002	0.28205128205128205	7.198004000000001	32.7182	36			Accessories	Accessories	Suction Cup Kit - Suction cup kit for portable skimmer transducers	32.7182	042194502502				
		000-10392-001	50/200 SKIMMER MOUNT	18.90184	18.429294	0.2820512820512822	5.198006000000003	23.6273	26			Accessories	Accessories	50/200kHz Skimmer™ transducer mounting kit	23.6273	042194536064				
		000-0106-98	Epoxy transducer mounting adhesive (6 PACK)	8.72	8.502	0.282051282051282	2.3979999999999997	10.9	12			Accessories	Accessories	Epoxy transducer mounting adhesive. NOTE: THIS PACK CONTAINS SIX SACHETS AND PRICE IS PER SACHET. Please Multiply price by six.	10.9	042194528885				
		000-0101-63	RAM MB-8	98.17456	95.720196	0.282051282051282	26.998003999999995	122.7182	135			Accessories	Accessories	MB-8 - RAM 1-1/2" ball-mounting bracket with 8" arm for 5" to 8" units	122.7182	793442001116				
		000-0124-75	RAM MB-36	146.90184	143.22929399999998	0.28205128205128216	40.39800600000001	183.6273	202			Accessories	Accessories	MB-36 - RAM heavy-duty 2-1/4" ball-mounting bracket with short arm for 10" units	183.6273	042194533667				
		000-0124-58	BRACKET HDS-7	32.72	31.901999999999997	0.2820512820512821	8.998000000000001	40.9	45			Accessories	Accessories	Gimbal bracket for HDS-7	40.9	042194533384				
		000-0099-06	Mounting Bracket for 83/200kHz Skimmer Transducers (HS-WS-SS)	18.17456	17.720196	0.28205128205128194	4.998003999999998	22.7182	25			Accessories	Accessories	Mounting kit for transom mount 83/200 kHz skimmer transducers.	22.7182	042194504995				
		000-0124-61	CVR HDS-5	24.72	24.102	0.282051282051282	6.797999999999998	30.9	34			Accessories	Accessories	Protective cover for HDS-5, HDS-5m, HDS-5x	30.9	042194533414				
		000-0127-49	Lowrance Power/0183 Cable	33.44728	32.611098	0.28205128205128216	9.198002000000002	41.8091	46			Accessories	Accessories	Lowrance Power/0183 Cable for HDS, EliteTi/Ti2 and HOOK Gen1 series.	41.8091	042194533537				
		000-10874-001	LSS-HD Skimmer Bracket	71.26544	69.48380399999999	0.2820512820512822	19.59799600000001	89.0818	98			Accessories	Accessories	LSS-HD Skimmer Mount Transducer Bracket	89.0818	9420024121146				
		000-10261-001	DSI  TM mount	28.3564	27.64749	0.2820512820512821	7.798010000000001	35.4455	39			Accessories	Accessories	Low profile trolling motor mount for use with DSI Skimmer transducer.  Includes trolling motor snap on mount, stainless steel trolling motor clamp, and 2 zip ties.	35.4455	042194535944				
		000-10262-001	Replacement top mount	28.3564	27.64749	0.2820512820512821	7.798010000000001	35.4455	39			Accessories	Accessories	Replacement mount for Skimmer and top housing.	35.4455	042194535951				
		000-0099-83	PC-24U	48.72	47.501999999999995	0.28205128205128216	13.398000000000003	60.9	67			Accessories	Accessories	Power Cable for Elite-5m	60.9	042194522272				
		000-10050-001	CVR-16	24.72	24.102	0.282051282051282	6.797999999999998	30.9	34			Accessories	Accessories	SUNCOVER: 5" MARK/ELITE/HOOK	30.9	042194535166				
		000-10027-001	Quick Release Bracket	33.44728	32.611098	0.28205128205128216	9.198002000000002	41.8091	46			Accessories	Accessories	Quick Release Bracket - GO5 / Vulcan5 / P2005 / I3005 / Mark / Elite	41.8091	042194534930				
		000-00128-001	4-Pin Power Cable	58.184000000000005	56.729400000000005	0.282051282051282	16.0006	72.73	80			Accessories	Accessories	4-pin Power Cable for modules and MFDs.	72.73	042194901145				
		000-10438-001	RJ45 M to 5pin F Ethernet Adapter (Waterproof)	38.544	37.5804	0.28205128205128216	10.599600000000002	48.18	53			Accessories	Accessories	RJ45-Yellow Round Ethernet adapter cable RJ45M / 5PinF for products with waterproof RJ45 socket.	48.18	9420024111277				
		000-10467-001	Gimbal Bracket Knobs	23.272	22.690199999999997	0.2820512820512822	6.399800000000003	29.09	32			Accessories	Accessories	Gimbal Bracket Knobs for Lowrance, Simrad, B&G MFDs	29.09	9420024112250				
		000-11010-001	HDS Video Adapter Cable	53.08368	51.756588	0.2820512820512821	14.598012000000004	66.3546	73			Accessories	Accessories	HDS Video Adapter Cable	66.3546	9420024122457				
		000-10606-001	KAYAK SCUPPER HOLE TRANSDUCER MOUNT	47.26544	46.083804	0.28205128205128205	12.997996	59.0818	65			Accessories	Accessories	KAYAK SCUPPER HOLE TRANSDUCER MOUNT	59.0818	9420024114704				
		000-0127-08	PC-27BL	77.81088	75.865608	0.2820512820512821	21.397992000000002	97.2636	107			Accessories	Accessories	Power Cable for LCX, LMS	97.2636	042194530529				
		000-11019-001	Gimbal Bracket & Knobs for 7" Lowrance	33.44728	32.611098	0.28205128205128216	9.198002000000002	41.8091	46			Accessories	Accessories	Gimbal mounting bracket with knobs for 7" HDS Gen2 Touch/HDS Gen3/HDS Carbon/Hook/Hook2/Hook Reveal/Elite-HDI-CHIRP/Eagle 7_x000D_ | _x000D_ | *Not for use with Elite-7 Ti	41.8091	9420024122525				
		000-11020-001	Gimbal Bracket & Knobs for 9" Lowrance	38.53816	37.574706	0.28205128205128205	10.597994	48.1727	53			Accessories	Accessories	Gimbal mounting bracket with knobs for 9" HDS Gen2 Touch/HDS Gen3/HDS Carbon/Elite-Ti/Hook/Elite-HDI-CHIRP	48.1727	9420024122532				
		000-11021-001	Gimbal Bracket & Knobs for 12" Lowrance	47.992720000000006	46.792902000000005	0.282051282051282	13.197997999999998	59.9909	66			Accessories	Accessories	Gimbal mounting bracket with knobs for 12" HDS Gen2 Touch/HDS Gen3/HDS Carbon/Elite-Ti	59.9909	9420024122549				
		000-10978-001	HDI TROLLING MOTOR ADAPTOR FOR SKIMMER	28.3564	27.64749	0.2820512820512821	7.798010000000001	35.4455	39			Accessories	Accessories	HDI TROLLING MOTOR ADAPTOR FOR SKIMMER (*only for 83/200/455/800 HDI Skimmer transducer)	35.4455	9420024121924				
		000-11148-001	Pole Mount for GS25 / ZG100 / POINT-1	37.816	36.8706	0.28205128205128205	10.3994	47.27	52			Accessories	Accessories	Pole Mount for GS25 / ZG100 / POINT-1	47.27	9420024124796				
		000-11307-001	SUNCOVER:  4" MARK/ELITE/HOOK	24.72	24.102	0.282051282051282	6.797999999999998	30.9	34			Accessories	Accessories	SUNCOVER:  4" MARK/ELITE/HOOK	30.9	9420024128480				
		000-10568-001	Accessory plug assembly for DST800	26.183999999999997	25.5294	0.282051282051282	7.200599999999998	32.73	36			Accessories	Accessories	Accessory plug assembly for DST800	32.73	9420024113769				
		000-12246-001	HDS-12 GEN3 SUNCOVER	24.72	24.102	0.282051282051282	6.797999999999998	30.9	34			Accessories	Accessories	HDS-12 GEN3 SUNCOVER	30.9	9420024138274				
		000-12244-001	HDS-9 GEN3 SUNCOVER	24.72	24.102	0.282051282051282	6.797999999999998	30.9	34			Accessories	Accessories	HDS-9 GEN3 SUNCOVER	30.9	9420024138250				
		000-12243-001	HDS-9 GEN3 BEZEL & DOOR PK ASY	47.992720000000006	46.792902000000005	0.282051282051282	13.197997999999998	59.9909	66			Accessories	Accessories	HDS-9 GEN3 BEZEL & DOOR PK ASY	59.9909	9420024138243				
		000-12245-001	HDS-12 GEN3 BEZEL & DOOR PK ASY	47.992720000000006	46.792902000000005	0.282051282051282	13.197997999999998	59.9909	66			Accessories	Accessories	HDS-12 GEN3 BEZEL & DOOR PK ASY	59.9909	9420024138267				
		000-12241-001	HDS-7 GEN3 BEZEL & DOOR PK ASY	47.992720000000006	46.792902000000005	0.282051282051282	13.197997999999998	59.9909	66			Accessories	Accessories	HDS-7 GEN3 BEZEL & DOOR PK ASY	59.9909	9420024138229				
		000-12749-001	SUNCOVER: ELITE-7 TI	21.81088	21.265608	0.28205128205128205	5.997992	27.2636	30			Accessories	Accessories	SUNCOVER: ELITE-7 TI	27.2636	9420024148518				
		000-10388-001	Paddlewheel spares kit for DST800	37.816	36.8706	0.28205128205128205	10.3994	47.27	52			Accessories	Accessories	Paddlewheel spares kit for DST800	47.27	9420024109793				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
