As at 27.02.2026		Franchise	Part	Description	Stock OH	Bin	Daily	MU	GP	List	Retail+ GST	
		9ME	14705	INSERT	0	BUY IN	5.83	0.4819897084048028	2.8100000000000005	8.64	9.5	
		9ME	1476281	TAB WASHER @5	2	ZBH01	4.16	0.4807692307692307	2	6.16	6.78	
		9ME	14816629Q	TAB WASHER @2	0	ZB	2.97	0.4814814814814815	1.4300000000000002	4.4	4.84	
		9ME	1481877M	S/S	0	BUY IN	10.55	0.4805687203791467	5.0699999999999985	15.62	17.18	
		9ME	14832983	TAB WASHER	0	BUY IN	9.92	0.4808467741935483	4.77	14.69	16.16	
		9ME	14863844	RETAINER	0	BUY IN	8.14	0.48034398034398035	3.91	12.05	13.26	
		9ME	148M0009820	TAB WASHER	1	ZBH01	8.85	0.480225988700565	4.25	13.1	14.41	
		9ME	14957	S/S    35 802885Q	0	BUY IN	22.09	0.48166591217745575	10.639999999999997	32.73	36	
		9ME	15008M0118178	Driveshaft Housing Assy - Non	0	BUY IN	873.3	0.48147257528913323	420.47	1293.77	1423.15	
		9ME	150291	O RING KIT	0	BUY IN	425.42	0.48147712848479146	204.82999999999998	630.25	693.28	
		9ME	1520804A1	S/S	0	BUY IN	11.18	0.48121645796064394	5.379999999999999	16.56	18.22	
		9ME	1520929A1	S/S	0	BUY IN	5.24	0.48091603053435106	2.5199999999999996	7.76	8.54	
		9ME	1521148A1	S/S	0	BUY IN	12.81	0.4816549570647931	6.17	18.98	20.88	
		9ME	1522369A1	S/S	0	BUY IN	6.72	0.4821428571428573	3.240000000000001	9.96	10.96	
		9ME	1526320A1	S/S	0	BUY IN	8.28	0.4818840579710146	3.99	12.27	13.5	
		9ME	1529955A1	SHIM SET	0	BUY IN	18.34	0.4814612868047984	8.830000000000002	27.17	29.89	
		9ME	1530278A1	S/S	0	BUY IN	8.28	0.4818840579710146	3.99	12.27	13.5	
		9ME	1530532A1	S/S	0	BUY IN	12.03	0.48129675810473826	5.790000000000001	17.82	19.6	
		9ME	1530923A1	S/S	0	BUY IN	9.36	0.4807692307692308	4.5	13.86	15.25	
		9ME	1531535A1	SHIM SET	0	BUY IN	21.31	0.48146410136086354	10.260000000000002	31.57	34.73	
		9ME	1532061A1	S/S	0	BUY IN	19.24	0.4807692307692308	9.25	28.49	31.34	
		9ME	1532563A1	SHIM SET	0	BUY IN	11.3	0.4805309734513274	5.43	16.73	18.4	
		9ME	1533431A1	S/S	0	BUY IN	14.85	0.4814814814814815	7.15	22	24.2	
		9ME	1535980A1	SHIM SET	0	BUY IN	13.82	0.4804630969609262	6.640000000000001	20.46	22.51	
		9ME	1536178A02	SHIM SET	0	BUY IN	8.6	0.4813953488372094	4.140000000000001	12.74	14.01	
		9ME	1536178A1	S/S    15  36178A02	0	BUY IN	14.97	0.4809619238476954	7.200000000000001	22.17	24.39	
		9ME	1539899A1	S/S    15  36178A02	0	BUY IN	14	0.4814285714285713	6.739999999999998	20.74	22.81	
		9ME	1547397A1	SHIM SET	0	BUY IN	17.01	0.48089359200470305	8.18	25.19	27.71	
		9ME	1547861063A10	DSH GENII1.62/2.0	0	BUY IN	1954.38	0.4814775018164327	940.9899999999998	2895.37	3184.91	
		9ME	1548002015	S/S	0	BUY IN	3.72	0.4784946236559139	1.7799999999999998	5.5	6.05	
		9ME	1555499A1	SHIM SET	0	BUY IN	22.91	0.48144914884329976	11.029999999999998	33.94	37.33	
		9ME	1557007A1	SHIM SET	0	BUY IN	34.61	0.48107483386304534	16.65	51.26	56.39	
		9ME	1571013	S/S    23 8M0124132	0	BUY IN	6.46	0.4814241486068112	3.1100000000000003	9.57	10.53	
		9ME	15768A3	SPACER KIT	0	BUY IN	8.25	0.4800000000000001	3.960000000000001	12.21	13.43	
		9ME	15812770A1	S/S	0	BUY IN	33.57	0.48108430145963654	16.15	49.72	54.69	
		9ME	15813276001	SHIM	0	BUY IN	2.9	0.4793103448275863	1.3900000000000001	4.29	4.72	
		9ME	15827A1	S/S	0	BUY IN	65.16	0.48143032535297736	31.370000000000005	96.53	106.18	
		9ME	15877623004	SHIM-.004	0	BUY IN	14.97	0.4809619238476954	7.200000000000001	22.17	24.39	
		9ME	15877623005	SHIM-.005	0	BUY IN	14.97	0.4809619238476954	7.200000000000001	22.17	24.39	
		9ME	15877623007	SHIM-.0075	0	BUY IN	20.16	0.48164682539682546	9.71	29.87	32.86	
		9ME	15877623010	SHIM-.010	0	BUY IN	22.95	0.48104575163398705	11.040000000000003	33.99	37.39	
		9ME	15878064002	SHIM-.002	0	BUY IN	14.78	0.4810554803788905	7.110000000000001	21.89	24.08	
		9ME	15878064004	SHIM-.004	0	BUY IN	14.97	0.4809619238476954	7.200000000000001	22.17	24.39	
		9ME	15878064005	SHIM-.005	0	BUY IN	20.13	0.48087431693989074	9.68	29.81	32.79	
		9ME	15878064007	SHIM-.0075	0	BUY IN	13.44	0.4813988095238096	6.470000000000001	19.91	21.9	
		9ME	15878064010	SHIM-.010	0	BUY IN	14.04	0.4807692307692308	6.75	20.79	22.87	
		9ME	15985A02	SKEG-REPLACEMENT	0	BUY IN	63.56	0.4814348646947765	30.599999999999994	94.16	103.58	
		9ME	1600880686T56	GC 300XXL 1.75:1	0	BUY IN	5362.34	0.48148010010555087	2581.8599999999997	7944.2	8738.62	
		9ME	1600888845T08	GC 75-115- 4S LG	0	BUY IN	3296.33	0.4814809196894728	1587.12	4883.45	5371.8	
		9ME	160645	S/S        16064T05	0	BUY IN	141.45	0.4814422057264053	68.10000000000002	209.55	230.51	
		9ME	16074	S/S        16074T	0	BUY IN	73.74	0.481285598047193	35.49000000000001	109.23	120.15	
		9ME	160742	COIL-CHARGER	0	BUY IN	126.6	0.4814375987361771	60.95000000000002	187.55	206.31	
		9ME	160743	ALTERNATOR	0	BUY IN	97.68	0.48147010647010646	47.03	144.71	159.18	
		9ME	16088	WIRE-THROTTLE	0	BUY IN	13.63	0.4812912692589875	6.5600000000000005	20.19	22.21	
		9ME	16113	PLATE	0	BUY IN	23.25	0.4808602150537634	11.18	34.43	37.87	
		9ME	1611375	S/S    16 8M0022137	0	BUY IN	22.8	0.4811403508771931	10.970000000000002	33.77	37.15	
		9ME	1611989	STUD	4	ZBH01	6.45	0.48062015503875977	3.1000000000000005	9.55	10.51	
		9ME	16157	LINER	0	BUYIN	37.08	0.4811218985976269	17.840000000000003	54.92	60.41	
		9ME	16157005	INSERT	0	ZBH01	13.59	0.4812362030905077	6.539999999999999	20.13	22.14	
		9ME	161572	INSERT	0	BUY IN	19.27	0.4815775817332642	9.280000000000001	28.55	31.41	
		9ME	16159	PLATE-GUIDE	0	BUY IN	9.47	0.48152059134107694	4.559999999999999	14.03	15.43	
		9ME	161591	PLATE-GUIDE	0	BUY IN	9.47	0.48152059134107694	4.559999999999999	14.03	15.43	
		9ME	161843	LEVER-SHIFT ROD	0	BUY IN	8.28	0.4818840579710146	3.99	12.27	13.5	
		9ME	161864	SHIFT ROD	0	BUY IN	15.45	0.4809061488673139	7.43	22.88	25.17	
		9ME	16198003	THRUST ROD	0	BUY IN	22.24	0.4815647482014391	10.710000000000004	32.95	36.25	
		9ME	1623815822A36	GC GENII -BASIC	0	BUY IN	1592.82	0.4814731105837445	766.8999999999999	2359.72	2595.69	
		9ME	1623815822A53	GC ALPHA GENII	0	NO LOCAT	2770.21	0.48147613357832075	1333.79	4104	4514.4	
		9ME	1623815822A55	GC ALPHA GENII	0	BUY IN	2375.97	0.4814791432551758	1143.98	3519.95	3871.95	
		9ME	162541	S/S        16254  6	0	BUY IN	14	0.4814285714285713	6.739999999999998	20.74	22.81	
		9ME	1630667	STUD	0	BUY IN	10.44	0.4808429118773948	5.020000000000001	15.46	17.01	
		9ME	1637270	S/S    16  56296	0	BUY IN	8.36	0.48086124401913893	4.020000000000001	12.38	13.62	
		9ME	1638525	STUD	0	BUY IN	4.83	0.48033126293995865	2.3200000000000003	7.15	7.87	
		9ME	16418294A16	GC BRAVO II	0	BUY IN	4228.62	0.48148095596199236	2036	6264.62	6891.08	
		9ME	1646911	STUD	0	BUY IN	3.23	0.48297213622291024	1.56	4.79	5.27	
		9ME	1649915	S/S	0	BUY IN	7.17	0.48117154811715473	3.4499999999999993	10.62	11.68	
		9ME	16516	S/S	0	BUY IN	28.59	0.4812871633438266	13.760000000000002	42.35	46.59	
		9ME	16562972	S/S    16 8M0034463	0	BUY IN	7.13	0.4810659186535765	3.4300000000000006	10.56	11.62	
		9ME	1656766	STUD @2	2	ZBH01	6.36	0.481132075471698	3.0599999999999996	9.42	10.36	
		9ME	1658138	S/S	0	BUY IN	10.1	0.48118811881188134	4.860000000000001	14.96	16.46	
		9ME	1659579	STUD	0	BUY IN	11.03	0.4814143245693564	5.3100000000000005	16.34	17.97	
		9ME	1659625	S/S	0	BUY IN	22.32	0.4811827956989248	10.740000000000002	33.06	36.37	
		9ME	16627	S/S	0	BUY IN	226.39	0.4814700295949468	109	335.39	368.93	
		9ME	1664066	STUD	0	BUY IN	13.74	0.48107714701601173	6.610000000000001	20.35	22.39	
		9ME	1665947	S/S	0	BUY IN	10.73	0.4818266542404473	5.17	15.9	17.49	
		9ME	1667-9011J6	GC 115-125 LG BLK	0	BUY IN	3378.97	0.11111078227980718	375.44000000000005	3754.41	4129.85	
		9ME	16670654	STUD @2	0	BUY IN	6.76	0.4807692307692308	3.25	10.01	11.01	
		9ME	16679011J4	GEAR HSG-4S XL	0	BUY IN	3089.21	0.48148232072277364	1487.3999999999996	4576.61	5034.27	
		9ME	1668166	STUD	0	BUY IN	7.73	0.47994825355756776	3.709999999999999	11.44	12.58	
		9ME	1668167	STUD	0	BUY IN	14.74	0.4816824966078697	7.1	21.84	24.02	
		9ME	1669501	STUD	0	BUY IN	5.76	0.48090277777777773	2.7699999999999996	8.53	9.38	
		9ME	16709A2	SEAL KIT	0	BUY IN	120.76	0.4813680026498839	58.12999999999998	178.89	196.78	
		9ME	1671417	S/S	0	BUY IN	12.4	0.48145161290322586	5.970000000000001	18.37	20.21	
		9ME	16755Q1	INSTALL KIT @2	3	ZBH06	17.73	0.48110547095318673	8.530000000000001	26.26	28.89	
		9ME	168116533	S/S    16 879194300	0	BUY IN	3.12	0.4807692307692307	1.5	4.62	5.08	
		9ME	16818192	STUD	0	BUY IN	11.88	0.4814814814814815	5.720000000000001	17.6	19.36	
		9ME	16818834	STUD	0	BUY IN	11.78	0.4813242784380306	5.67	17.45	19.2	
		9ME	16841A2	S/S        16841Q02	0	BUY IN	20.24	0.48122529644268786	9.740000000000002	29.98	32.98	
		9ME	16861577	STUD	0	BUY IN	4.27	0.4824355971896957	2.0600000000000005	6.33	6.96	
		9ME	16866562	STUD	0	BUY IN	6.39	0.480438184663537	3.070000000000001	9.46	10.41	
		9ME	16879	ROLLER	1	ZBH01	2.16	0.47685185185185175	1.0299999999999998	3.19	3.51	
		9ME	1687901	S/S	0	BUY IN	10.55	0.4805687203791467	5.0699999999999985	15.62	17.18	
		9ME	16892561001	STUD	0	BUY IN	5.08	0.4783464566929133	2.4299999999999997	7.51	8.26	
		9ME	16899T	HOLDER	0	BUY IN	6.43	0.48055987558320373	3.09	9.52	10.47	
		9ME	168M0022149	STUD	0	BUY IN	21.09	0.4812707444286391	10.149999999999999	31.24	34.36	
		9ME	168M0034454	STUD	0	BUY IN	8.77	0.48004561003420765	4.210000000000001	12.98	14.28	
		9ME	16909A2	MOUNT KIT-DUAL	0	BUY IN	37.43	0.4811648410366016	18.009999999999998	55.44	60.98	
		9ME	1695505M	S/S	0	BUY IN	12.52	0.48083067092651754	6.02	18.54	20.39	
		9ME	17021	S/S	0	BUY IN	2.46	0.47560975609756095	1.17	3.63	3.99	
		9ME	1715878	PIN-CLEVIS	0	BUY IN	12.37	0.4810024252223122	5.950000000000001	18.32	20.15	
		9ME	1716150	PIN	1	ZBH01	3.12	0.4807692307692307	1.5	4.62	5.08	
		9ME	17161502	PIN-CLUTCH	0	BUY IN	2.38	0.47899159663865554	1.1400000000000001	3.52	3.87	
		9ME	1716179	PIN	0	BUY IN	1.6	0.48125	0.77	2.37	2.61	
		9ME	17161791	PIN	0	BUY IN	2.34	0.4829059829059831	1.1300000000000003	3.47	3.82	
		9ME	1716419	PIN-CLEVIS	0	BUY IN	8.02	0.4812967581047383	3.860000000000001	11.88	13.07	
		9ME	1717554M	SHEAR PIN @10	0	BUY IN	5.13	0.4795321637426901	2.46	7.59	8.35	
		9ME	1720009	PIN @5	0	BUY IN	4.16	0.4807692307692307	2	6.16	6.78	
		9ME	17220	LEVER	0	BUY IN	15.23	0.48063033486539725	7.32	22.55	24.81	
		9ME	1722060	S/S	0	BUY IN	18.57	0.4808831448572967	8.93	27.5	30.25	
		9ME	17280A2	PLATE KIT-INLET	1	ZBH02	65.72	0.4812842361533779	31.629999999999995	97.35	107.09	
		9ME	1729077	S/S	0	BUY IN	4.61	0.4793926247288503	2.21	6.82	7.5	
		9ME	1733649	S/S	0	BUY IN	3.23	0.48297213622291024	1.56	4.79	5.27	
		9ME	1734673	PIN	0	BUY IN	24.21	0.48120611317637335	11.649999999999999	35.86	39.45	
		9ME	1736241A1	S/S	0	BUY IN	45.89	0.4813684898670735	22.090000000000003	67.98	74.78	
		9ME	1743044	PIN-DOWEL-SOLID	0	BUY IN	3.79	0.4802110817941953	1.8200000000000003	5.61	6.17	
		9ME	1744166	PIN-PIVOT	0	BUY IN	78.45	0.48145315487571694	37.769999999999996	116.22	127.84	
		9ME	1745735	PIN-PIVOT	0	BUY IN	85.06	0.481424876557724	40.95	126.01	138.61	
		9ME	1745738	PIN-PIVOT	0	BUY IN	76.82	0.4813850559750066	36.980000000000004	113.8	125.18	
		9ME	1747175	PIN @2	0	BUY IN	4.57	0.4814004376367613	2.1999999999999993	6.77	7.45	
		9ME	174791	HSG,VALVES&	0	BUY IN	86.53	0.11105974806425517	9.61	96.14	105.75	
		9ME	1758998	PIN-ROLL	0	BUY IN	5.5	0.4800000000000001	2.6400000000000006	8.14	8.95	
		9ME	176431	SNAP ROD @2	0	BUY IN	2.6	0.4807692307692307	1.25	3.85	4.24	
		9ME	176461	KIT AY,RMT OI	0	BUY IN	38.34	0.11085028690662492	4.25	42.59	46.85	
		9ME	1771418A2	PIN	0	BUY IN	49.31	0.48124112756033266	23.730000000000004	73.04	80.34	
		9ME	1777361A1	PIN KIT	0	BUY IN	44.74	0.48144836835046934	21.54	66.28	72.91	
		9ME	17791R97	PH 100-125 2S -RM	0	BUY IN	5594.52	0.4814800912321342	2693.6499999999996	8288.17	9116.99	
		9ME	17814001	PIN-CLEVIS	0	BUY IN	5.28	0.4791666666666665	2.5299999999999994	7.81	8.59	
		9ME	178151111	S/S    17 815111	0	BUY IN	3.68	0.4809782608695652	1.77	5.45	6	
		9ME	17815111Q02	SHEAR PIN KT@2	0	BUY IN	11.59	0.48058671268334774	5.57	17.16	18.88	
		9ME	17815953A01	ANCHOR PIN ASSY	0	BUY IN	21.92	0.4808394160583941	10.54	32.46	35.71	
		9ME	1781880M	S/S	0	BUY IN	8.36	0.48086124401913893	4.020000000000001	12.38	13.62	
		9ME	17819707	PIN-TILT	0	BUY IN	9.4	0.48085106382978715	4.52	13.92	15.31	
		9ME	17821539	PIN-TRILOBE	0	BUY IN	5.83	0.4819897084048028	2.8100000000000005	8.64	9.5	
		9ME	17822481001	PIN-ANCHOR	0	BUY IN	57.51	0.48148148148148157	27.690000000000005	85.2	93.72	
		9ME	1782355M	S/S	0	BUY IN	4.65	0.47956989247311815	2.2299999999999995	6.88	7.57	
		9ME	1782357M	S/S	0	BUY IN	3.75	0.4826666666666666	1.8099999999999996	5.56	6.12	
		9ME	17826432A2	PIN ASY-SWIVEL-BL	0	BUY IN	709.09	0.4814762583028952	341.40999999999997	1050.5	1155.55	
		9ME	1782982M	S/S	0	BUY IN	2.16	0.47685185185185175	1.0299999999999998	3.19	3.51	
		9ME	17851874004	S/S    17 8M0091498	0	BUY IN	9.51	0.48054679284963203	4.57	14.08	15.49	
		9ME	1785593	ROLL PIN	0	BUY IN	4.24	0.4787735849056602	2.0299999999999994	6.27	6.9	
		9ME	178M0020942	PIN-CROSS @2	1	ZBH02	2.12	0.4811320754716981	1.02	3.14	3.45	
		9ME	178M0073409	PIN	0	BUY IN	42.21	0.4811656005685857	20.310000000000002	62.52	68.77	
		9ME	178M0084681	S/S    17 8M0100263	4	ZBH02	1.49	0.4765100671140941	0.7100000000000002	2.2	2.42	
		9ME	178M0091498	PIN-CYLINDER	0	BUY IN	13.82	0.4804630969609262	6.640000000000001	20.46	22.51	
		9ME	178M0100263	PIN @3	0	ZB	2.34	0.4829059829059831	1.1300000000000003	3.47	3.82	
		9ME	1795218	S/S	0	BUY IN	2.34	0.4829059829059831	1.1300000000000003	3.47	3.82	
		9ME	179521811	PIN-ROLL	0	BUY IN	1.82	0.4835164835164836	0.8800000000000001	2.7	2.97	
		9ME	17952186	ROLL PIN	0	BUY IN	1.94	0.4742268041237113	0.9199999999999999	2.86	3.15	
		9ME	17952189	DOWEL PIN @5	1	ZBH02	1.82	0.47252747252747257	0.8600000000000001	2.68	2.95	
		9ME	1799353	S/S    17 8M0073409	0	BUY IN	28.89	0.481135340948425	13.899999999999999	42.79	47.07	
		9ME	17997A1	SPRING KIT	0	BUY IN	12.78	0.48122065727699537	6.15	18.93	20.82	
		9ME	1826811	PIN-COTTER	0	BUY IN	1.01	0.4752475247524752	0.48	1.49	1.64	
		9ME	1846950	PIN-COTTER	2	ZBH02	4.21	0.479809976247031	2.0200000000000005	6.23	6.85	
		9ME	18469501	PIN-COTTER	0	ZB	3.87	0.4780361757105942	1.8499999999999996	5.72	6.29	
		9ME	1847959	PIN-COTTER @2	0	BUY IN	5.09	0.48133595284872305	2.45	7.54	8.29	
		9ME	1854929	PIN-COTTER	2	ZBH02	10.93	0.48032936870997256	5.25	16.18	17.8	
		9ME	18643A5	COUPLING ASSY	0	BUY IN	287.37	0.4814350836900164	138.35000000000002	425.72	468.29	
		9ME	18643A8	COUPLER ASSY NO LONGER AVAIL	0	BUY IN	322.84	0.481476892578367	155.44	478.28	526.11	
		9ME	18806	PLATE	0	BUY IN	0	#DIV/0!	0	0	0	
		9ME	18815026	PIN-COTTER @5	4	ZBH02	2.2	0.4772727272727271	1.0499999999999998	3.25	3.58	
		9ME	1882132M	PIN-COTTER @5	0	BUY IN	1.97	0.48223350253807107	0.95	2.92	3.21	
		9ME	18859746	S/S	0	BUY IN	1.04	0.4807692307692307	0.5	1.54	1.69	
		9ME	18920A1	VALVE ASSEMBLY	1	ZBH02	112.05	0.4813922356091032	53.94000000000001	165.99	182.59	
		9ME	1895295	PIN-COTTER @5	5	ZBH02	2.23	0.4798206278026905	1.0699999999999998	3.3	3.63	
		9ME	19106	COVER	0	BUY IN	32.16	0.48103233830845793	15.470000000000006	47.63	52.39	
		9ME	1914842	CAP @5	0	BUY IN	2.97	0.4814814814814815	1.4300000000000002	4.4	4.84	
		9ME	1920011	PLUG-WELCH @2	0	BUY IN	4.2	0.48095238095238085	2.0199999999999996	6.22	6.84	
		9ME	19241	S/S	0	BUY IN	20.65	0.4808716707021792	9.93	30.58	33.64	
		9ME	19253	S/S	0	BUY IN	1121.7	0.4814745475617366	540.0699999999999	1661.77	1827.95	
		9ME	19269	S/S  1395 823707  2	0	BUY IN	98.91	0.48134667879890825	47.610000000000014	146.52	161.17	
		9ME	19299A1	VENT ASSY	0	BUY IN	13.97	0.4810307802433787	6.720000000000001	20.69	22.76	
		9ME	1932298	PLUG @5	0	BUY IN	4.42	0.4819004524886878	2.13	6.55	7.21	
		9ME	1932652	PLUG	0	BUY IN	6.46	0.4814241486068112	3.1100000000000003	9.57	10.53	
		9ME	1934270	PLUG-1.625	0	BUY IN	6.8	0.48088235294117654	3.2700000000000005	10.07	11.08	
		9ME	19475791	S/S    19  47579	0	BUY IN	4.57	0.4814004376367613	2.1999999999999993	6.77	7.45	
		9ME	19543A10	S/S       865436A02	0	BUY IN	113.79	0.4815010106336234	54.790000000000006	168.58	185.44	
		9ME	19543A8	S/S        19543A10	0	BUY IN	183.03	0.48145112823034464	88.11999999999998	271.15	298.27	
		9ME	19543T2	S/S       865436A03	0	BUY IN	134.25	0.48141527001862194	64.63	198.88	218.77	
		9ME	1955349	S/S	0	BUY IN	4.13	0.47941888619854733	1.9800000000000004	6.11	6.72	
		9ME	19616A1	S/S	0	BUY IN	16.3	0.4815950920245397	7.849999999999998	24.15	26.57	
		9ME	19624A1	SEAL KIT	0	ZB	12.22	0.4811783960720131	5.880000000000001	18.1	19.91	
		9ME	19643	SEAL @15	8	ZBH02	2.05	0.4780487804878049	0.98	3.03	3.33	
		9ME	1964649	PLUG @2	1	ZBH02	4.94	0.48178137651821856	2.38	7.32	8.05	
		9ME	19755A4	S/S        19755A08	0	BUY IN	104.44	0.4814247414783608	50.28	154.72	170.19	
		9ME	19808668	S/S	0	BUY IN	53.17	0.4812864397216476	25.590000000000003	78.76	86.64	
		9ME	19815951	CAP @5	5	ZBH02	8.8	0.4795454545454544	4.219999999999999	13.02	14.32	
		9ME	19824473	PLUG	0	BUY IN	3.46	0.47976878612716767	1.6600000000000001	5.12	5.63	
		9ME	19824928001	PLUG	1	ZBH02	3.21	0.4766355140186917	1.5300000000000002	4.74	5.21	
		9ME	19855566	PLUG	0	BUY IN	2.75	0.4800000000000001	1.3200000000000003	4.07	4.48	
		9ME	19879194296	PLUG-WATER	0	BUY IN	2.01	0.47761194029850773	0.9600000000000004	2.97	3.27	
		9ME	200206	BOTTOM CROSS B/BOARD LEG	0	BUY IN	4.46	0.10986547085201799	0.4900000000000002	4.95	5.45	
		9ME	200219	BERM SPACER	0	BUY IN	5.86	0.10921501706484636	0.6399999999999997	6.5	7.15	
		9ME	204307	MISC	0	BUY IN	24.4	0.11065573770491816	2.700000000000003	27.1	29.81	
		9ME	208652	PLATE-EV 1	0	BUY IN	42.86	0.1110592627158189	4.759999999999998	47.62	52.38	
		9ME	2142657A3	VALVE ASSY-CHECK	0	ZB	5.98	0.48160535117056835	2.879999999999999	8.86	9.75	
		9ME	2142990A10	S/S    21 857005A 1	0	BUY IN	9.36	0.4807692307692308	4.5	13.86	15.25	
		9ME	2164871	VALVE-CHECK	2	ZBH02	9.46	0.4809725158562366	4.549999999999999	14.01	15.41	
		9ME	21857005A1	DIAPHRAM KIT	3	ZBH02	24.45	0.4809815950920246	11.760000000000002	36.21	39.83	
		9ME	21862271A1	CHECK VALVE KIT	3	ZBH09	127.57	0.4813827702437877	61.41	188.98	207.88	
		9ME	218M2017060	VALVE-PCV	0	BUY IN	6.84	0.47953216374269	3.2799999999999994	10.12	11.13	
		9ME	21919420T10	COWL-TOP-BLACK	0	BUY IN	343.63	0.48147717021214675	165.45	509.08	559.99	
		9ME	2212524	PLUG	0	BUY IN	2.38	0.47899159663865554	1.1400000000000001	3.52	3.87	
		9ME	2213035002	FITTING	0	BUY IN	15.78	0.4816223067173637	7.6	23.38	25.72	
		9ME	2213563Q3	FITTING-FUEL@2	0	NO LOCAT	13.41	0.48098434004474266	6.449999999999999	19.86	21.85	
		9ME	2213563Q7	FITTING-FUEL@2	0	FF07	18.24	0.4813596491228071	8.780000000000001	27.02	29.72	
		9ME	2215781A9	CONNECTOR-FUEL	0	BUY IN	47.21	0.4812539716161831	22.720000000000006	69.93	76.92	
		9ME	2216604	FITTING	0	BUY IN	10.29	0.4810495626822159	4.950000000000001	15.24	16.76	
		9ME	2220445	S/S    22  89097	0	BUY IN	3.94	0.47969543147208127	1.8900000000000001	5.83	6.41	
		9ME	22291112	FITTING	0	BUY IN	4.21	0.479809976247031	2.0200000000000005	6.23	6.85	
		9ME	2232125	CONNECTOR	0	BUY IN	14.97	0.1108884435537741	1.6599999999999984	16.63	18.29	
		9ME	2232561	PLUG @2	0	BUY IN	8.25	0.4800000000000001	3.960000000000001	12.21	13.43	
		9ME	22328022	PLUG-(BRASS)@2	0	BUY IN	9.77	0.48106448311156613	4.700000000000001	14.47	15.92	
		9ME	2238992	FITTING-NIPPLE	0	BUY IN	64.23	0.4813949867663086	30.92	95.15	104.67	
		9ME	2242683	CONNECTOR	0	BUY IN	46.08	0.48133680555555575	22.180000000000007	68.26	75.09	
		9ME	22428611	PLUG-PIPE	1	ZBH02	10.29	0.4810495626822159	4.950000000000001	15.24	16.76	
		9ME	22433351	CONNECTOR	0	BUY IN	6.58	0.48024316109422494	3.16	9.74	10.71	
		9ME	2248118	S/S	0	BUY IN	10.73	0.4818266542404473	5.17	15.9	17.49	
		9ME	2248336	PLUG	0	BUY IN	7.65	0.4810457516339869	3.6799999999999997	11.33	12.46	
		9ME	2256800	PLUG-PIPE	1	ZBH02	8.14	0.48034398034398035	3.91	12.05	13.26	
		9ME	2259169003	FITTING @2	2	ZBH02	6.98	0.481375358166189	3.3599999999999994	10.34	11.37	
		9ME	2260720	S/S	0	BUY IN	39.21	0.4812547819433817	18.869999999999997	58.08	63.89	
		9ME	2263670	S/S	0	BUY IN	4.35	0.48045977011494273	2.0900000000000007	6.44	7.08	
		9ME	2267902	FITTING	0	BUY IN	13.11	0.48131197559115196	6.310000000000002	19.42	21.36	
		9ME	2273816	S/S	0	BUY IN	10.7	0.48037383177570103	5.140000000000001	15.84	17.42	
		9ME	2274036	FITTING @2	0	BUY IN	5.5	0.4800000000000001	2.6400000000000006	8.14	8.95	
		9ME	2276256	FITTING	0	BUY IN	7.69	0.4811443433029909	3.7	11.39	12.53	
		9ME	2277863	FITTING	0	BUY IN	18.83	0.4811471056824218	9.060000000000002	27.89	30.68	
		9ME	22806608A02	S/S    22 8M0119211	0	ZBH02	10.33	0.48015488867376566	4.959999999999999	15.29	16.82	
		9ME	22812960006	NIPPLE	0	BUY IN	4.68	0.4807692307692308	2.25	6.93	7.62	
		9ME	22813613	FITTING	0	BUY IN	4.16	0.4807692307692307	2	6.16	6.78	
		9ME	22814382	CONNECTOR	0	BUY IN	7.81	0.4801536491677338	3.750000000000001	11.56	12.72	
		9ME	22815045	COCK-FUEL	0	BUY IN	41.47	0.4815529298287919	19.97	61.44	67.58	
		9ME	22815914	FITTING	0	BUY IN	4.24	0.4787735849056602	2.0299999999999994	6.27	6.9	
		9ME	22816594A1	S/S	0	BUY IN	9.47	0.48152059134107694	4.559999999999999	14.03	15.43	
		9ME	228189941	VALVE-CHECK	1	BH02	28.93	0.48150708606982373	13.93	42.86	47.15	
		9ME	2285822A10	CONNECTOR ASSY	0	BUY IN	11.51	0.48132059079061695	5.540000000000001	17.05	18.76	
		9ME	2285822A4	PICKUP ASSY	0	BUY IN	11.18	0.48121645796064394	5.379999999999999	16.56	18.22	
		9ME	22858955	CONNECTOR	0	BUY IN	1.64	0.475609756097561	0.78	2.42	2.66	
		9ME	22859747	FITTING	0	BUY IN	7.55	0.48079470198675495	3.63	11.18	12.3	
		9ME	22860382	CONNECTOR-SPEEDO	0	BUY IN	15.6	0.4814102564102564	7.51	23.11	25.42	
		9ME	22861150T02	FITTING ASY-90 DG	0	ZBH02	6.58	0.48024316109422494	3.16	9.74	10.71	
		9ME	22861163	CONNECTOR	0	BUY IN	11.92	0.4815436241610738	5.74	17.66	19.43	
		9ME	22861406	SOCKET-QUICK CONN	1	ZBH08	64.05	0.4814988290398127	30.840000000000003	94.89	104.38	
		9ME	22862210A01	ELBOW KIT	3	ZBH06	20.2	0.48118811881188134	9.720000000000002	29.92	32.91	
		9ME	22862225	COUPLING ASSY	0	BUY IN	10.91	0.48120989917506873	5.25	16.16	17.78	
		9ME	22862603	ADAPTOR-QUICK CNT	0	BUY IN	4.57	0.4814004376367613	2.1999999999999993	6.77	7.45	
		9ME	22862813	FITTING-FLARED	0	BUY IN	24.74	0.4810024252223122	11.900000000000002	36.64	40.3	
