As at 27.02.2026		Franchise	Part	Description	Stock OH	Bin	Daily	MU	GP	List	Retail+ GST	
		MIN	603004	BOW MOUNT BRACKET - Q/R	0	BUY IN	74.69	0.6917927433391351	51.67	126.36	139	
		MIN	603009	QUICK RELEASE BRACKET - WHT	4	AA05	180.15	0.20605051346100473	37.120000000000005	217.27	239	
		MIN	603017	ELECTRIC STEER QRB - MK-32	0	BUYIN	169	0.33940828402366874	57.360000000000014	226.36	249	
		MIN	603020	TRANSDUCER MNT KIT - MKR15	2	BUY IN	46.78	0.49636596836254804	23.22	70	77	
		MIN	603022	OUTBOARD EXT HANDLE - 460MM	0	BUY IN	14.83	0.6486850977747808	9.62	24.45	26.9	
		MIN	603027	MINN KOTA WATER PROOF PLUG 60A	2	AA05	246.83	0.17821982741157874	43.98999999999998	290.82	319.9	
		MIN	603028	PROPELLER - MKP2 MINN KOTA	0	BUY IN	39.34	0.40721911540416866	16.019999999999996	55.36	60.9	
		MIN	603032	PROPELLER - MKP6 MINN KOTA	0	BUY IN	37.63	1.7783683231464253	66.91999999999999	104.55	115.01	
		MIN	603040	PROPELLER - MKP8 MINN KOTA	0	AA05	45.26	0.47370746796288127	21.440000000000005	66.7	73.37	
		MIN	603041	PROPELLER - MKP32 MINN KOTA	0	AA05	75.06	0.5732747135624834	43.03	118.09	129.9	
		MIN	603042	PROPELLER - MKP33 MINN KOTA	0	AA05	109.79	0.6477821295199926	71.11999999999999	180.91	199	
		MIN	603052	PROPELLER NUT KIT - MKP9	0	ZBF4	20.48	0.5537109375	11.34	31.82	35	
		MIN	603119	MINN KOTA QIUICK RELEASE PUCK	0	BUYIN	33.25	0.6541353383458647	21.75	55	60.5	
		MIN	604104	MK RT POWERDRIVE 55LB 54" 12V	1	MOTORS	2380.88	0.3742061758677464	890.94	3271.82	3599	
		MIN	604106	MK RT POWERDRIVE 70LB 54" 12V	0	MOTORS	2744.75	0.32451042900081967	890.6999999999998	3635.45	3999	
		MIN	604110	MK RT TERROVA 55LB 54" 12V	1	MOTORS	3249.09	0.314774290647535	1022.7299999999996	4271.82	4699	
		MIN	604111	MK RT TERROVA 55LB 60" 12V	0	MOTORS	3333.42	0.22696809882943042	756.5799999999999	4090	4499	
		MIN	604112	MK RT TERROVA 80LB 54" 24V	0	MOTORS	3479.38	0.35839143755496655	1246.9799999999996	4726.36	5199	
		MIN	604113	MK RT TERROVA 80LB 60" 24V	0	MOTORS	3733.43	0.3146570312018708	1174.7500000000005	4908.18	5399	
		MIN	604114	MK RT TERROVA 80LB 72" 24V	1	MOTORS	4075.38	0.15973479773665267	650.9799999999996	4726.36	5199	
		MIN	604115	MK RT TERROVA 112LB 60" 36V	0	MOTORS	3730.85	0.33993325917686323	1268.2400000000002	4999.09	5499	
		MIN	604116	MK RT TERROVA 112LB 72" 36V	1	MOTORS	4094.73	0.331865593091608	1358.9	5453.63	5998.99	
		MIN	604120	MK RT TERROVA QUEST 60"	0	MOTORS	5329.9	0.33023133642282226	1760.1000000000004	7090	7799	
		MIN	604122	MK RT TERROVA QUEST 72"	2	MOTORS	5820.85	0.3117414123366861	1814.5999999999995	7635.45	8399	
		MIN	604124	MK RT TERROVA QUEST 87"	1	MOTORS	6773.92	0.32847745470864725	2225.08	8999	9898.9	
		MIN	604126	MK RT TERROVA QUEST 100	1	MOTORS	7681.78	0.3253321495799151	2499.13	10180.91	11199	
		MIN	604130	MK RT INSTINCT QUEST 60" WHITE	0	MOTORS	6746.78	0.3203602311028373	2161.4000000000005	8908.18	9799	
		MIN	604132	MK RT INSTINCT QUEST 72" WHITE	0	MOTORS	7206.8	0.32437975245601386	2337.7400000000007	9544.54	10498.99	
		MIN	604134	MK RT INSTINCT QUEST 87" WHITE	4	MOTORS	8356.81	0.32706140261654876	2733.1900000000005	11090	12199	
		MIN	604136	MK RT INSTINCT QUEST 100" WHIT	0	MOTORS	9353.49	0.32172376300183136	3009.24	12362.73	13599	
		MIN	604140	MK RT INSTINCT QUEST 60" BLACK	1	MOTORS	6746.78	0.3203602311028373	2161.4000000000005	8908.18	9799	
		MIN	604142	MK RT INSTINCT QUEST 72" BLACK	1	MOTORS	7451.24	0.2809331064359759	2093.300000000001	9544.54	10498.99	
		MIN	604144	MK RT INSTINCT QUEST 87" BLACK	1	MOTORS	8356.81	0.32706140261654876	2733.1900000000005	11090	12199	
		MIN	604146	MK RT INSTINCT QUEST 100" BLK	0	MOTORS	9353.49	0.32172376300183136	3009.24	12362.73	13599	
		MIN	604150	MK ULTREX QUEST DSC 45"	0	MOTORS	5529.8	0.31502405150276674	1742.0199999999995	7271.82	7999	
		MIN	604151	MINN KOTA ULTREX QUEST DSC 52"	0	MOTORS	5679.24	0.32844183376648994	1865.3000000000002	7544.54	8298.99	
		MIN	604152	MINN KOTA ULTREX QUEST DSC 60"	0	MOTORS	5828.69	0.32557401405804737	1897.67	7726.36	8499	
		MIN	604155	MINN KOTA ULTREX QUEST MSI 45"	0	MOTORS	5978.16	0.3228451563691839	1930.0200000000004	7908.18	8699	
		MIN	604156	MINN KOTA ULTREX QUEST MSI 52"	0	MOTORS	6127.61	0.3202537367750233	1962.3900000000003	8090	8899	
		MIN	604157	MINN KOTA ULTREX QUEST MSI 60"	0	MOTORS	6277.08	0.32936652073894246	2067.460000000001	8344.54	9178.99	
		MIN	604200	MK QR BRACKET QUEST WHITE	3	MOTORS	637.87	0.2541740480035117	162.13	800	880	
		MIN	604202	MK QR BRACKET QUEST BLACK	1	MOTORS	637.87	0.2541740480035117	162.13	800	880	
		MIN	604204	MK BOAT REINFORCE KIT QUEST	1	MOTORS	429.34	0.4800624213909724	206.11000000000007	635.45	699	
		MIN	604206	MK QR BRACKET H/D 72" WHITE	8	MOTORS	387.74	0.4747511218857999	184.08000000000004	571.82	629	
		MIN	604208	MK ELEC STR STABILIZER KIT V2	6	MOTORS	142.65	0.4593760953382404	65.53	208.18	229	
		MIN	604210	MK FT PED TERROVA POST 2017	2	MOTORS	377.79	0.44140924852431224	166.75999999999993	544.55	599.01	
		MIN	604212	MK FT PED ULTERRA POST 2017	0	MOTORS	339.03	0.606170545379465	205.51	544.54	598.99	
		MIN	604214	MK FOOT PEDAL INSTINCT QUEST	0	MOTORS	339.03	0.606170545379465	205.51	544.54	598.99	
		MIN	604216	MK FOOT PEDAL TERROVA QUEST	0	MOTORS	339.03	0.606170545379465	205.51	544.54	598.99	
		MIN	604218	MK MICRO REMOTE BT AFTER 2017	0	MOTORS	168.63	0.6167348633102058	104	272.63	299.89	
		MIN	604220	MK REMOTE T/S 2024 MOTORS	0	MOTORS	454.84	0.5969571717527044	271.52000000000004	726.36	799	
		MIN	604222	MK REMOTE CRADLE 2024 MOTORS	4	MOTORS	54.51	0.5826453861676757	31.759999999999998	86.27	94.9	
		MIN	604224	MK PROP QUEST MKP-39 WEEDLESS	0	MOTORS	77.9	0.6326059050064184	49.28	127.18	139.9	
		MIN	604226	MK PROP QUEST MKP-40 POWER	0	MOTORS	77.9	0.6326059050064184	49.28	127.18	139.9	
		MIN	604228	MK QR BRACKET ULTREX QUEST	0	MOTORS	335.6	0.5955005959475567	199.85000000000002	535.45	589	
		MIN	606124	TALON 12 FOOT BLACK	0	BUY IN	2871.51	0.2660412117666313	763.9399999999996	3635.45	3999	
		MIN	606133	TALON COVER 15FT	0	AA05	177.38	0.4094035404216936	72.62	250	275	
		MIN	606134	TALON QUICK CONNECT PLUG	0	BUY IN	55.78	1.7542129795625672	97.85	153.63	168.99	
		MIN	606142	MINN KOTA UNI ADAPTOR BRACKETS	0	BUY IN	586.17	0.08398587440503612	49.23000000000002	635.4	698.94	
		MIN	606144	TALON SANDWICH BRAKET ST	0	BUY IN	540.97	0.4788250734791208	259.03	800	880	
		MIN	606195	RAPTOR  8' AA BLACK	0	BUY IN	3213.44	0.41413251842262483	1330.7899999999995	4544.23	4998.65	
		MIN	607005	CONTROL BOX PLASTIC	0	ZCC07	13.46	1.0230312035661218	13.77	27.23	29.95	
		MIN	607019	WASHER 5/16	1	ZCC07	1.9	0.9157894736842107	1.7400000000000002	3.64	4	
		MIN	607036	MINN KOTA ARMATURE 55LB NEW	0	BUY IN	71.76	0.5202062430323299	37.33	109.09	120	
		MIN	607043	TRANSOM BRKT T/S MAXXUM	0	BUY IN	31.36	1.1737882653061225	36.81	68.17	74.99	
		MIN	607070	PLAIN END HOUSING	0	ZCC07	25.31	0.7779533781114185	19.69	45	49.5	
		MIN	607108	MINN KOTA TENSION KNOB	0	BUY IN	2.81	1.2597864768683273	3.5399999999999996	6.35	6.99	
		MIN	607164	COLLAR-DEPTH W/O INSERT	1	ZCC07	5.49	0.646630236794171	3.549999999999999	9.04	9.94	
		MIN	607168	DOLLAR-DRIVE C/W INSERT	0	ZCC07	4.7	0.9234042553191487	4.339999999999999	9.04	9.94	
		MIN	607234	MINN KOTA SPARE  WEDGE	0	BUY IN	0.95	3.736842105263158	3.55	4.5	4.95	
		MIN	607328	T BAR LATCH	0	BUY IN	2.38	2.819327731092437	6.71	9.09	10	
		MIN	607392	SHEER PIN - MINN KOTA	8	ZCC07	1.75	2.108571428571429	3.6900000000000004	5.44	5.98	
		MIN	607434	DEPTH COLLAR TENSIONER	0	BUY IN	16.4	0.6597560975609756	10.82	27.22	29.94	
		MIN	607461	MINN KOTA SCREW OFF SCREW KIT	0	BUY IN	7.72	0.7603626943005182	5.87	13.59	14.95	
		MIN	607617	MINN KOTA CIRCUIT BOARD	0	BUY IN	111.48	0.3455328310010764	38.519999999999996	150	165	
		MIN	607921	RIPTIDE ST FOOT PEDAL (CORDED)	0	BUY IN	133.72	0.6927909063715227	92.64000000000001	226.36	249	
		MIN	607981	QUICK RELEASE MOUNT PIN	0	BUY IN	32.89	0.9346305868044998	30.740000000000002	63.63	69.99	
		MIN	607982	SPEED COVER / LED HOLDER	0	BUY IN	27.55	0.48457350272232297	13.349999999999998	40.9	44.99	
		MIN	607992	MINN KOTA - COLLAR	0	ZCC07	15.98	0.7058823529411765	11.280000000000001	27.26	29.99	
		MIN	608040	BEARING ARMATURE	0	BUY IN	5.89	0.6960950764006792	4.1000000000000005	9.99	10.99	
		MIN	608064	MINN KOTA PART	0	BUY IN	4.37	1.881006864988558	8.219999999999999	12.59	13.85	
		MIN	608104	MINN KOTA CASE SEAL	0	BUY IN	0.46	4.934782608695652	2.27	2.73	3	
		MIN	608120	MINN KOTA PART	0	BUY IN	0.23	10.869565217391305	2.5	2.73	3	
		MIN	608124	MINN KOTA O-RING	0	BUY IN	0.46	4.934782608695652	2.27	2.73	3	
		MIN	608132	MINN KOTA PART	0	BUY IN	0.19	10.947368421052632	2.08	2.27	2.5	
		MIN	608136	MINN KOTA PART	0	BUY IN	0.19	10.947368421052632	2.08	2.27	2.5	
		MIN	608160	RETAINING RING	0	BUY IN	0.76	1.986842105263158	1.51	2.27	2.5	
		MIN	608196	MINN KOTA SEAL 880-003	0	BUY IN	2.09	1.3923444976076558	2.91	5	5.5	
		MIN	608200	MINN KOTA SHAFT SEAL	0	BUY IN	2.31	0.948051948051948	2.19	4.5	4.95	
		MIN	608232	MINN KOTA SPRING	0	BUY IN	0.66	3.4696969696969697	2.29	2.95	3.25	
		MIN	608606	MINN KOTA HOLDER CONNECTOR	1	ZCC07	0.74	3.054054054054054	2.26	3	3.3	
		MIN	608608	HANDLE	1	ZCC07	5.17	1.6286266924564796	8.42	13.59	14.95	
		MIN	608610	MINN KOTA WASHER #8	0	BUY IN	0.71	1.8873239436619718	1.3399999999999999	2.05	2.26	
		MIN	608616	MINN KOTA SIDE PLATE	0	BUYIN	17.86	1.0358342665173572	18.5	36.36	40	
		MIN	608636	MINN KOTA RAMP LEFT	0	BUY IN	3.46	0.8381502890173411	2.9000000000000004	6.36	7	
		MIN	608647	MINN KOTA SCREW 8-18 X .25	0	BUY IN	1.41	1.2553191489361704	1.7700000000000002	3.18	3.5	
		MIN	608655	MINN KOTA PAD RUBBER REST	0	BUY IN	1.92	1.109375	2.13	4.05	4.46	
		MIN	609038	MOTOR LOCK - MINN KOTA	0	BUY IN	25.62	0.5967993754878999	15.289999999999996	40.91	45	
		MIN	609320	MINNKOTA SEAL KIT	0	BUY IN	4.78	0.9497907949790795	4.54	9.32	10.25	
		MIN	609450	MINN KOTA STEERING BOX	0	00	237.74	0.3727601581559687	88.62	326.36	359	
		MIN	609543	NUT PROP MINN KOTA 80 & 112LB	0	ZCC07	1.61	2.3788819875776395	3.83	5.44	5.98	
		MIN	609550	MINN KOTA 112LB SIDE PLATE	0	BUYIN	26.6	0.8454887218045113	22.490000000000002	49.09	54	
		MIN	609578	MINN KOTA SERVICE BAG ASM	0	ZCC07	59.05	0.9244707874682474	54.59	113.64	125	
		MIN	BBB-BLA601464	MINN KOTA RT55 SP 54" SHAFT	0	BUY IN	683.27	0.3291670935354984	224.90999999999997	908.18	999	
		MIN	MKBC	MINN KOTA REMOTE BATTERY COVER	0	BUY IN	8.64	0.6203703703703702	5.359999999999999	14	15.4	
		MIN	MKL	MINN KOTA LANYARD FOR REMOTE	0	BUY IN	9.68	0.5919421487603307	5.73	15.41	16.95	
		MIN	SSER76864	MINN KOTA REPAIR SSER76864	0	BUY IN	565.75	0.3256738842244808	184.25	750	825	
		MON	MT1PB	MONSTER TOWER MT1 - P/C BLK	0	BUY IN	1083.64	0.2583883946698165	280	1363.64	1500	
		MON	MTK	MTK MONSTER TOWER POLISHED	0	BUY IN	1526.55	0.6073106023386067	927.0899999999999	2453.64	2699	
		MON	MTNAV	MTK WAKE TOWER NAV LIGHT	0	BUY IN	80.01	0.42032245969253834	33.629999999999995	113.64	125	
		MON	MTSVA	MONSTER RACK SWIVEL ADAPTOR	0	BUY IN	65.55	1.4270022883295197	93.54	159.09	175	
		MON	MTSVWR	SWIVEL WAKE/SURF COMBO RACK	0	BUY IN	340.92	0.3333040009386366	113.63	454.55	500.01	
		MSA	010-040-21	SEAFLOW PRESSURE PUMP 3.8 LPM	1	BB12	30.35	0.8	24.28	54.63	60.09	
		MSA	012-035-21	SEAFLOW COMPACT DIA PUMP 4.3L	0	DD16	22.5	0.8	18	40.5	44.55	
		MSA	045-040-41	SEAFLOW DIA PUMP 12V 17LPM	0	BB12	129.14	0.7999845129317021	103.31	232.45	255.7	
		MSA	05-29-105	SEAL FOR F5B-8 PUMP	0	BUY IN	8.84	0.7997737556561086	7.07	15.91	17.5	
		MSA	050-070-51	SEAFLO WASHDOWN KIT 5.0GPM 12V	1	BB13	207.57	0.528496410849352	109.69999999999999	317.27	349	
		MSA	09-1027BT	JOHNSON PUMP IMPELLER KIT	0	BUY IN	18.52	2.1501079913606915	39.82000000000001	58.34	64.17	
		MSA	09-603602	JOHNSON PUMP MICRO SWITCH	0	BUY IN	10.43	0.7996164908916586	8.34	18.77	20.65	
		MSA	10-24690-01	F4B-11 HIGH PRESS PUMP	1	MAL20	346.01	-0.9639605791740122	-333.53999999999996	12.47	13.72	
		MSA	10616	JOHNSON BULKHEAD FITTING 3/4"	0	BUY IN	27	0.8200000000000001	22.14	49.14	54.05	
		MSA	1116S	HOSE CLAMP 11-16MM SOLID	18	BUY IN	1.75	0.8032000000000001	1.4056000000000002	3.1556	3.47	
		MSA	1320S	HOSE CLAMP 13-20MM SOLID	16	BUY IN	1.86	0.8029032258064516	1.4934	3.3534	3.69	
		MSA	13407-07	JOHNSON AQUA JET 5.2GPM 12VOLT	1	BUY IN	282.75	0.6043854995579133	170.89	453.64	499	
		MSA	1627S	HOSE CLAMP 16-27MM SOLID	19	BUY IN	2.08	0.7980769230769231	1.6600000000000001	3.74	4.11	
		MSA	1944	HOSE CLAMP 19 - 44MM	18	BUY IN	2.05	0.8000000000000002	1.6400000000000001	3.69	4.06	
		MSA	2238S	HOSE CLAMP 22-38MM SOLID	13	BUY IN	2.27	0.8017621145374448	1.8199999999999998	4.09	4.5	
		MSA	3042S	HOSE CLAMP 30 - 42MM SOLID	16	BUY IN	2.38	0.7983193277310926	1.9000000000000004	4.28	4.71	
		MSA	3548S	HOSE CLAMP 35-48MM SOLID	26	BUY IN	2.57	0.8015564202334631	2.06	4.63	5.09	
		MSA	3553S	HOSE CLAMP 35 - 53MM SOLID	20	BUY IN	2.82	0.8014184397163122	2.2600000000000002	5.08	5.59	
		MSA	4057S	HOSE CLAMP 40-57MM SOLID	34	BUY IN	2.82	0.8014184397163122	2.2600000000000002	5.08	5.59	
		MSA	4064P	HOSE CLAMP 40-64MM PERFORATED	12	BUY IN	2.05	0.8000000000000002	1.6400000000000001	3.69	4.06	
		MSA	43-100-11	COBRA CLAMP 11.5 - 12.5MM	495	ZAD03	0.7	-0.9657142857142856	-0.6759999999999999	0.024	0.03	
		MSA	43-100-13	COBRA CLAMP 13.5MM - 15.0MM	149	ZAD03	0.72	0.8055555555555557	0.5800000000000001	1.3	1.43	
		MSA	43-100-15	COBRA CLAMP 15.5MM - 17.0MM	108	ZAD03	0.74	0.7702702702702704	0.5700000000000001	1.31	1.44	
		MSA	61101	CLABER SPRAY PISTOL	0	NO LOCAT	26.5	0.26	6.890000000000001	33.39	36.73	
		MSA	B21-2025	HOSETAIL BRONZE 3/4 X 1"	0	BUY IN	13.69	0.7998539079620162	10.950000000000001	24.64	27.1	
		MSA	BMF008	MAKO B1 FUEL HOSE 5/16"	0	SERVICE	3.15	0.8	2.52	5.67	6.24	
		MSA	BMF010	MAKO TYPE B1 FUEL HOSE 3/8"	0	SERVICE	3.6	0.8	2.8800000000000003	6.48	7.13	
		MSA	BMF012	FUEL HOSE 12MM 1/2" BLACK/ MTR	25	FF08	4.92	0.8008130081300812	3.9399999999999995	8.86	9.75	
		MSA	BRF008	FUEL HOSE - 8MM BLACK / MTR	0	BUY IN	3.22	0.7972049689440992	2.5669999999999997	5.787	6.37	
		MSA	BSBH-028	HOSE BILGE 28MM BLK PER MT	19	BUY IN	6	0.8000000000000002	4.800000000000001	10.8	11.88	
		MSA	BVS040	BALL VALVE 1 1/2 " BRASS	0	BUY IN	48.76	0.8000410172272354	39.01	87.77	96.55	
		MSA	CPH010	CLEAR REINFORCED - 10MM / MTR	24	DD17	1.48	0.7191216216216215	1.0642999999999998	2.5443	2.8	
		MSA	CPH012	CLEAR REINFORCED - 12MM / MTR	44	DD16	2.28	0.9912280701754388	2.2600000000000002	4.54	4.99	
		MSA	CPH016	CLEAR REINFORCED - 16MM / MTR	27	DD16	2.8	0.7692500000000001	2.1539	4.9539	5.45	
		MSA	CPH019	CLEAR REINFORCED - 20MM/P MTR	17	DD17	4.18	0.7392344497607656	3.09	7.27	8	
		MSA	CPH025	CLEAR REINFORCED - 25MM / MTR	0	BUYIN	4.94	0.7995951417004048	3.95	8.89	9.78	
		MSA	CVT010	CLEAR PVC HOSE - 10MM / MTR	0	DD17	0.2	4.1545	0.8309	1.0309	1.13	
		MSA	CVT012	CLEAR PVC HOSE - 12MM / MTR	0	BUY IN	0.82	0.5609756097560977	0.4600000000000001	1.28	1.41	
		MSA	CVT016	CLEAR PVC HOSE - 16MM / MTR	0	DD17	0.4	3.4499999999999997	1.38	1.78	1.96	
		MSA	CVT025	CLEAR PVC HOSE - 25MM / MTR	0	BUY IN	2.31	1.4848484848484849	3.43	5.74	6.31	
		MSA	CVT032	CLEAR PVC HOSE - 32MM / MTR	0	DD15	1.32	3.5	4.62	5.94	6.53	
		MSA	CVT040	CLEAR PVC HOSE - 40MM / MTR	0	DD15	1.98	3.5	6.93	8.91	9.8	
		MSA	DWH012/10SP	10 MTR FITTED SPIRAL HOSE	0	BUY IN	16.8	3.4999999999999996	58.8	75.6	83.16	
		MSA	DWH012/10SP/M	1/2" SPIRAL HOSE PER METRE	0	BUY IN	1.68	3.5	5.88	7.56	8.32	
		MSA	F4B-11	F4B-11 HIGH PRESS PUMP	0	BUY IN	315	0.8	252	567	623.7	
		MSA	FUEL06	FUEL HOSE 6MM - PER MTR	10	FF07	4.34	0.7318663594470047	3.1763000000000003	7.5163	8.27	
		MSA	FUEL08	FUEL HOSE - 8MM PER MTR	69	FF08	3.78	0.7554232804232807	2.8555000000000006	6.6355	7.3	
		MSA	FUEL10	FUEL HOSE - 10MM PER MTR	29	FF08	4.2	0.7795952380952381	3.2743	7.4743	8.22	
		MSA	FUEL16	FUEL HOSE BLACK 16MM P/MTR	11	FF09	7.9	0.7750886075949366	6.123199999999999	14.0232	15.43	
		MSA	G1100-01	SEAFLO BILGE PUMP 1100GPH 12V	3	DD16	22.3	1.0381165919282511	23.150000000000002	45.45	50	
		MSA	G1100-06	SEAFLO AUTO BILGE 1100GPH 12V	5	DD16	33.35	1.4530734632683657	48.46	81.81	89.99	
		MSA	G280-02	SEAFLO SUBMERS INLINE PUMP	0	DD16	50.73	0.7999211511925883	40.580000000000005	91.31	100.44	
		MSA	G500-01	SEAFLO BILGE PUMP 500GPH 12V	2	DD16	15.27	1.08316961362148	16.54	31.81	34.99	
		MSA	G750-01	SEAFLO BILGE PUMP 750GPH 12V	2	DD16	18.08	1.0105088495575223	18.270000000000003	36.35	39.99	
		MSA	G750-06	SEAFLO AUTO BILGE PUMP 750GPH	3	DD16	43.63	0.6665138666055463	29.07999999999999	72.71	79.98	
		MSA	G800-05	SEAFLO RA LIVE WELL KIT 800GPH	0	NO LOCAT	29.16	0.8000685871056242	23.330000000000002	52.49	57.74	
		MSA	GGF35	GRIFFIN FUEL FILTER SUIT BOWL	0	BUY IN	13.5	0.7949259259259259	10.7315	24.2315	26.65	
		MSA	HAS016	CLAMP 21-38MM WDRIVE SS	8	ZCG	1.85	1.4486486486486487	2.68	4.53	4.98	
		MSA	HAS06	CLAMP 11-22MM WDRIVE SS	20	ZCG	1.74	0.9540229885057471	1.66	3.4	3.74	
		MSA	HAS24	CLAMP 27-51MM WORMDRIVE SS	20	ZCG	2.05	1.209756097560976	2.4800000000000004	4.53	4.98	
		MSA	HAS28	HOSE CLAMP WORMDRIVE SS 33-57	6	GLENN	2.05	0.8000000000000002	1.6400000000000001	3.69	4.06	
		MSA	HAS40	CLAMP 52-76MM WDRIVE SS	10	ZCG	2.84	0.9154929577464791	2.6000000000000005	5.44	5.98	
		MSA	HEL012/30	HOSE CLEAR SPRING 1/2"	0	BUY IN	132	0.7999999999999999	105.6	237.6	261.36	
		MSA	HEL012MT	HOSE CLEAR SPRING 1/2" P/M	27	BUY IN	4.4	0.7999999999999998	3.5199999999999996	7.92	8.71	
		MSA	HELO19M	HOSE 19MM CLEAR SPIRAL P/MT	7	DD17	6.88	0.6708866279069767	4.6156999999999995	11.4957	12.65	
		MSA	M-1027BT	MAKO IMPELLER	0	BUY IN	12.7	2.84251968503937	36.099999999999994	48.8	53.68	
		MSA	MFF038	HOSE TYPE A2 11/2" PER 100MM	0	SERVICE	4.52	0.8008849557522126	3.620000000000001	8.14	8.95	
		MSA	MFF050	HOSE TYPE A2 2" PER 100MM	0	SERVICE	50	0.8	40	90	99	
		MSA	MFH020M	MAKO BILGE HOSE 3/4"	26	DD17	2.21	0.6380090497737557	1.4100000000000001	3.62	3.98	
		MSA	MFH028	BILGE HOSE - 28MM BLACK / MTR	15	GLENN	3.2	0.7999999999999998	2.5599999999999996	5.76	6.34	
		MSA	MIS049	SUPERCLAMP 304S/S 46-49MM	0	150	8.84	0.7997737556561086	7.07	15.91	17.5	
		MSA	MIS107	SUPERCLAMP 304 S/S 101-107MM	4	MAL11	16.2	-0.9682962962962963	-15.686399999999999	0.5136	0.56	
		MSA	MRF006	MARINE FUEL HOSE - 6MM / MTR	0	FF08	3.26	0.9265950920245402	3.0207000000000006	6.2807	6.91	
		MSA	MRF010	MARINE FUEL HOSE 3/8" PER MTR	0	BUYIN	9.78	0.5000000000000001	4.890000000000001	14.67	16.14	
		MSA	MRF010M	MAKO HOSE TYPE A1 3/8"	31	FF08	5.57	0.8007181328545779	4.459999999999999	10.03	11.03	
		MSA	MRF012	MARINE FUEL HOSE 1/2"  PER MTR	17	FF08	5.4	1.209259259259259	6.529999999999999	11.93	13.12	
		MSA	MRF016	MAKO TYPE A1 HOSE 5/8" PER MTR	0	SERVICE	7.4	0.7999999999999999	5.92	13.32	14.65	
		MSA	MSC12-20	MAKO CLAMP 316 S/S 12-20MM	0	SERVICE	1.5	0.8000000000000002	1.2000000000000002	2.7	2.97	
		MSA	MSC16-27	HOSE CLAMP 16-27MM 316SS	20	BUY IN	2.66	0.6390977443609023	1.7000000000000002	4.36	4.8	
		MSA	MSC25-40	MAKO CLAMP 316 S/S 25-40MM	0	NO LOCAT	2.84	0.7992957746478875	2.2700000000000005	5.11	5.62	
		MSA	N05-1510	BUSH 1/2" - 3/8" BSP	6	ZCG05	3.56	0.16292134831460664	0.5799999999999996	4.14	4.55	
		MSA	N10-015	1/2 " BSP F/M - F/M ELBOW	2	ZCG05	2.86	0.7937062937062938	2.27	5.13	5.64	
		MSA	N21-010	1/2" BSP - 3/8 TAIL	10	ZCG05	2.08	0.7980769230769231	1.6600000000000001	3.74	4.11	
		MSA	N21-1520	1/2 " BSP - 3/4 TAIL	8	ZCG05	5.06	0.8003952569169961	4.05	9.11	10.02	
		MSA	N22-025	SKIN FITTING NYLON - 1" (25MM)	0	BUY IN	6.8	0.8	5.44	12.24	13.46	
		MSA	NY28-008	TEE BARB TEFEN 8MM	4	BB13	2.87	0.794425087108014	2.2800000000000002	5.15	5.67	
		MSA	PEM0215W	TEE EQUAL 15MM	0	BB13	7.99	0.7997496871088862	6.390000000000001	14.38	15.82	
		MSA	S01-015	NIPPLE HEX 1/2" 316SS	0	BB13	2.64	0.7992424242424242	2.11	4.75	5.23	
		MSA	S01-020	HEX NIPPLE 316 S/S 3/4"	3	IND1	3.22	0.7344720496894409	2.3649999999999998	5.585	6.14	
		MSA	S05-1510	BUSH 316SS 1/2 X 3/8"	1	BB13	4.08	0.7990196078431372	3.26	7.34	8.07	
		MSA	S10-006	316 S/S ELBOW M/F 1/4"	0	SERVICE	2.45	0.7999999999999999	1.96	4.41	4.85	
		MSA	S10-015	ELBOW 316 SS M/F 1/2	4	BB13	2.96	0.7722972972972975	2.2860000000000005	5.246	5.77	
		MSA	S10-020	ELBOW 3/4" M/F 316 S/S	2	BB13	4.32	0.7505092592592592	3.2421999999999995	7.5622	8.32	
		MSA	S14-020	HOSE FITTING Y TYPE T S/S 3/4"	2	BB13	10.16	0.7998720472440944	8.1267	18.2867	20.12	
		MSA	S21-020	HOSE TAIL S/S 3/4"	4	BB13	4.01	0.7941147132169577	3.1844	7.1944	7.91	
		MSA	S21-0610	HOSE TAIL 316 S/S 1/4" X 3/8"	0	SERVICE	3.15	0.8	2.52	5.67	6.24	
		MSA	S21-1509	HOSETAIL 1/2 X 5/16" 316SS	4	BB13	3.41	0.8005865102639295	2.7299999999999995	6.14	6.75	
		MSA	S21-1520	HOSE TAIL 316 SS 1/2" X 3/4	4	BB13	3.23	0.785139318885449	2.536	5.766	6.34	
		MSA	S21-2015	HOSE TAIL S/S 3/4 X 1/2"	2	BB13	4.44	0.7995495495495495	3.55	7.99	8.79	
		MSA	S22-020	SKIN FITTING 316SS 3/4	2	JEAN	18.21	0.7189730917078526	13.092499999999998	31.3025	34.43	
		MSA	S22-020L	SKIN FITTING 120MM 3/4" S/S	0	BB13	29.9	0.8	23.92	53.82	59.2	
		MSA	S24-015	HOSE TAIL FEMALE 316SS 1/2"	0	BB13	19.38	0.8008255933952528	15.52	34.9	38.39	
		MSA	S32-016	316 S/S HOSE JOINER 5/8"	0	SERVICE	7.1	0.12816901408450707	0.9100000000000001	8.01	8.81	
		MSA	SFDPI-013-100-22	SEAFLO 12V DIAPHRAM PUMP 22	0	BUY IN	20	3.5520000000000005	71.04	91.04	100.14	
		MSA	SFHW2-060-01	SEAFLO HOSE COIL	1	BB12	42.96	0.800046554934823	34.37	77.33	85.06	
