		RIGGING KIT DESCRIPTION	Part Number	Build	Dealer	Factory	Kit CTD	MU	GP ($)	Kit Sell Price	Trade Price	Sub Dealer Price		NSM Lab	NSM Lab ($)	Additional Parts	Sundry	Total Install CTD	Install MU	Instal GP	Install Retail Sell	Install Trade Sell	Install Sub Dealer Sell		Total CTD	MU	GP	Sell Price	Trade Price	Sub Dealer Price		Parts & Accessories	CTD	Parts & Accessories	CTD	Parts & Accessories	CTD	Parts & Accessories	CTD	 	Fuel Filter	 	 	 	Control Cable Length	Control Cable Length	Control Cable Length	Control Cable Length	Control Cable Length	Control Cable Length	Control Cable Length	Control Cable Length	Control Cable Length	Control Cable Length	 	Dealer 1/7/22	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 703 Side Mount w 6Y8 2 Gauges, 11' Cables & Filter (up to 70HP)	703-6Y82S-11-05	Service	1325.94	53.037600000000005	1378.9776000000002	0.2525748984412269	348.29512727272686	1900	1805	1805		5.15	669.9681818181817	0	41.5	711.4681818181817	0.12443538649271989	88.53181818181815	880	836	836		2090.445781818182	0.2089635374683631	436.82694545454524	2780	2641	2641		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 11 Ft	.	.	.	.	.	.	.	.	.	 	1325.94	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 703 Side Mount w 6Y8 2 Gauges, 12' Cables & Filter (up to 70HP)	703-6Y82S-12-05	Service	1325.94	53.037600000000005	1378.9776000000002	0.2525748984412269	348.29512727272686	1900	1805	1805		5.15	669.9681818181817	0	41.5	711.4681818181817	0.12443538649271989	88.53181818181815	880	836	836		2090.445781818182	0.2089635374683631	436.82694545454524	2780	2641	2641		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 12 Ft	.	.	.	.	.	.	.	.	.	 	1325.94	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 703 Side Mount w 6Y8 2 Gauges, 13' Cables & Filter (up to 70HP)	703-6Y82S-13-05	Service	1325.94	53.037600000000005	1378.9776000000002	0.2525748984412269	348.29512727272686	1900	1805	1805		5.15	669.9681818181817	0	41.5	711.4681818181817	0.12443538649271989	88.53181818181815	880	836	836		2090.445781818182	0.2089635374683631	436.82694545454524	2780	2641	2641		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 13 Ft	.	.	.	.	.	.	.	.	.	 	1325.94	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 703 Side Mount w 6Y8 2 Gauges, 14' Cables & Filter (up to 70HP)	703-6Y82S-14-05	Service	1325.94	53.037600000000005	1378.9776000000002	0.2525748984412269	348.29512727272686	1900	1805	1805		5.15	669.9681818181817	0	41.5	711.4681818181817	0.12443538649271989	88.53181818181815	880	836	836		2090.445781818182	0.2089635374683631	436.82694545454524	2780	2641	2641		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 14 Ft	.	.	.	.	.	.	.	.	.	 	1325.94	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 703 Side Mount w 6Y8 2 Gauges, 15' Cables & Filter (up to 70HP)	703-6Y82S-15-05	Service	1325.94	53.037600000000005	1378.9776000000002	0.2525748984412269	348.29512727272686	1900	1805	1805		5.15	669.9681818181817	0	41.5	711.4681818181817	0.12443538649271989	88.53181818181815	880	836	836		2090.445781818182	0.2089635374683631	436.82694545454524	2780	2641	2641		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 15 Ft	.	.	.	.	.	.	.	.	.	 	1325.94	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 703 Side Mount w 6Y8 2 Gauges, 16' Cables & Filter (up to 70HP)	703-6Y82S-16-05	Service	1325.94	53.037600000000005	1378.9776000000002	0.2525748984412269	348.29512727272686	1900	1805	1805		5.15	669.9681818181817	0	41.5	711.4681818181817	0.12443538649271989	88.53181818181815	880	836	836		2090.445781818182	0.2089635374683631	436.82694545454524	2780	2641	2641		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 16 Ft	.	.	.	.	.	.	.	.	.	 	1325.94	 	 	 	 	 	 	 	 
		 	 		 	 	 			 				 	 		 	 							 			 						 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 703 Side Mount w 6Y8 2 Gauges, 7m Harness, 17' Cables & Filter (up to 70HP)	703-6Y82S-17-07	Service	1431.52	57.2608	1488.7808	0.25178694112414907	374.8555636363635	2050	1947.5	1947.5		5.5	715.4999999999999	0	45	760.4999999999999	0.1236626621242007	94.04545454545462	940	893	893		2249.2808	0.20846708787174018	468.901018181818	2990	2840.5	2840.5		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 16 Ft	.	.	.	.	.	.	.	.	.	 	1117.36	 	 	 	 	 	 	 	 
		 	 		 	 	 			 				 	 		 	 							 			 						 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 703 Side Mount w CL5 Gauge Kit, 11' Cables & Filter (up to 70HP)	703-CL51S-11-05	Service	2030.96	81.2384	2112.1984	0.25246498882611823	533.2561454545448	2910	2764.5	2764.5		5.15	669.9681818181817	0	41.5	711.4681818181817	0.12443538649271989	88.53181818181815	880	836	836		2823.666581818182	0.22020587261970176	621.7879636363632	3790	3600.5	3600.5		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 11 Ft	.	.	.	.	.	.	.	.	.	 	1325.94	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 703 Side Mount w CL5 Gauge Kit, 12' Cables & Filter (up to 70HP)	703-CL51S-12-05	Service	2034.74	81.3896	2116.1296	0.2501382455283196	529.3249454545448	2910	2764.5	2764.5		5.15	669.9681818181817	0	41.5	711.4681818181817	0.12443538649271989	88.53181818181815	880	836	836		2827.597781818182	0.21850942436341614	617.8567636363632	3790	3600.5	3600.5		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 11 Ft	.	.	.	.	.	.	.	.	.	 	1325.94	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 703 Side Mount w CL5 Gauge Kit, 15' Cables & Filter (up to 70HP)	703-CL51S-15-05	Service	2045.99	81.8396	2127.8296	0.2518090563437803	535.8067636363635	2930	2783.5	2783.5		5.15	669.9681818181817	0	41.5	711.4681818181817	0.12443538649271989	88.53181818181815	880	836	836		2839.2977818181816	0.21989189926333774	624.3385818181819	3810	3619.5	3619.5		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 11 Ft	.	.	.	.	.	.	.	.	.	 	1325.94	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 703 Side Mount w CL5 Gauge Kit, 16' Cables & Filter (up to 70HP)	703-CL51S-16-05	Service	2049.71	81.9884	2131.6984	0.2538017914388228	541.0288727272723	2940	2793	2793		5.15	669.9681818181817	0	41.5	711.4681818181817	0.12443538649271989	88.53181818181815	880	836	836		2843.166581818182	0.22142940724440133	629.5606909090907	3820	3629	3629		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 11 Ft	.	.	.	.	.	.	.	.	.	 	1325.94	 	 	 	 	 	 	 	 
		 	 		 	 	 			 				 	 		 	 							 			 						 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 703 Side Mount w CL5 Gauge Kit, 7m Harness, 17' Cables & Filter (up to 70HP)	703-CL51S-17-07	Service	2136.54	85.4616	2222.0016	0.2519424746670666	559.8165818181815	3060	2907	2907		5.5	715.4999999999999	0	45	760.4999999999999	0.1236626621242007	94.04545454545462	940	893	893		2982.5016	0.2192327529224581	653.862036363636	4000	3800	3800		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 16 Ft	.	.	.	.	.	.	.	.	.	 	1117.36	 	 	 	 	 	 	 	 
		 	 		 	 	 			 				 	 		 	 							 			 						 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 704 Binnacle Mount w 6Y5 2 Gauges, Cables & Filter (up to 70HP)	704-6Y52S-##-05	Service	1296.89	51.875600000000006	1348.7656000000002	0.2536715726654732	342.1434909090906	1860	1767	1767		5.9	767.5363636363635	0	54	821.5363636363635	0.12870564020847874	105.73636363636376	1020	969	969		2170.301963636364	0.206367529518808	447.87985454545424	2880	2736	2736		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 8 Ft	Control Cables (Supplied in Kit) - 11 Ft	Control Cables (Supplied in Kit) - 12 Ft	Control Cables (Supplied in Kit) - 13 Ft	Control Cables (Supplied in Kit) - 14 Ft	Control Cables (Supplied in Kit) - 15 Ft	Control Cables (Supplied in Kit) - 16 Ft	.	.	.	 	1035.17	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 704 Binnacle Mount w 6Y5 2 Gauges, 8' Cables & Filter (up to 70HP)	704-6Y52S-08-05	Service	1296.89	51.875600000000006	1348.7656000000002	0.2536715726654732	342.1434909090906	1860	1767	1767		5.9	767.5363636363635	0	54	821.5363636363635	0.12870564020847874	105.73636363636376	1020	969	969		2170.301963636364	0.206367529518808	447.87985454545424	2880	2736	2736		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 8 Ft	.	.	.	.	.	.	.	.	.	 	1296.89	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 704 Binnacle Mount w 6Y5 2 Gauges, 9' Cables & Filter (up to 70HP)	704-6Y52S-09-05	Service	1296.89	51.875600000000006	1348.7656000000002	0.2536715726654732	342.1434909090906	1860	1767	1767		5.9	767.5363636363635	0	54	821.5363636363635	0.12870564020847874	105.73636363636376	1020	969	969		2170.301963636364	0.206367529518808	447.87985454545424	2880	2736	2736		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 9 Ft	.	.	.	.	.	.	.	.	.	 	1296.89	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 704 Binnacle Mount w 6Y5 2 Gauges, 10' Cables & Filter (up to 70HP)	704-6Y52S-10-05	Service	1296.89	51.875600000000006	1348.7656000000002	0.2536715726654732	342.1434909090906	1860	1767	1767		5.9	767.5363636363635	0	54	821.5363636363635	0.12870564020847874	105.73636363636376	1020	969	969		2170.301963636364	0.206367529518808	447.87985454545424	2880	2736	2736		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 10 Ft	.	.	.	.	.	.	.	.	.	 	1296.89	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 704 Binnacle Mount w 6Y5 2 Gauges, 11' Cables & Filter (up to 70HP)	704-6Y52S-11-05	Service	1296.89	51.875600000000006	1348.7656000000002	0.2536715726654732	342.1434909090906	1860	1767	1767		5.9	767.5363636363635	0	54	821.5363636363635	0.12870564020847874	105.73636363636376	1020	969	969		2170.301963636364	0.206367529518808	447.87985454545424	2880	2736	2736		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 11 Ft	.	.	.	.	.	.	.	.	.	 	1296.89	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 704 Binnacle Mount w 6Y5 2 Gauges, 12' Cables & Filter (up to 70HP)	704-6Y52S-12-05	Service	1296.89	51.875600000000006	1348.7656000000002	0.2536715726654732	342.1434909090906	1860	1767	1767		5.9	767.5363636363635	0	54	821.5363636363635	0.12870564020847874	105.73636363636376	1020	969	969		2170.301963636364	0.206367529518808	447.87985454545424	2880	2736	2736		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 12 Ft	.	.	.	.	.	.	.	.	.	 	1296.89	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 704 Binnacle Mount w 6Y5 2 Gauges, 13' Cables & Filter (up to 70HP)	704-6Y52S-13-05	Service	1296.89	51.875600000000006	1348.7656000000002	0.2536715726654732	342.1434909090906	1860	1767	1767		5.9	767.5363636363635	0	54	821.5363636363635	0.12870564020847874	105.73636363636376	1020	969	969		2170.301963636364	0.206367529518808	447.87985454545424	2880	2736	2736		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 13 Ft	.	.	.	.	.	.	.	.	.	 	1296.89	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 704 Binnacle Mount w 6Y5 2 Gauges, 14' Cables & Filter (up to 70HP)	704-6Y52S-14-05	Service	1296.89	51.875600000000006	1348.7656000000002	0.2536715726654732	342.1434909090906	1860	1767	1767		5.9	767.5363636363635	0	54	821.5363636363635	0.12870564020847874	105.73636363636376	1020	969	969		2170.301963636364	0.206367529518808	447.87985454545424	2880	2736	2736		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 14 Ft	.	.	.	.	.	.	.	.	.	 	1296.89	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 704 Binnacle Mount w 6Y5 2 Gauges, 15' Cables & Filter (up to 70HP)	704-6Y52S-15-05	Service	1296.89	51.875600000000006	1348.7656000000002	0.2536715726654732	342.1434909090906	1860	1767	1767		5.9	767.5363636363635	0	54	821.5363636363635	0.12870564020847874	105.73636363636376	1020	969	969		2170.301963636364	0.206367529518808	447.87985454545424	2880	2736	2736		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 15 Ft	.	.	.	.	.	.	.	.	.	 	1296.89	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 704 Binnacle Mount w 6Y5 2 Gauges, 16' Cables & Filter (up to 70HP)	704-6Y52S-16-05	Service	1296.89	51.875600000000006	1348.7656000000002	0.2536715726654732	342.1434909090906	1860	1767	1767		5.9	767.5363636363635	0	54	821.5363636363635	0.12870564020847874	105.73636363636376	1020	969	969		2170.301963636364	0.206367529518808	447.87985454545424	2880	2736	2736		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 16 Ft	.	.	.	.	.	.	.	.	.	 	1296.89	 	 	 	 	 	 	 	 
		 	 		 	 	 			 				 	 		 	 							 			 						 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 704 Binnacle Mount w 6Y8 2 Gauges, Cables & Filter (up to 70HP)	704-6Y82S-##-05	Service	1505.47	60.2188	1565.6888000000001	0.25416772709644686	397.9475636363634	2160	2052	2052		5.9	767.5363636363635	0	54	821.5363636363635	0.12870564020847874	105.73636363636376	1020	969	969		2387.2251636363635	0.21099137816790003	503.68392727272703	3180	3021	3021		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 8 Ft	Control Cables (Supplied in Kit) - 11 Ft	Control Cables (Supplied in Kit) - 12 Ft	Control Cables (Supplied in Kit) - 13 Ft	Control Cables (Supplied in Kit) - 14 Ft	Control Cables (Supplied in Kit) - 15 Ft	Control Cables (Supplied in Kit) - 16 Ft	.	.	.	 	1216.31	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 704 Binnacle Mount w 6Y8 2 Gauges, 8' Cables & Filter (up to 70HP)	704-6Y82S-08-05	Service	1505.47	60.2188	1565.6888000000001	0.25416772709644686	397.9475636363634	2160	2052	2052		5.9	767.5363636363635	0	54	821.5363636363635	0.12870564020847874	105.73636363636376	1020	969	969		2387.2251636363635	0.21099137816790003	503.68392727272703	3180	3021	3021		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 8 Ft	.	.	.	.	.	.	.	.	.	 	1505.47	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 704 Binnacle Mount w 6Y8 2 Gauges, 9' Cables & Filter (up to 70HP)	704-6Y82S-09-05	Service	1505.47	60.2188	1565.6888000000001	0.25416772709644686	397.9475636363634	2160	2052	2052		5.9	767.5363636363635	0	54	821.5363636363635	0.12870564020847874	105.73636363636376	1020	969	969		2387.2251636363635	0.21099137816790003	503.68392727272703	3180	3021	3021		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 9 Ft	.	.	.	.	.	.	.	.	.	 	1505.47	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 704 Binnacle Mount w 6Y8 2 Gauges, 10' Cables & Filter (up to 70HP)	704-6Y82S-10-05	Service	1505.47	60.2188	1565.6888000000001	0.25416772709644686	397.9475636363634	2160	2052	2052		5.9	767.5363636363635	0	54	821.5363636363635	0.12870564020847874	105.73636363636376	1020	969	969		2387.2251636363635	0.21099137816790003	503.68392727272703	3180	3021	3021		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 10 Ft	.	.	.	.	.	.	.	.	.	 	1505.47	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 704 Binnacle Mount w 6Y8 2 Gauges, 11' Cables & Filter (up to 70HP)	704-6Y82S-11-05	Service	1505.47	60.2188	1565.6888000000001	0.25416772709644686	397.9475636363634	2160	2052	2052		5.9	767.5363636363635	0	54	821.5363636363635	0.12870564020847874	105.73636363636376	1020	969	969		2387.2251636363635	0.21099137816790003	503.68392727272703	3180	3021	3021		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 11 Ft	.	.	.	.	.	.	.	.	.	 	1505.47	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 704 Binnacle Mount w 6Y8 2 Gauges, 12' Cables & Filter (up to 70HP)	704-6Y82S-12-05	Service	1505.47	60.2188	1565.6888000000001	0.25416772709644686	397.9475636363634	2160	2052	2052		5.9	767.5363636363635	0	54	821.5363636363635	0.12870564020847874	105.73636363636376	1020	969	969		2387.2251636363635	0.21099137816790003	503.68392727272703	3180	3021	3021		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 12 Ft	.	.	.	.	.	.	.	.	.	 	1505.47	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 704 Binnacle Mount w 6Y8 2 Gauges, 13' Cables & Filter (up to 70HP)	704-6Y82S-13-05	Service	1505.47	60.2188	1565.6888000000001	0.25416772709644686	397.9475636363634	2160	2052	2052		5.9	767.5363636363635	0	54	821.5363636363635	0.12870564020847874	105.73636363636376	1020	969	969		2387.2251636363635	0.21099137816790003	503.68392727272703	3180	3021	3021		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 13 Ft	.	.	.	.	.	.	.	.	.	 	1505.47	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 704 Binnacle Mount w 6Y8 2 Gauges, 14' Cables & Filter (up to 70HP)	704-6Y82S-14-05	Service	1505.47	60.2188	1565.6888000000001	0.25416772709644686	397.9475636363634	2160	2052	2052		5.9	767.5363636363635	0	54	821.5363636363635	0.12870564020847874	105.73636363636376	1020	969	969		2387.2251636363635	0.21099137816790003	503.68392727272703	3180	3021	3021		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 14 Ft	.	.	.	.	.	.	.	.	.	 	1505.47	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 704 Binnacle Mount w 6Y8 2 Gauges, 15' Cables & Filter (up to 70HP)	704-6Y82S-15-05	Service	1505.47	60.2188	1565.6888000000001	0.25416772709644686	397.9475636363634	2160	2052	2052		5.9	767.5363636363635	0	54	821.5363636363635	0.12870564020847874	105.73636363636376	1020	969	969		2387.2251636363635	0.21099137816790003	503.68392727272703	3180	3021	3021		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 15 Ft	.	.	.	.	.	.	.	.	.	 	1505.47	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 704 Binnacle Mount w 6Y8 2 Gauges, 16' Cables & Filter (up to 70HP)	704-6Y82S-16-05	Service	1505.47	60.2188	1565.6888000000001	0.25416772709644686	397.9475636363634	2160	2052	2052		5.9	767.5363636363635	0	54	821.5363636363635	0.12870564020847874	105.73636363636376	1020	969	969		2387.2251636363635	0.21099137816790003	503.68392727272703	3180	3021	3021		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 16 Ft	.	.	.	.	.	.	.	.	.	 	1505.47	 	 	 	 	 	 	 	 
		 	 		 	 	 			 				 	 		 	 							 			 						 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 704 Binnacle Mount w CL5 Gauge Kit, 13' Cables & Filter (up to 70HP)	704-CL51S-13-05	Service	2210.48	88.4192	2298.8992	0.2535643936968536	582.9189818181817	3170	3011.5	3011.5		5.9	767.5363636363635	0	54	821.5363636363635	0.12870564020847874	105.73636363636376	1020	969	969		3120.4355636363634	0.22069205769851855	688.6553454545456	4190	3980.5	3980.5		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 13 Ft	.	.	.	.	.	.	.	.	.	 	1505.47	 	 	 	 	 	 	 	 
		 	 		 	 	 			 				 	 		 	 							 			 						 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 6X3 Concealed Mount w 6Y5 2 Gauges, Cables & Filter (up to 70HP)	6X3-6Y52S-##-05	Service	1300.77	52.0308	1352.8008	0.25665212498395906	347.1991999999998	1870	1776.5	1776.5		5.9	767.5363636363635	0	54	821.5363636363635	0.12870564020847874	105.73636363636376	1020	969	969		2174.3371636363636	0.20830971903128104	452.93556363636344	2890	2745.5	2745.5		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 8 Ft	Control Cables (Supplied in Kit) - 11 Ft	Control Cables (Supplied in Kit) - 12 Ft	Control Cables (Supplied in Kit) - 13 Ft	Control Cables (Supplied in Kit) - 14 Ft	Control Cables (Supplied in Kit) - 15 Ft	Control Cables (Supplied in Kit) - 16 Ft	.	.	.	 	1032.86	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 6X3 Concealed Mount w 6Y5 2 Gauges, 8' Cables & Filter (up to 70HP)	6X3-6Y52S-08-05	Service	1300.77	52.0308	1352.8008	0.25665212498395906	347.1991999999998	1870	1776.5	1776.5		5.9	767.5363636363635	0	54	821.5363636363635	0.12870564020847874	105.73636363636376	1020	969	969		2174.3371636363636	0.20830971903128104	452.93556363636344	2890	2745.5	2745.5		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 8 Ft	.	.	.	.	.	.	.	.	.	 	1300.77	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 6X3 Concealed Mount w 6Y5 2 Gauges, 9' Cables & Filter (up to 70HP)	6X3-6Y52S-09-05	Service	1300.77	52.0308	1352.8008	0.25665212498395906	347.1991999999998	1870	1776.5	1776.5		5.9	767.5363636363635	0	54	821.5363636363635	0.12870564020847874	105.73636363636376	1020	969	969		2174.3371636363636	0.20830971903128104	452.93556363636344	2890	2745.5	2745.5		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 9 Ft	.	.	.	.	.	.	.	.	.	 	1300.77	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 6X3 Concealed Mount w 6Y5 2 Gauges, 10' Cables & Filter (up to 70HP)	6X3-6Y52S-10-05	Service	1300.77	52.0308	1352.8008	0.25665212498395906	347.1991999999998	1870	1776.5	1776.5		5.9	767.5363636363635	0	54	821.5363636363635	0.12870564020847874	105.73636363636376	1020	969	969		2174.3371636363636	0.20830971903128104	452.93556363636344	2890	2745.5	2745.5		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 10 Ft	.	.	.	.	.	.	.	.	.	 	1300.77	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 6X3 Concealed Mount w 6Y5 2 Gauges, 11' Cables & Filter (up to 70HP)	6X3-6Y52S-11-05	Service	1300.77	52.0308	1352.8008	0.25665212498395906	347.1991999999998	1870	1776.5	1776.5		5.9	767.5363636363635	0	54	821.5363636363635	0.12870564020847874	105.73636363636376	1020	969	969		2174.3371636363636	0.20830971903128104	452.93556363636344	2890	2745.5	2745.5		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 11 Ft	.	.	.	.	.	.	.	.	.	 	1300.77	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 6X3 Concealed Mount w 6Y5 2 Gauges, 12' Cables & Filter (up to 70HP)	6X3-6Y52S-12-05	Service	1300.77	52.0308	1352.8008	0.25665212498395906	347.1991999999998	1870	1776.5	1776.5		5.9	767.5363636363635	0	54	821.5363636363635	0.12870564020847874	105.73636363636376	1020	969	969		2174.3371636363636	0.20830971903128104	452.93556363636344	2890	2745.5	2745.5		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 12 Ft	.	.	.	.	.	.	.	.	.	 	1300.77	 	 	 	 	 	 	 	 
		Mech Rigging Kit - 6X3 Concealed Mount w 6Y5 2 Gauges, 13' Cables & Filter (up to 70HP)	6X3-6Y52S-13-05	Service	1300.77	52.0308	1352.8008	0.25665212498395906	347.1991999999998	1870	1776.5	1776.5		5.9	767.5363636363635	0	54	821.5363636363635	0.12870564020847874	105.73636363636376	1020	969	969		2174.3371636363636	0.20830971903128104	452.93556363636344	2890	2745.5	2745.5		.	0	.	0	.	0	.	0	 	Fuel Filter Supplied in Rigging Kit	 	 	 	Control Cables (Supplied in Kit) - 13 Ft	.	.	.	.	.	.	.	.	.	 	1300.77	 	 	 	 	 	 	 	 
