		RIGGING KIT DESCRIPTION	Part Number	Build	Dealer	Factory	Kit CTD	MU	GP ($)	Kit Sell Price	Trade Price	Sub Dealer Price		NSM Lab	NSM Lab ($)	Additional Parts	Sundry	Total Install CTD	Install MU	Instal GP	Install Retail Sell	Install Trade Sell	Install Sub Dealer Sell		Total CTD	MU	GP	Sell Price	Trade Price	Sub Dealer Price		Parts & Accessories	CTD	Parts & Accessories	CTD	Parts & Accessories	CTD	Parts & Accessories	CTD	 	Fuel Filter	 	 	 	Control Cable Length	Control Cable Length	Control Cable Length	Control Cable Length	Control Cable Length	Control Cable Length	Control Cable Length	Control Cable Length	Control Cable Length	Control Cable Length	 	Dealer 1/7/22	 	 	 	 	 	 	 	 
		Helm Master L2 - 6X9 Binnacle | Built in DES | Tilt Helm | EKS | Single	6X9-HBTL2-BI-1E	Service	5772.07	100	5872.07	0.25091399548277615	1473.3845454545453	8080	7676	7676		9.35	1216.3499999999997	0	73.5	1289.8499999999997	0.1276857421757994	164.69545454545482	1600	1520	1520		7161.919999999999	0.2287207899557662	1638.0800000000008	9680	9196	9196		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		 	 		 	 	 			 				 	 		 	 							 			 						 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Helm Master L2 - 6X9 Binnacle | Built in DES | Straight Helm | EKS | Twin	6X9-HBSL2-BI-2E	Service	8890.09	100	8990.09	0.2508722988818292	2255.364545454544	12370	11751.5	11751.5		13	1691.1818181818178	0	110	1801.1818181818178	0.12552364609095049	226.09090909090924	2230	2118.5	2118.5		10791.271818181818	0.2299502316644958	2481.455454545454	14600	13870	13870		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		Helm Master L2 - 6X9 Binnacle | Built in DES | Tilt Helm | EKS | Twin	6X9-HBTL2-BI-2E	Service	9057.27	100	9157.27	0.2508690313319858	2297.2754545454536	12600	11970	11970		13	1691.1818181818178	0	110	1801.1818181818178	0.12552364609095049	226.09090909090924	2230	2118.5	2118.5		10958.451818181818	0.2302666841542064	2523.3663636363617	14830	14088.5	14088.5		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		 	 		 	 	 			 				 	 		 	 							 			 						 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Helm Master L2 - 6X9 Binnacle | Built in DES | Straight Helm | EKS | Triple	6X9-HBSL2-BI-3E	Service	10720.63	100	10820.63	0.25013725885394167	2706.642727272727	14880	14136	14136		13.25	1723.704545454545	0	110	1833.704545454545	0.12539196608951098	229.93181818181847	2270	2156.5	2156.5		12654.334545454545	0.23206076423112795	2936.574545454545	17150	16292.5	16292.5		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		Helm Master L2 - 6X9 Binnacle | Built in DES | Tilt Helm | EKS | Triple	6X9-HBTL2-BI-3E	Service	10887.82	100	10987.82	0.25014458157884245	2748.5436363636363	15110	14354.5	14354.5		13.25	1723.704545454545	0	110	1833.704545454545	0.12539196608951098	229.93181818181847	2270	2156.5	2156.5		12821.524545454544	0.232302753388354	2978.4754545454543	17380	16511	16511		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		 	 		 	 	 			 				 	 		 	 							 			 						 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Helm Master L2 - 6X9 Binnacle | Built in DES | Straight Helm | EKS | Quad	6X9-HBSL2-BI-4E	Service	15891.3	100	15991.3	0.2501115663460187	3999.609090909089	21990	20890.5	20890.5		15.5	2016.4090909090905	0	125	2141.4090909090905	0.12500265330814475	267.68181818181847	2650	2517.5	2517.5		18132.70909090909	0.23533664427618997	4267.290909090909	24640	23408	23408		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		Helm Master L2 - 6X9 Binnacle | Built in DES | Tilt Helm | EKS | Quad	6X9-HBTL2-BI-4E	Service	16058.48	100	16158.48	0.2501175853174309	4041.5200000000004	22220	21109	21109		15.5	2016.4090909090905	0	125	2141.4090909090905	0.12500265330814475	267.68181818181847	2650	2517.5	2517.5		18299.88909090909	0.23547693632321062	4309.201818181817	24870	23626.5	23626.5		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		 	 		 	 	 			 				 	 		 	 							 			 						 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		HELM MASTER L3 - Level 3 Bolt On DES Kits (EKS & Autopilot)	 	 	Dealer	Freight	CTD	MU	GP ($)	Sell Price	Trade Price	Sub Dealer		 	 		 	 							 			 						 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Helm Master L3 - 6X9 Flush Side | Bolt on DES | Straight Helm | EKS | Autopilot | Single	6X9-HFSL3-BO-1E	Service	15719.61	100	15819.61	0.2504618117525135	3962.2081818181796	21760	20672	20672		14.6	1899.3272727272722	0	103.5	2002.8272727272722	0.12114238508290584	242.6272727272733	2470	2346.5	2346.5		17822.43727272727	0.23592931708503692	4204.835454545453	24230	23018.5	23018.5		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		Helm Master L3 - 6X9 Flush Side | Bolt on DES | Tilt Helm | EKS | Autopilot | Single	6X9-HFTL3-BO-1E	Service	15886.79	100	15986.79	0.2504642327139524	4004.1190909090874	21990	20890.5	20890.5		14.6	1899.3272727272722	0	103.5	2002.8272727272722	0.12114238508290584	242.6272727272733	2470	2346.5	2346.5		17989.61727272727	0.2360665209967831	4246.746363636365	24460	23237	23237		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		 	 		 	 	 			 				 	 		 	 							 			 						 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Helm Master L3 - 6X9 Binnacle | Bolt on DES | Straight Helm | EKS | Autopilot | Single	6X9-HBSL3-BO-1E	Service	15358.83	100	15458.83	0.2502416241897171	3868.4427272727244	21260	20197	20197		14.6	1899.3272727272722	0	103.5	2002.8272727272722	0.12114238508290584	242.6272727272733	2470	2346.5	2346.5		17461.657272727272	0.23543412493961444	4111.07	23730	22543.5	22543.5		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		Helm Master L3 - 6X9 Binnacle | Bolt on DES | Tilt Helm | EKS | Autopilot | Single	6X9-HBTL3-BO-1E	Service	15526.01	100	15626.01	0.25024645679630536	3910.353636363636	21490	20415.5	20415.5		14.6	1899.3272727272722	0	103.5	2002.8272727272722	0.12114238508290584	242.6272727272733	2470	2346.5	2346.5		17628.837272727273	0.23557883284314984	4152.9809090909075	23960	22762	22762		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		 	 		 	 	 			 				 	 		 	 							 			 						 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Helm Master L3 - 6X9 Binnacle | Bolt on DES | Straight Helm | EKS | Autopilot | Twin	6X9-HBSL3-BO-2E	Service	22250.08	100	22350.08	0.250351432543174	5595.374545454542	30740	29203	29203		19.75	2569.295454545454	0	150	2719.295454545454	0.12328561041045076	335.25000000000045	3360	3192	3192		25069.375454545458	0.23656849992963133	5930.624545454539	34100	32395	32395		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		Helm Master L3 - 6X9 Binnacle | Bolt on DES | Tilt Helm | EKS | Autopilot | Twin	6X9-HBTL3-BO-2E	Service	22417.27	100	22517.27	0.25035341560257757	5637.275454545452	30970	29421.5	29421.5		19.75	2569.295454545454	0	150	2719.295454545454	0.12328561041045076	335.25000000000045	3360	3192	3192		25236.565454545453	0.2366615800118602	5972.525454545455	34330	32613.5	32613.5		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		 	 		 	 	 			 				 	 		 	 							 			 						 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		HELM MASTER L3 - Level 3 Built in DES Kits (EKS & Autopilot)	 	 	Dealer	Freight	CTD	MU	GP ($)	Sell Price	Trade Price	Sub Dealer		 	 		 	 							 			 						 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Helm Master L3 - 6X9 Flush Side | Built in DES | Straight Helm | EKS | Autopilot | Single	6X9-HFSL3-BI-1E	Service	12113.55	100	12213.55	0.25047404503418524	3059.177272727273	16800	15960	15960		13.1	1704.1909090909087	0	93.5	1797.6909090909087	0.12265229132321276	220.49090909090933	2220	2109	2109		14011.240909090908	0.23407406974854275	3279.6681818181805	19020	18069	18069		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		Helm Master L3 - 6X9 Flush Side | Built in DES | Tilt Helm | EKS | Autopilot | Single	6X9-HFTL3-BI-1E	Service	12280.74	100	12380.74	0.25047599592739855	3101.0781818181804	17030	16178.5	16178.5		13.1	1704.1909090909087	0	93.5	1797.6909090909087	0.12265229132321276	220.49090909090933	2220	2109	2109		14178.430909090908	0.23426915941589646	3321.5690909090918	19250	18287.5	18287.5		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		 	 		 	 	 			 				 	 		 	 							 			 						 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Helm Master L3 - 6X9 Binnacle | Built in DES | Straight Helm | EKS | Autopilot | Single	6X9-HBSL3-BI-1E	Service	11752.77	100	11852.77	0.2501872404663058	2965.4118181818158	16300	15485	15485		13.1	1704.1909090909087	0	93.5	1797.6909090909087	0.12265229132321276	220.49090909090933	2220	2109	2109		13650.460909090909	0.23339158644460023	3185.902727272727	18520	17594	17594		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		Helm Master L3 - 6X9 Binnacle | Built in DES | Tilt Helm | EKS | Autopilot | Single	6X9-HBTL3-BI-1E	Service	11919.96	100	12019.96	0.25019323918488307	3007.312727272727	16530	15703.5	15703.5		13.1	1704.1909090909087	0	93.5	1797.6909090909087	0.12265229132321276	220.49090909090933	2220	2109	2109		13817.650909090908	0.23360002779054145	3227.8036363636365	18750	17812.5	17812.5		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		 	 		 	 	 			 				 	 		 	 							 			 						 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Helm Master L3 - 6X9 Binnacle | Built in DES | Straight Helm | EKS | Autopilot | Twin	6X9-HBSL3-BI-2E	Service	15037.97	100	15137.97	0.2503177590702535	3789.302727272725	20820	19779	19779		16.75	2179.022727272727	0	130	2309.022727272727	0.12208037638906656	281.8863636363635	2850	2707.5	2707.5		17446.992727272725	0.23334617916961153	4071.1890909090907	23670	22486.5	22486.5		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		Helm Master L3 - 6X9 Binnacle | Built in DES | Tilt Helm | EKS | Autopilot | Twin	6X9-HBTL3-BI-2E	Service	15205.16	100	15305.16	0.250321044429698	3831.203636363636	21050	19997.5	19997.5		16.75	2179.022727272727	0	130	2309.022727272727	0.12208037638906656	281.8863636363635	2850	2707.5	2707.5		17614.182727272728	0.2335101244085278	4113.0899999999965	23900	22705	22705		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		 	 		 	 	 			 				 	 		 	 							 			 						 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Helm Master L3 - 6X9 Binnacle | Built in DES | Straight Helm | EKS | Autopilot | Triple	6X9-HBSL3-BI-3E	Service	16868.51	100	16968.51	0.2504446069915283	4249.671818181818	23340	22173	22173		17	2211.545454545454	0	130	2341.545454545454	0.12202508056062443	285.727272727273	2890	2745.5	2745.5		19310.05545454545	0.2348724011479466	4535.3990909090935	26230	24918.5	24918.5		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		Helm Master L3 - 6X9 Binnacle | Built in DES | Tilt Helm | EKS | Autopilot | Triple	6X9-HBTL3-BI-3E	Service	17035.7	100	17135.7	0.25044630375606036	4291.572727272724	23570	22391.5	22391.5		17	2211.545454545454	0	130	2341.545454545454	0.12202508056062443	285.727272727273	2890	2745.5	2745.5		19477.245454545453	0.23500756360452313	4577.299999999999	26460	25137	25137		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		 	 		 	 	 			 				 	 		 	 							 			 						 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Helm Master L3 - 6X9 Binnacle | Built in DES | Straight Helm | EKS | Autopilot | Quad	6X9-HBSL3-BI-4E	Service	22039.18	100	22139.18	0.25035426704232855	5542.63818181818	30450	28927.5	28927.5		19.25	2504.2499999999995	0	145	2649.2499999999995	0.12210145238360783	323.477272727273	3270	3106.5	3106.5		24788.43	0.2366473170969461	5866.115454545452	33720	32034	32034		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		Helm Master L3 - 6X9 Binnacle | Built in DES | Tilt Helm | EKS | Autopilot | Quad	6X9-HBTL3-BI-4E	Service	22206.36	100	22306.36	0.2503568081439145	5584.549090909088	30680	29146	29146		19.25	2504.2499999999995	0	145	2649.2499999999995	0.12210145238360783	323.477272727273	3270	3106.5	3106.5		24955.61	0.2367414125976628	5908.02636363636	33950	32252.5	32252.5		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		 	 		 	 	 			 				 	 		 	 							 			 						 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		HELM MASTER L4 (Black Colour) - Level 4 Bolt On DES Kits (Full Maneuverability)	 	 	Dealer	Freight	CTD	MU	GP ($)	Sell Price	Trade Price	Sub Dealer		 	 		 	 							 			 						 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Helm Master L4 (Black) - 6X9 Flush Side | Bolt on DES | Straight Helm | EKS | Full Maneuverability | Single	6X9-BFSL4-BO-1E	Service	18227.07	100	18327.07	0.2500138270378685	4582.020909090908	25200	23940	23940		14.85	1931.8499999999997	0	96	2027.8499999999997	0.12075709383202549	244.87727272727284	2500	2375	2375		20354.92	0.23713668154029505	4826.898181818182	27700	26315	26315		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		Helm Master L4 (Black) - 6X9 Flush Side | Bolt on DES | Tilt Helm | EKS | Full Maneuverability | Single	6X9-BFTL4-BO-1E	Service	18394.25	100	18494.25	0.25001996935165344	4623.931818181816	25430	24158.5	24158.5		14.85	1931.8499999999997	0	96	2027.8499999999997	0.12075709383202549	244.87727272727284	2500	2375	2375		20522.1	0.2372471185165792	4868.80909090909	27930	26533.5	26533.5		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		 	 		 	 	 			 				 	 		 	 							 			 						 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Helm Master L4 (Black) - 6X9 Binnacle | Bolt on DES | Straight Helm | EKS | Full Maneuverability | Single	6X9-BBSL4-BO-1E	Service	17866.29	100	17966.29	0.2503213720604732	4497.3463636363595	24710	23474.5	23474.5		14.85	1931.8499999999997	0	96	2027.8499999999997	0.12075709383202549	244.87727272727284	2500	2375	2375		19994.14	0.2371806757561784	4742.223636363637	27210	25849.5	25849.5		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		Helm Master L4 (Black) - 6X9 Binnacle | Bolt on DES | Tilt Helm | EKS | Full Maneuverability | Single	6X9-BBTL4-BO-1E	Service	18033.47	100	18133.47	0.2503248011950978	4539.257272727271	24940	23693	23693		14.85	1931.8499999999997	0	96	2027.8499999999997	0.12075709383202549	244.87727272727284	2500	2375	2375		20161.32	0.23729272415965544	4784.134545454544	27440	26068	26068		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		 	 		 	 	 			 				 	 		 	 							 			 						 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Helm Master L4 (Black) - 6X9 Binnacle | Bolt on DES | Straight Helm | EKS | Full Maneuverability | Twin	6X9-BBSL4-BO-2E	Service	29653.39	100	29753.39	0.2502776994487015	7446.610000000001	40920	38874	38874		20	2601.818181818181	0	142.5	2744.318181818181	0.12298136645962753	337.50000000000045	3390	3220.5	3220.5		32497.70818181818	0.2395279678323609	7784.109999999997	44310	42094.5	42094.5		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		Helm Master L4 (Black) - 6X9 Binnacle | Bolt on DES | Tilt Helm | EKS | Full Maneuverability | Twin	6X9-BBTL4-BO-2E	Service	29820.58	100	29920.58	0.2502796038409316	7488.510909090903	41150	39092.5	39092.5		20	2601.818181818181	0	142.5	2744.318181818181	0.12298136645962753	337.50000000000045	3390	3220.5	3220.5		32664.898181818182	0.23958473299166724	7826.010909090906	44540	42313	42313		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		 	 		 	 	 			 				 	 		 	 							 			 						 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		HELM MASTER (Black Colour) L4 - Level 4 Built in DES Kits (Full Maneuverability)	 	 	Dealer	Freight	CTD	MU	GP ($)	Sell Price	Trade Price	Sub Dealer		 	 		 	 							 			 						 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Helm Master L4 (Black) - 6X9 Flush Side | Built in DES | Straight Helm | EKS | Full Maneuverability | Single	6X9-BFSL4-BI-1E	Service	14621.01	100	14721.01	0.25053178478181237	3688.080909090908	20250	19237.5	19237.5		13.35	1736.713636363636	0	86	1822.713636363636	0.12220290924869778	222.74090909090933	2250	2137.5	2137.5		16543.723636363637	0.2363930820015455	3910.8218181818156	22500	21375	21375		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		Helm Master L4 (Black) - 6X9 Flush Side | Built in DES | Tilt Helm | EKS | Full Maneuverability | Single	6X9-BFTL4-BI-1E	Service	14788.19	100	14888.19	0.25053359865650665	3729.9918181818157	20480	19456	19456		13.35	1736.713636363636	0	86	1822.713636363636	0.12220290924869778	222.74090909090933	2250	2137.5	2137.5		16710.903636363637	0.23653614509938342	3952.7327272727234	22730	21593.5	21593.5		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		 	 		 	 	 			 				 	 		 	 							 			 						 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Helm Master L4 (Black) - 6X9 Binnacle | Built in DES | Straight Helm | EKS | Full Maneuverability | Single	6X9-BBSL4-BI-1E	Service	14260.23	100	14360.23	0.2502965101913725	3594.3154545454527	19750	18762.5	18762.5		13.35	1736.713636363636	0	86	1822.713636363636	0.12220290924869778	222.74090909090933	2250	2137.5	2137.5		16182.943636363636	0.23586910078950693	3817.056363636364	22000	20900	20900		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		Helm Master L4 (Black) - 6X9 Binnacle | Built in DES | Tilt Helm | EKS | Full Maneuverability | Single	6X9-BBTL4-BI-1E	Service	14427.41	100	14527.41	0.25030107662937606	3636.226363636364	19980	18981	18981		13.35	1736.713636363636	0	86	1822.713636363636	0.12220290924869778	222.74090909090933	2250	2137.5	2137.5		16350.123636363636	0.236020678409104	3858.967272727272	22230	21118.5	21118.5		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		 	 		 	 	 			 				 	 		 	 							 			 						 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Helm Master L4 (Black) - 6X9 Binnacle | Built in DES | Straight Helm | EKS | Full Maneuverability | Twin	6X9-BBSL4-BI-2E	Service	22441.28	100	22541.28	0.2502314944767192	5640.538181818181	31000	29450	29450		17	2211.545454545454	0	122.5	2334.045454545454	0.12173557420787179	284.13636363636397	2880	2736	2736		24875.325454545455	0.23817475499087104	5924.674545454542	33880	32186	32186		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		Helm Master L4 (Black) - 6X9 Binnacle | Built in DES | Tilt Helm | EKS | Full Maneuverability | Twin	6X9-BBTL4-BI-2E	Service	22608.47	100	22708.47	0.2502343438773765	5682.439090909087	31230	29668.5	29668.5		17	2211.545454545454	0	122.5	2334.045454545454	0.12173557420787179	284.13636363636397	2880	2736	2736		25042.515454545457	0.23825783257977226	5966.575454545451	34110	32404.5	32404.5		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		 	 		 	 	 			 				 	 		 	 							 			 						 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Helm Master L4 (Black) - 6X9 Binnacle | Built in DES | Straight Helm | EKS | Full Maneuverability | Triple	6X9-BBSL4-BI-3E	Service	29397.94	100	29497.94	0.2500102472486985	7374.787272727273	40560	38532	38532		17.25	2244.0681818181815	0	122.5	2366.5681818181815	0.12168560151350741	287.977272727273	2920	2774	2774		31864.50818181818	0.24047961141377036	7662.764545454542	43480	41306	41306		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		Helm Master L4 (Black) - 6X9 Binnacle | Built in DES | Tilt Helm | EKS | Full Maneuverability | Triple	6X9-BBTL4-BI-3E	Service	29565.12	100	29665.12	0.25001409675127484	7416.6981818181775	40790	38750.5	38750.5		17.25	2244.0681818181815	0	122.5	2366.5681818181815	0.12168560151350741	287.977272727273	2920	2774	2774		32031.68818181818	0.24053291886497508	7704.675454545453	43710	41524.5	41524.5		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
		 	 		 	 	 			 				 	 		 	 							 			 						 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
		Helm Master L4 (Black) - 6X9 Binnacle | Built in DES | Straight Helm | EKS | Full Maneuverability | Quad	6X9-BBSL4-BI-4E	Service	39465.7	100	39565.7	0.2501645709196694	9897.936363636363	54410	51689.5	51689.5		19.5	2536.7727272727266	0	137.5	2674.2727272727266	0.12180031954312145	325.727272727273	3300	3135	3135		42239.972727272725	0.24203764766549218	10223.663636363635	57710	54824.5	54824.5		.	0	.	0	.	0	.	0	 	Fuel Filter Optional	 	 	 	Engine Harness Supplied in Rigging Kit	.	.	.	.	.	.	.	.	.	 	-7516.31	 	 	 	 	 	 	 	 
