Description	Code	CTD	Inflation	Adj CTD	Tot Parts CTD	Parts Sell	Total Lab	Labour CTD	Labour Ret	Sundry 1	Sublet	Act CTD	MU	GP	Act Sell	Rebate	Image Link
MECHANICAL RIGGING KITS (F75 to F350HP)																	
Mech Rigging Kit - 703 Side Mount w 6Y5 1 Gauge, 5m Harness, 14' Cables & Filter	703-6Y51L-14-05	953.5704813793102	0	0	953.5704813793102	1635	4.499999999999999	585.4090909090907	715.4999999999999	39.5	0	1578.479572288401	0.3851073366720578	607.8840640752351	2405		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w 6Y5 1 Gauge, 5m Harness, 15' Cables & Filter	703-6Y51L-15-05	957.5694813793102	0	0	957.5694813793102	1641	4.499999999999999	585.4090909090907	715.4999999999999	39.5	0	1582.478572288401	0.3850539401924559	609.3396095297808	2411		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w 6Y5 2 Gauges, 5m Harness, 11' Cables & Filter	703-6Y52L-11-05	1185.372731379311	0	0	1185.372731379311	1918	4.999999999999999	650.4545454545452	794.9999999999999	39.5	0	1875.327276833856	0.3418263934240066	641.0363595297804	2768		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w 6Y5 2 Gauges, 5m Harness, 12' Cables & Filter	703-6Y52L-12-05	1189.37173137931	0	0	1189.37173137931	1924	4.999999999999999	650.4545454545452	794.9999999999999	39.5	0	1879.326276833855	0.3418735282447852	642.4919049843261	2774		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w 6Y5 2 Gauges, 5m Harness, 13' Cables & Filter	703-6Y52L-13-05	1193.37073137931	0	0	1193.37073137931	1930	4.999999999999999	650.4545454545452	794.9999999999999	39.5	0	1883.325276833856	0.3419204628960542	643.9474504388713	2780		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w 6Y5 2 Gauges, 5m Harness, 14' Cables & Filter	703-6Y52L-14-05	1197.34823137931	0	0	1197.34823137931	1938	4.999999999999999	650.4545454545452	794.9999999999999	39.5	0	1887.302776833856	0.3429458620293109	647.2426777115988	2788		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w 6Y5 2 Gauges, 5m Harness, 15' Cables & Filter	703-6Y52L-15-05	1201.34723137931	0	0	1201.34723137931	1944	4.999999999999999	650.4545454545452	794.9999999999999	39.5	0	1891.301776833855	0.3429903313748806	648.6982231661445	2794		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w 6Y5 2 Gauges, 7m Harness, 16' Cables & Filter	703-6Y52L-16-07	1290.05623137931	0	0	1290.05623137931	2095	5.099999999999999	663.463636363636	810.8999999999997	40.5	0	1994.019867742947	0.3504014259272153	698.7074049843259	2962		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w 6Y5 2 Gauges, 7m Harness, 20' Cables & Filter	703-6Y52L-20-07	1308.675231379311	0	0	1308.675231379311	2127	5.349999999999999	695.9863636363633	850.6499999999997	43	0	2047.661595015674	0.3483229346243402	713.2474958934167	3037		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w 6Y5 2 Gauges, 8m Harness, 25' Cables & Filter	703-6Y52L-25-08	1354.050981379311	0	0	1354.050981379311	2205	5.599999999999999	728.5090909090906	890.3999999999997	43	0	2125.560072288401	0.3493769738974737	742.621745893417	3155		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w 6Y8 2 Gauges, 5m Harness, 11' Cables & Filter	703-6Y82L-11-05	1398.125981379311	0	0	1398.125981379311	2364	4.999999999999999	650.4545454545452	794.9999999999999	39.5	0	2088.080526833856	0.3992842441993926	833.7376549843257	3214		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w 6Y8 2 Gauges, 5m Harness, 12' Cables & Filter	703-6Y82L-12-05	1402.124981379311	0	0	1402.124981379311	2370	4.999999999999999	650.4545454545452	794.9999999999999	39.5	0	2092.079526833856	0.3992167552554033	835.1932004388714	3220		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w 6Y8 2 Gauges, 5m Harness, 13' Cables & Filter	703-6Y82L-13-05	1406.123981379311	0	0	1406.123981379311	2376	4.999999999999999	650.4545454545452	794.9999999999999	39.5	0	2096.078526833856	0.3991495238287573	836.6487458934166	3226		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w 6Y8 2 Gauges, 5m Harness, 14' Cables & Filter	703-6Y82L-14-05	1410.101481379311	0	0	1410.101481379311	2384	4.999999999999999	650.4545454545452	794.9999999999999	39.5	0	2100.056026833856	0.3999626497739125	839.9439731661437	3234		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w 6Y8 2 Gauges, 5m Harness, 15' Cables & Filter	703-6Y82L-15-05	1414.10048137931	0	0	1414.10048137931	2390	4.999999999999999	650.4545454545452	794.9999999999999	39.5	0	2104.055026833856	0.3998942555636543	841.3995186206894	3240		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w 6Y8 2 Gauges, 5m Harness, 16' Cables & Filter	703-6Y82L-16-05	1418.09948137931	0	0	1418.09948137931	2398	4.999999999999999	650.4545454545452	794.9999999999999	39.5	0	2108.054026833855	0.400688613831238	844.6732458934171	3248		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w 6Y8 2 Gauges, 7m Harness, 16' Cables & Filter	703-6Y82L-16-07	1502.80948137931	0	0	1502.80948137931	2541	5.099999999999999	663.463636363636	810.8999999999997	40.5	0	2206.773117742946	0.4039421602845111	891.4087004388716	3408		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w 6Y8 2 Gauges, 7m Harness, 17' Cables & Filter	703-6Y82L-17-07	1506.80848137931	0	0	1506.80848137931	2547	5.349999999999999	695.9863636363633	850.6499999999997	43	0	2245.794845015674	0.3993830646206417	896.9324277115988	3457		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w 6Y8 2 Gauges, 7m Harness, 18' Cables & Filter	703-6Y82L-18-07	1510.78598137931	0	0	1510.78598137931	2555	5.349999999999999	695.9863636363633	850.6499999999997	43	0	2249.772345015674	0.400141666324045	900.2276549843259	3465		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w 6Y8 2 Gauges, 7m Harness, 19' Cables & Filter	703-6Y82L-19-07	1514.78498137931	0	0	1514.78498137931	2561	5.349999999999999	695.9863636363633	850.6499999999997	43	0	2253.771345015674	0.4000774978495436	901.6832004388712	3471		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w 6Y8 2 Gauges, 7m Harness, 20' Cables & Filter	703-6Y82L-20-07	1521.428481379311	0	0	1521.428481379311	2573	5.349999999999999	695.9863636363633	850.6499999999997	43	0	2260.414845015674	0.4007887283812632	905.948791347962	3483		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w 6Y8 2 Gauges, 8m Harness, 23' Cables & Filter	703-6Y82L-23-08	1553.49573137931	0	0	1553.49573137931	2627	5.599999999999999	728.5090909090906	890.3999999999997	43	0	2325.004822288401	0.3986285751517532	926.8133595297804	3577		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w 6Y8 2 Gauges, 8m Harness, 24' Cables & Filter	703-6Y82L-24-08	1560.139231379311	0	0	1560.139231379311	2639	5.599999999999999	728.5090909090906	890.3999999999997	43	0	2331.648322288401	0.3993222054709614	931.0789504388713	3589		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w 6Y8 2 Gauges, 8m Harness, 25' Cables & Filter	703-6Y82L-25-08	1566.804231379311	0	0	1566.804231379311	2651	5.599999999999999	728.5090909090906	890.3999999999997	43	0	2338.313322288401	0.3999990217019352	935.3230413479623	3601		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w 6Y8 2 Gauges, 8m Harness, 26' Cables & Filter	703-6Y82L-26-08	1573.447731379311	0	0	1573.447731379311	2663	5.599999999999999	728.5090909090906	890.3999999999997	43	0	2344.956822288401	0.4006848327979555	939.5886322570532	3613		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w CL5 Gauge Kit, 5m Harness, 12' Cables & Filter	703-CL51L-12-05	2121.23548137931	0	0	2121.23548137931	3287	4.999999999999999	650.4545454545452	794.9999999999999	39.5	0	2811.190026833855	0.3378352423741594	949.7190640752351	4137		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w CL5 Gauge Kit, 5m Harness, 13' Cables & Filter	703-CL51L-13-05	2125.234481379311	0	0	2125.234481379311	3293	4.999999999999999	650.4545454545452	794.9999999999999	39.5	0	2815.189026833856	0.3378723774721206	951.1746095297804	4143		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w CL5 Gauge Kit, 5m Harness, 14' Cables & Filter	703-CL51L-14-05	2129.211981379311	0	0	2129.211981379311	3301	4.999999999999999	650.4545454545452	794.9999999999999	39.5	0	2819.166526833856	0.3385645465486042	954.4698368025079	4151		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w CL5 Gauge Kit, 5m Harness, 15' Cables & Filter	703-CL51L-15-05	2133.21098137931	0	0	2133.21098137931	3307	4.999999999999999	650.4545454545452	794.9999999999999	39.5	0	2823.165526833855	0.3386005436702508	955.9253822570536	4157		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w CL5 Gauge Kit, 5m Harness, 16' Cables & Filter	703-CL51L-16-05	2137.209981379311	0	0	2137.209981379311	3315	4.999999999999999	650.4545454545452	794.9999999999999	39.5	0	2827.164526833856	0.3392795503854133	959.1991095297803	4165		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w CL5 Gauge Kit, 7m Harness, 17' Cables & Filter	703-CL51L-17-07	2225.91898137931	0	0	2225.91898137931	3464	5.349999999999999	695.9863636363633	850.6499999999997	43	0	2964.905345015674	0.3411435353402876	1011.458291347962	4374		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w CL5 Gauge Kit, 7m Harness, 18' Cables & Filter	703-CL51L-18-07	2229.89648137931	0	0	2229.89648137931	3472	5.349999999999999	695.9863636363633	850.6499999999997	43	0	2968.882845015674	0.3417964168994794	1014.75351862069	4382		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w CL5 Gauge Kit, 7m Harness, 19' Cables & Filter	703-CL51L-19-07	2233.89548137931	0	0	2233.89548137931	3478	5.349999999999999	695.9863636363633	850.6499999999997	43	0	2972.881845015674	0.3418262538011756	1016.209064075235	4388		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w CL5 Gauge Kit, 7m Harness, 20' Cables & Filter	703-CL51L-20-07	2240.53898137931	0	0	2240.53898137931	3490	5.349999999999999	695.9863636363633	850.6499999999997	43	0	2979.525345015674	0.342495712174906	1020.474654984326	4400		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w CL5 Gauge Kit, 8m Harness, 23' Cables & Filter	703-CL51L-23-08	2272.60623137931	0	0	2272.60623137931	3544	5.599999999999999	728.5090909090906	890.3999999999997	43	0	3044.115322288401	0.3420827113682808	1041.339223166144	4494		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w CL5 Gauge Kit, 8m Harness, 24' Cables & Filter	703-CL51L-24-08	2279.249731379311	0	0	2279.249731379311	3556	5.599999999999999	728.5090909090906	890.3999999999997	43	0	3050.758822288401	0.3427359797949933	1045.604814075235	4506		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w CL5 Gauge Kit, 8m Harness, 25' Cables & Filter	703-CL51L-25-08	2285.914731379311	0	0	2285.914731379311	3568	5.599999999999999	728.5090909090906	890.3999999999997	43	0	3057.423822288401	0.3433769624384433	1049.848904984326	4518		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 703 Side Mount w CL5 Gauge Kit, 8m Harness, 26' Cables & Filter	703-CL51L-26-08	2292.55823137931	0	0	2292.55823137931	3580	5.599999999999999	728.5090909090906	890.3999999999997	43	0	3064.067322288401	0.3440245872620551	1054.114495893417	4530		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 704 Binnacle Mount w 6Y5 2 Gauges, 5m Harness, 12' Cables & Filter	704-6Y52L-12-05	1378.80823137931	0	0	1378.80823137931	2243	5.749999999999999	748.022727272727	914.2499999999999	52	0	2178.830958652037	0.3472612612731568	756.6235868025078	3229		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 704 Binnacle Mount w 6Y5 2 Gauges, 5m Harness, 13' Cables & Filter	704-6Y52L-13-05	1382.80723137931	0	0	1382.80723137931	2249	5.749999999999999	748.022727272727	914.2499999999999	52	0	2182.829958652037	0.3472918855874552	758.0791322570531	3235		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 704 Binnacle Mount w 6Y5 2 Gauges, 5m Harness, 14' Cables & Filter	704-6Y52L-14-05	1386.78473137931	0	0	1386.78473137931	2257	5.749999999999999	748.022727272727	914.2499999999999	52	0	2186.807458652037	0.3481670764005427	761.3743595297806	3243		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 704 Binnacle Mount w 6Y5 2 Gauges, 5m Harness, 15' Cables & Filter	704-6Y52L-15-05	1390.78373137931	0	0	1390.78373137931	2263	5.749999999999999	748.022727272727	914.2499999999999	52	0	2190.806458652038	0.3481959357805074	762.8299049843258	3249		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 704 Binnacle Mount w 6Y5 2 Gauges, 7m Harness, 20' Cables & Filter	704-6Y52L-20-07	1436.56798137931	0	0	1436.56798137931	2342	5.999999999999999	780.5454545454543	953.9999999999999	54.5	0	2271.613435924764	0.3490611589457741	792.9320186206901	3371		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 704 Binnacle Mount w 6Y5 2 Gauges, 8m Harness, 25' Cables & Filter	704-6Y52L-25-08	1485.30848137931	0	0	1485.30848137931	2426	6.249999999999999	813.0681818181815	993.7499999999999	54.5	0	2352.876663197492	0.350377933943594	824.3960640752348	3495		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 704 Binnacle Mount w 6Y8 2 Gauges, 5m Harness, 14' Cables & Filter	704-6Y82L-14-05	1599.53798137931	0	0	1599.53798137931	2703	5.749999999999999	748.022727272727	914.2499999999999	52	0	2399.560708652038	0.3976042996304442	954.0756549843259	3689		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 704 Binnacle Mount w 6Y8 2 Gauges, 5m Harness, 15' Cables & Filter	704-6Y82L-15-05	1603.53698137931	0	0	1603.53698137931	2709	5.749999999999999	748.022727272727	914.2499999999999	52	0	2403.559708652037	0.3975483517215189	955.5312004388716	3695		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 704 Binnacle Mount w 6Y8 2 Gauges, 7m Harness, 20' Cables & Filter	704-6Y82L-20-07	1649.32123137931	0	0	1649.32123137931	2788	5.999999999999999	780.5454545454543	953.9999999999999	54.5	0	2484.366685924765	0.3967342339838006	985.6333140752349	3817		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 704 Binnacle Mount w 6Y8 2 Gauges, 8m Harness, 25' Cables & Filter	704-6Y82L-25-08	1698.06173137931	0	0	1698.06173137931	2872	6.249999999999999	813.0681818181815	993.7499999999999	54.5	0	2565.629913197492	0.3964318291963602	1017.097359529781	3941		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 704 Binnacle Mount w 6Y8 2 Gauges, 9m Harness, 26' Cables & Filter	704-6Y82L-26-09	1702.12523137931	0	0	1702.12523137931	2880	6.249999999999999	813.0681818181815	993.7499999999999	54.5	0	2569.693413197492	0.3970538203360731	1020.306586802507	3949		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 704 Binnacle Mount w 6Y8 2 Gauges, 9m Harness, 27' Cables & Filter	704-6Y82L-27-09	1708.79023137931	0	0	1708.79023137931	2890	6.249999999999999	813.0681818181815	993.7499999999999	54.5	0	2576.358413197492	0.3969682520314066	1022.732495893417	3959		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 704 Binnacle Mount w 6Y8 2 Gauges, 9m Harness, 29' Cables & Filter	704-6Y82L-29-09	1722.09873137931	0	0	1722.09873137931	2914	6.249999999999999	813.0681818181815	993.7499999999999	54.5	0	2589.666913197492	0.3982142152939319	1031.242177711598	3983		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 704 Binnacle Mount w CL5 Gauge Kit, 5m Harness, 14' Cables & Filter	704-CL51L-14-05	2318.64848137931	0	0	2318.64848137931	3620	5.749999999999999	748.022727272727	914.2499999999999	52	0	3118.671208652037	0.3426464180180649	1068.60151862069	4606		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 704 Binnacle Mount w CL5 Gauge Kit, 5m Harness, 15' Cables & Filter	704-CL51L-15-05	2322.64748137931	0	0	2322.64748137931	3626	5.749999999999999	748.022727272727	914.2499999999999	52	0	3122.670208652037	0.342673735161148	1070.057064075235	4612		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 704 Binnacle Mount w CL5 Gauge Kit, 7m Harness, 20' Cables & Filter	704-CL51L-20-07	2368.43173137931	0	0	2368.43173137931	3705	5.999999999999999	780.5454545454543	953.9999999999999	54.5	0	3203.477185924765	0.3434265686502804	1100.159177711598	4734		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 704 Binnacle Mount w CL5 Gauge Kit, 8m Harness, 25' Cables & Filter	704-CL51L-25-08	2417.17223137931	0	0	2417.17223137931	3789	6.249999999999999	813.0681818181815	993.7499999999999	54.5	0	3284.740413197492	0.3445091790570382	1131.623223166144	4858		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 704 Binnacle Mount w CL5 Gauge Kit, 9m Harness, 26' Cables & Filter	704-CL51L-26-09	2421.23573137931	0	0	2421.23573137931	3797	6.249999999999999	813.0681818181815	993.7499999999999	54.5	0	3288.803913197492	0.3450593225959606	1134.832450438871	4866		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 704 Binnacle Mount w CL5 Gauge Kit, 9m Harness, 27' Cables & Filter	704-CL51L-27-09	2427.90073137931	0	0	2427.90073137931	3807	6.249999999999999	813.0681818181815	993.7499999999999	54.5	0	3295.468913197492	0.3450975838295295	1137.25835952978	4876		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 704 Binnacle Mount w CL5 Gauge Kit, 9m Harness, 29' Cables & Filter	704-CL51L-29-09	2441.20923137931	0	0	2441.20923137931	3831	6.249999999999999	813.0681818181815	993.7499999999999	54.5	0	3308.777413197492	0.3462813898504979	1145.768041347962	4900		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 6X3 Concealed Mount (No Gauges), 5m Harness, 15' Cables & Filter	6X3-0000L-15-05	761.4439999999998	0	0	761.4439999999998	1304	3.5	455.3181818181818	556.5	35	0	1251.762181818181	0.3864091523629527	483.6923636363638	1909		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 6X3 Concealed Mount w 6Y5 2 Gauges, 6m Harness, 15' Cables & Filter	6X3-6Y52L-15-06	1381.86123137931	0	0	1381.86123137931	2248	5.749999999999999	748.022727272727	914.2499999999999	52	0	2181.883958652037	0.3474593771780259	758.1160413479624	3234		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 6X3 Concealed Mount w 6Y8 2 Gauges, 5m Harness, 13' Cables & Filter	6X3-6Y82L-13-05	1578.88723137931	0	0	1578.88723137931	2667	5.749999999999999	748.022727272727	914.2499999999999	52	0	2378.909958652037	0.3959793134796991	941.9991322570531	3653		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 6X3 Concealed Mount w 6Y8 2 Gauges, 5m Harness, 14' Cables & Filter	6X3-6Y82L-14-05	1582.86473137931	0	0	1582.86473137931	2675	5.749999999999999	748.022727272727	914.2499999999999	52	0	2382.887458652037	0.3967012189759558	945.2943595297806	3661		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 6X3 Concealed Mount w 6Y8 2 Gauges, 5m Harness, 15' Cables & Filter	6X3-6Y82L-15-05	1586.86373137931	0	0	1586.86373137931	2681	5.749999999999999	748.022727272727	914.2499999999999	52	0	2386.886458652038	0.396646393276281	946.7499049843259	3667		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 6X3 Concealed Mount w 6Y8 2 Gauges, 5m Harness, 16' Cables & Filter	6X3-6Y82L-16-05	1590.86273137931	0	0	1590.86273137931	2689	5.749999999999999	748.022727272727	914.2499999999999	52	0	2390.885458652037	0.3973522147701166	950.0236322570531	3675		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 6X3 Concealed Mount w 6Y8 2 Gauges, 6m Harness, 15' Cables & Filter	6X3-6Y82L-15-06	1594.61448137931	0	0	1594.61448137931	2694	5.749999999999999	748.022727272727	914.2499999999999	52	0	2394.637208652037	0.3970611219800311	950.8173368025077	3680		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 6X3 Concealed Mount w 6Y8 2 Gauges, 7m Harness, 20' Cables & Filter	6X3-6Y82L-20-07	1632.64798137931	0	0	1632.64798137931	2760	5.999999999999999	780.5454545454543	953.9999999999999	54.5	0	2467.693435924764	0.3958563103502425	976.8520186206897	3789		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 6X3 Concealed Mount w 6Y8 2 Gauges, 8m Harness, 25' Cables & Filter	6X3-6Y82L-25-08	1681.38848137931	0	0	1681.38848137931	2844	6.249999999999999	813.0681818181815	993.7499999999999	54.5	0	2548.956663197492	0.3955799165335244	1008.316064075235	3913		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 6X3 Concealed Mount w CL5 Gauge Kit, 5m Harness, 13' Cables & Filter	6X3-CL51L-13-05	2297.99773137931	0	0	2297.99773137931	3584	5.749999999999999	748.022727272727	914.2499999999999	52	0	3098.020458652037	0.3410322849685491	1056.524995893417	4570		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 6X3 Concealed Mount w CL5 Gauge Kit, 5m Harness, 14' Cables & Filter	6X3-CL51L-14-05	2301.97523137931	0	0	2301.97523137931	3592	5.749999999999999	748.022727272727	914.2499999999999	52	0	3101.997958652037	0.3416572922654937	1059.820223166144	4578		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 6X3 Concealed Mount w CL5 Gauge Kit, 5m Harness, 15' Cables & Filter	6X3-CL51L-15-05	2305.97423137931	0	0	2305.97423137931	3598	5.749999999999999	748.022727272727	914.2499999999999	52	0	3105.996958652037	0.341686029557888	1061.27576862069	4584		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Mech Rigging Kit - 6X3 Concealed Mount w CL5 Gauge Kit, 6m Harness, 15' Cables & Filter	6X3-CL51L-15-06	2313.72498137931	0	0	2313.72498137931	3611	5.749999999999999	748.022727272727	914.2499999999999	52	0	3113.747708652037	0.3421417854370952	1065.343200438872	4597		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
