Description	Code	CTD	Inflation	Adj CTD	Tot Parts CTD	Parts Sell	Total Lab	Labour CTD	Labour Ret	Sundry 1	Sublet	Act CTD	MU	GP	Act Sell	Rebate	Image Link
Pre Delivery & Engine Installation - Yamaha F25LWTC w Aluminium Propellor, Fuel Filter & Tank + Battery Setup	9YA_F25LWTC_PDIT	5495.381622005788	0	0	5495.381622005788	6863	5.22490321453529	679.712409090909	830.7596111111111	30	14.797	6219.891031096697	0.1336065303487909	831.0180598123934	7756	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha T25LWTC High Thrust w Aluminium Propellor + Battery Setup	9YA_T25LWTC_PDI	5778.409901197754	0	0	5778.409901197754	7130	6.474903214535289	842.3260454545452	1029.509611111111	25	14.797	6660.532946652299	0.1212588959469764	807.648871529519	8215	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha T25XWTC High Thrust w Aluminium Propellor + Battery Setup	9YA_T25XWTC_PDI	5851.209890613749	0	0	5851.209890613749	7217	6.474903214535289	842.3260454545452	1029.509611111111	25	14.797	6733.332936068294	0.1208821543405971	813.9397912044333	8302	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F30LA w Aluminium Enduro Propellor + Battery Setup	9YA_F30LA_PDI	6022.176748571538	0	0	6022.176748571538	7892	6.62490321453529	861.8396818181816	1053.359611111111	26	14.797	6924.81343038972	0.1227082913781711	849.7320241557345	8552	450	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F30LA (Tiller) w Fuel Filter & Aluminium Enduro Propellor + Battery Setup	9YA_F30LA (Tiller)_PDI	6076.270748571538	0	0	6076.270748571538	8945	6.124903214535291	796.7942272727272	973.8596111111112	26	14.797	6913.861975844265	0.2524246129506411	1745.228933246643	9525	450	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F40SA w Aluminium Enduro Propellor + Battery Setup	9YA_F40SA_PDI	6289.822621687071	0	0	6289.822621687071	8364	6.62490321453529	861.8396818181816	1053.359611111111	26	14.797	7192.459303505252	0.121629249030458	874.8134237674749	8874	600	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F40SA (Tiller) w Fuel Filter & Aluminium Enduro Propellor + Battery Setup	9YA_F40SA (Tiller)_PDI	6343.916621687071	0	0	6343.916621687071	9417	6.124903214535291	796.7942272727272	973.8596111111112	26	14.797	7181.507848959797	0.2465095590078349	1770.310332858385	9847	600	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F40LA w Aluminium Enduro Propellor + Battery Setup	9YA_F40LA_PDI	6464.731687167057	0	0	6464.731687167057	8574	6.62490321453529	861.8396818181816	1053.359611111111	26	14.797	7367.368368985239	0.1209133851575386	890.8134491965793	9084	600	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F40LA (Tiller) w Fuel Filter & Aluminium Enduro Propellor + Battery Setup	9YA_F40LA (Tiller)_PDI	6518.825687167057	0	0	6518.825687167057	9627	6.124903214535291	796.7942272727272	973.8596111111112	26	14.797	7356.416914439784	0.242823426005284	1786.310358287488	10057	600	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F50LB w Aluminium Enduro Propellor + Battery Setup	9YA_F50LB_PDI	7489.44061423024	0	0	7489.44061423024	9952	6.602119147449336	858.8756818181816	1049.736944444445	26	17.761	8392.077296048421	0.1170709138915639	982.4681584970331	10312	750	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F50LB (Tiller) w Fuel Filter & Aluminium Enduro Propellor + Battery Setup	9YA_F50LB (Tiller)_PDI	7543.53461423024	0	0	7543.53461423024	11011	6.102119147449336	793.8302272727271	970.2369444444445	26	17.761	8381.125841502968	0.2248300215969152	1884.328703951576	11292	750	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F50LB2 (White) w Aluminium Enduro Propellor + Battery Setup	9YA_F50LB2_PDI	7790.095115974215	0	0	7790.095115974215	10312	6.602119147449336	858.8756818181816	1049.736944444445	26	17.761	8692.731797792398	0.1160839201644355	1009.086384025783	10672	750	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F60LB w Aluminium Enduro Propellor + Battery Setup	9YA_F60LB_PDI	7731.313291469484	0	0	7731.313291469484	10391	6.602119147449336	858.8756818181816	1049.736944444445	26	17.761	8633.949973287667	0.116206690690728	1003.32275398506	10601	900	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F60LB (Tiller) w Fuel Filter & Aluminium Enduro Propellor + Battery Setup	9YA_F60LB (Tiller)_PDI	7785.407291469484	0	0	7785.407291469484	11451	6.102119147449336	793.8302272727271	970.2369444444445	26	17.761	8622.998518742212	0.2210475145282441	1906.092390348696	11582	900	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha T60LB w Aluminium Talon Propellor + Battery Setup	9YA_T60LB_PDI	7881.768936677478	0	0	7881.768936677478	10581	6.602119147449336	858.8756818181816	1049.736944444445	26	17.761	8784.405618495659	0.1167517104794138	1025.594381504341	10791	900	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha T60LB (Tiller) w Fuel Filter & Aluminium Talon Propellor + Battery Setup	9YA_T60LB (Tiller)_PDI	7935.862936677478	0	0	7935.862936677478	11640	6.102119147449336	793.8302272727271	970.2369444444445	26	17.761	8773.454163950206	0.2196916848188168	1927.454926958884	11771	900	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha T60XB w Aluminium Talon Propellor + Battery Setup	9YA_T60XB_PDI	8050.059821301464	0	0	8050.059821301464	10782	6.602119147449336	858.8756818181816	1049.736944444445	26	17.761	8952.696503119645	0.1161695550882596	1040.030769607627	10992	900	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha T60XB (Tiller) w Fuel Filter & Aluminium Talon Propellor + Battery Setup	9YA_T60XB (Tiller)_PDI	8104.153821301464	0	0	8104.153821301464	11842	6.102119147449336	793.8302272727271	970.2369444444445	26	17.761	8941.745048574192	0.2172730709070096	1942.800405971262	11973	900	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F70LA w Aluminium Talon Propellor + Battery Setup	9YA_F70LA_PDI	9114.723760360936	0	0	9114.723760360936	12210	6.602119147449336	858.8756818181816	1049.736944444445	26	17.761	10017.36044217912	0.1135214230265793	1137.185012366337	12270	1050	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F70LA (Tiller) w Fuel Filter & Aluminium Talon Propellor + Battery Setup	9YA_F70LA (Tiller)_PDI	9168.817760360935	0	0	9168.817760360935	13269	6.102119147449336	793.8302272727271	970.2369444444445	26	17.761	10006.40898763366	0.2037739573048453	2039.045557820882	13250	1050	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F70LA2 (White) w Aluminium Talon Propellor + Battery Setup	9YA_F70LA2_PDI	9480.614616256906	0	0	9480.614616256906	12649	6.602119147449336	858.8756818181816	1049.736944444445	26	17.761	10383.25129807509	0.1127185533666366	1170.385065561275	12709	1050	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F70XA w Aluminium Talon Propellor + Battery Setup	9YA_F70XA_PDI	9283.014644984922	0	0	9283.014644984922	12412	6.602119147449336	858.8756818181816	1049.736944444445	26	17.761	10185.6513268031	0.1131523605511491	1152.530491378715	12472	1050	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F70XA (Tiller) w Fuel Filter & Aluminium Talon Propellor + Battery Setup	9YA_F70XA (Tiller)_PDI	9337.10864498492	0	0	9337.10864498492	13471	6.102119147449336	793.8302272727271	970.2369444444445	26	17.761	10174.69987225765	0.2019117087114054	2054.39103683326	13452	1050	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F75LB w Aluminium Talon Propellor + Battery Setup	9YA_F75LB_PDI	11076.45983135641	0	0	11076.45983135641	14635	6.50717784765898	846.5246818181816	1034.641277777778	26	25.912	11974.89651317459	0.109669866755205	1313.285305007226	14617	1125	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F75LB (Tiller) w Fuel Filter Aluminium Talon Propellor + Battery Setup	9YA_F75LB (Tiller)_PDI	11183.65883135641	0	0	11183.65883135641	15837	6.00717784765898	781.4792272727271	955.1412777777778	26	25.912	12017.05005862914	0.1906567542262568	2291.13175955268	15739	1125	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F75XB w Aluminium Talon Propellor + Battery Setup	9YA_F75XB_PDI	11244.7507159804	0	0	11244.7507159804	14838	6.50717784765898	846.5246818181816	1034.641277777778	26	25.912	12143.18739779858	0.1094885413009211	1329.539874928694	14820	1125	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F90LB w Aluminium Talon Propellor + Battery Setup	9YA_F90LB_PDI	12327.99599073521	0	0	12327.99599073521	16380	6.622481830887491	861.5246818181816	1052.974611111111	26	25.912	13241.43267255339	0.109121950739158	1444.930963810248	16155	1350	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F90LB2 (White) w Aluminium Talon Propellor + Battery Setup	9YA_F90LB2 (White)_PDI	12832.86864460716	0	0	12832.86864460716	16984	6.622481830887491	861.5246818181816	1052.974611111111	26	25.912	13746.30532642534	0.1083308702714844	1489.149219029199	16759	1350	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F90XB w Aluminium Talon Propellor + Battery Setup	9YA_F90XB_PDI	12496.28687535919	0	0	12496.28687535919	16581	6.622481830887491	861.5246818181816	1052.974611111111	26	25.912	13409.72355717737	0.1088290407845454	1459.367351913535	16356	1350	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F90XB2 (White) w Aluminium Talon Propellor + Battery Setup	9YA_F90XB2 (White)_PDI	13008.72316449515	0	0	13008.72316449515	17195	6.622481830887491	861.5246818181816	1052.974611111111	26	25.912	13922.15984631333	0.1081091509919674	1505.112880959394	16970	1350	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F115LB w Aluminium Talon Propellor	9YA_F115LB_PDI	14293.71775363692	0	0	14293.71775363692	17387	6.605570580013977	859.3246818181817	1050.285722222222	26	28.112	15207.1544354551	0.1066561453373748	1621.936473635804	18512	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F115LB2 (White) w Aluminium Talon Propellor	9YA_F115LB2 (White)_PDI	14835.46312942088	0	0	14835.46312942088	18037	6.605570580013977	859.3246818181817	1050.285722222222	26	28.112	15748.89981123906	0.1061090113462003	1671.100188760938	19162	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F115XB w Aluminium Talon Propellor	9YA_F115XB_PDI	14462.00863826091	0	0	14462.00863826091	17589	6.605570580013977	859.3246818181817	1050.285722222222	26	28.112	15375.44532007909	0.1064867988252686	1637.28195264818	18714	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha LF115XB w Aluminium Talon Propellor	9YA_LF115XB_PDI	15053.9462728849	0	0	15053.9462728849	18369	6.605570580013977	859.3246818181817	1050.285722222222	26	28.112	15967.38295470308	0.1098761914893729	1754.435227115104	19494	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F115XB2 (White) w Aluminium Talon Propellor	9YA_F115XB2 (White)_PDI	15017.93583016487	0	0	15017.93583016487	18255	6.605570580013977	859.3246818181817	1050.285722222222	26	28.112	15931.37251198305	0.1058797228506212	1686.809306198769	19380	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha LF115XB2 (White) w Aluminium Talon Propellor	9YA_LF115XB2 (White)_PDI	15617.43710005285	0	0	15617.43710005285	19044	6.605570580013977	859.3246818181817	1050.285722222222	26	28.112	16530.87378187104	0.1091642696808044	1804.580763583508	20169	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F130LA w Aluminium Talon Propellor	9YA_F130LA_PDI	15237.28125282085	0	0	15237.28125282085	18518	6.605570580013977	859.3246818181817	1050.285722222222	26	28.112	16150.71793463903	0.1056643301889128	1706.554792633695	19643	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F130XA w Aluminium Talon Propellor	9YA_F130XA_PDI	15836.78252270883	0	0	15836.78252270883	19307	6.605570580013977	859.3246818181817	1050.285722222222	26	28.112	16750.21920452702	0.1089135746668546	1824.326250018436	20432	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha LF130XA w Aluminium Talon Propellor	9YA_LF130XA_PDI	16005.07340733282	0	0	16005.07340733282	19509	6.605570580013977	859.3246818181817	1050.285722222222	26	28.112	16918.510089151	0.1087372185456508	1839.671729030812	20634	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F150LC w Reliance SDS Propellor	9YA_F150LC_PDI	19926.02757680085	0	0	19926.02757680085	24329	7.633996855345912	993.1135909090907	1213.8055	26	44.414	20989.55516770994	0.1105090471354681	2319.535741380965	25640	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F150XC w Reliance SDS Propellor	9YA_F150XC_PDI	20116.06391280883	0	0	20116.06391280883	24557	7.633996855345912	993.1135909090907	1213.8055	26	44.414	21179.59150371792	0.1103313126806771	2336.772132645714	25868	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha LF150XC w Reliance SDS Propellor	9YA_LF150XC_PDI	19940.20939292085	0	0	19940.20939292085	24346	7.633996855345912	993.1135909090907	1213.8055	26	44.414	21003.73698382994	0.1104950263137567	2320.808470715514	25657	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F175LB w Reliance SDS Propellor	9YA_F175LB_PDI	21916.20910564069	0	0	21916.20910564069	26714	7.645388888888889	994.5955909090908	1215.616833333333	26	42.932	22979.73669654978	0.1086842753554235	2497.536030722946	28025	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F175XB w Reliance SDS Propellor	9YA_F175XB_PDI	22530.75447084063	0	0	22530.75447084063	27451	7.645388888888889	994.5955909090908	1215.616833333333	26	42.932	23594.28206174973	0.1082037867836556	2552.990665522997	28762	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F200LC w Reliance SDS Propellor	9YA_F200LC_PDI	23695.98691534223	0	0	23695.98691534223	29145	9.25	1203.340909090909	1470.75	26	77.345	25002.67282443314	0.1183531608066038	2959.145357385038	30758	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F200XC w Reliance SDS Propellor	9YA_F200XC_PDI	24375.33602084849	0	0	24375.33602084849	29661	7.685261006289308	999.7825909090907	1221.9565	26	37.745	25438.86361175758	0.1067890050104827	2716.590933696967	30971	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha LF200XC w Reliance SDS Propellor	9YA_LF200XC_PDI	24142.2413959182	0	0	24142.2413959182	30296	9.25	1203.340909090909	1470.75	26	77.345	25448.92730500911	0.1398587245157536	3559.254513172709	31909	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F150LCB w Reliance SDS Propellor	9YA_F150LCB_PDI	22437.58709829433	0	0	22437.58709829433	28176	9.25	1203.340909090909	1470.75	26	55.345	23722.27300738524	0.140431878311745	3331.363356251117	29759	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F150XCB w Reliance SDS Propellor	9YA_F150XCB_PDI	23072.4998466246	0	0	23072.4998466246	28099	7.685261006289308	999.7825909090907	1221.9565	26	37.745	24136.02743753368	0.1076990451162032	2599.427107920859	29409	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F150XSA w Reliance SDS Propellor	9YA_F150XSA_PDI	24721.11263732846	0	0	24721.11263732846	30084	7.685261006289308	999.7825909090907	1221.9565	26	37.745	25784.64022823755	0.1068605087126624	2755.359771762443	31394	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha LF150XSA w Reliance SDS Propellor	9YA_LF150XSA_PDI	24948.02169524845	0	0	24948.02169524845	30356	7.685261006289308	999.7825909090907	1221.9565	26	37.745	26011.54928615754	0.1067111924237567	2775.723441115188	31666	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F150XSA2 (White) w Reliance SDS Propellor	9YA_F150XSA2 (White)_PDI	25628.74886900839	0	0	25628.74886900839	31172	7.685261006289308	999.7825909090907	1221.9565	26	37.745	26692.27645991748	0.1062784754771043	2836.814449173427	32482	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha LF150XSA2 (White) w Reliance SDS Propellor	9YA_LF150XSA2 (White)_PDI	25869.83974304837	0	0	25869.83974304837	31462	7.685261006289308	999.7825909090907	1221.9565	26	37.745	26933.36733395746	0.1061642201405964	2859.359938769809	32772	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F175XCB w Reliance SDS Propellor	9YA_F175XCB_PDI	24001.88152968852	0	0	24001.88152968852	29213	7.685261006289308	999.7825909090907	1221.9565	26	37.745	25065.40912059761	0.1070308760841102	2682.772697584209	30523	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F200LCB w Reliance SDS Propellor	9YA_F200LCB_PDI	24230.16865586219	0	0	24230.16865586219	30396	9.25	1203.340909090909	1470.75	26	77.345	25536.8545649531	0.1394939355227655	3562.236344137807	32009	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F200XCB w Reliance SDS Propellor	9YA_F200XCB_PDI	25312.28133917642	0	0	25312.28133917642	30784	7.685261006289308	999.7825909090907	1221.9565	26	37.745	26375.80893008551	0.1061789124155991	2800.554706278126	32094	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F200XA w Saltwater Series 2 SDS Propellor	9YA_F200XA_PDI	23551.47608842458	0	0	23551.47608842458	29554	8.75	1138.295454545454	1391.25	26	78.827	24794.59854297003	0.139911030003343	3469.037820666326	31090	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha LF200XA w Saltwater Series 2 SDS Propellor	9YA_LF200XA_PDI	23727.33060831256	0	0	23727.33060831256	29764	8.75	1138.295454545454	1391.25	26	78.827	24970.45306285802	0.1395286013800766	3484.092391687431	31300	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F225XCB w Saltwater Series 2 SDS Propellor	9YA_F225XCB_PDI	26075.4874007085	0	0	26075.4874007085	31782	7.89020999301188	1026.444590909091	1254.543388888889	26	51.083	27179.01499161759	0.1085758630065342	2950.985008382409	33143	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha LF225XCB w Saltwater Series 2 SDS Propellor	9YA_LF225XCB_PDI	26251.34192059649	0	0	26251.34192059649	31992	7.89020999301188	1026.444590909091	1254.543388888889	26	51.083	27354.86951150557	0.1084282115897495	2966.039579403514	33353	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F225UCB w Saltwater Series 2 SDS Propellor	9YA_F225UCB_PDI	26910.32364297243	0	0	26910.32364297243	32782	7.89020999301188	1026.444590909091	1254.543388888889	26	51.083	28013.85123388152	0.1079908524519647	3025.239675209388	34143	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha LF225UCB w Saltwater Series 2 SDS Propellor	9YA_LF225UCB_PDI	27086.17816286042	0	0	27086.17816286042	32992	7.89020999301188	1026.444590909091	1254.543388888889	26	51.083	28189.70575376951	0.1078512231658872	3040.294246230489	34353	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F250XCB w Saltwater Series 2 SDS Propellor	9YA_F250XCB_PDI	28066.61438395634	0	0	28066.61438395634	34172	7.89020999301188	1026.444590909091	1254.543388888889	26	51.083	29170.14197486543	0.1073901285965986	3132.585297861839	35533	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha LF250XCB w Saltwater Series 2 SDS Propellor	9YA_LF250XCB_PDI	28234.90526858032	0	0	28234.90526858032	34372	7.89020999301188	1026.444590909091	1254.543388888889	26	51.083	29338.43285948941	0.1072351958989671	3146.112595056042	35733	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha F250UCB w Saltwater Series 2 SDS Propellor	9YA_F250UCB_PDI	28893.88699095627	0	0	28893.88699095627	35162	7.89020999301188	1026.444590909091	1254.543388888889	26	51.083	29997.41458186536	0.1068529650151801	3205.312690861912	36523	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Pre Delivery & Engine Installation - Yamaha LF250UCB w Saltwater Series 2 SDS Propellor	9YA_LF250UCB_PDI	29069.74151084425	0	0	29069.74151084425	35372	7.89020999301188	1026.444590909091	1254.543388888889	26	51.083	30173.26910175334	0.1067291466172581	3220.367261883017	36733	0	https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
OUTBOARD ACCESSORIES																	
Supply & Install - Fuel Tank - 12 ltr Yamaha (No Gauge)	YAM_6YL-24201-07	68.198	0	0	68.198	117	0.25	32.52272727272727	39.75	5	0	105.7207272727273	0.4102334796307252	43.37018181818181	164		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Supply & Install - Fuel Tank - 24 ltr Yamaha (Plastic)	YAM_6YJ-W2420-J3	87.38675	0	0	87.38675	147	0.25	32.52272727272727	39.75	5	0	124.9094772727273	0.4119315860922554	51.45415909090907	194		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Supply & Install - Fuel Line , Yamaha - 4 to 90HP Genuine	YAM_6Y1-24306-55	90.11725	0	0	90.11725	131	0.05	6.504545454545454	7.95	0	0	96.62179545454545	0.3078171003672003	29.74184090909091	139		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Supply & Install - Fuel Line , Yamaha - 115 to 225HP Genuine	YAM_6Y2-24306-56	92.8155	0	0	92.8155	135	0.05	6.504545454545454	7.95	0	0	99.32004545454545	0.3088999245323086	30.67995454545455	143		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Supply & Install - Fuel Line Assy - Non Genuine	DFO_200232	26	0	0	26	41	0.05	6.504545454545454	7.95	0	0	32.50454545454545	0.3704377010208362	12.04090909090909	49		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Supply & Install - Yamaha Small Fuel Filter - Up to 70HP	YAM_90798-1M745	54.094	0	0	54.094	95	0.5	65.04545454545453	79.5	5	0	124.1394545454545	0.3328119255910143	41.31509090909091	182		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
Supply & Install - Yamaha Large Fuel Filter - Up to 350HP (8 & 10mm Inlets)	YAM_90798-1M744	107.199	0	0	107.199	195	0.5	65.04545454545453	79.5	5	0	177.2444545454545	0.4463845259423426	79.1191818181818	282		https://www.northsidemarine.com.au/online-store/wp-content/uploads/sites/9/2025/07/NSM-Logo-blue.png
